,flight_date,flight_number,departure_aerodrome_icao_code,arrival_aerodrome_icao_code,aircraft_registration,planned_zfw,block_fuel,trip_fuel,taxi_fuel,std_date,plan_flt_time,ramp_fuel,est_zfw,actual_zfw,offblock_time,offblock_fuel,zfwcg,pax_a,pax_b,pax_c,pax_d,pax_e,infant,airborne_time,landing_time,flight_time,onblock_time,onblock_fuel,actual_burn_fuel,block_time,pf,pm,water_uplift,water_remain
1454,2022-05-14T00:00:00.000Z,THA625,RPLL,VTBS,HS-TKQ,214500.0,28815.0,20997.0,990.0,,,28600.0,210800.0,210627.0,1156,28400.0,31.0,,,,,,,1212,1458,0246,1506,7500.0,20700.0,0310,31832,26948,566.0,440.0
1453,2022-05-14T00:00:00.000Z,THA921,EDDF,VTBS,HS-TKK,222000.0,92366.0,84538.0,600.0,,,92000.0,220600.0,220300.0,1334,92000.0,28.0,,,,,,,1349,0003,1014,0011,,,1037,43316,39867,1006.0,537.0
1452,2022-05-14T00:00:00.000Z,THA678,VTBS,ZGGG,HS-TKN,215000.0,45121.0,20439.0,600.0,,,45400.0,214117.0,214117.0,0909,45300.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0922,1153,0231,1203,24900.0,20300.0,0254,26107,44251,1306.0,1306.0
1451,2022-05-14T00:00:00.000Z,THA679,ZGGG,VTBS,HS-TKN,183000.0,23782.0,16974.0,600.0,,,24000.0,181764.0,181764.0,1413,24400.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1427,1652,0225,1700,8500.0,16000.0,0247,44251,26107,1306.0,1306.0
1438,2022-05-14T00:00:00.000Z,THA927,VTSP,VTBS,HS-TKY,193746.0,15656.0,8651.0,600.0,,,15700.0,,193800.0,0630,15700.0,23.0,,,,,,,0643,0748,0105,0755,7500.0,8000.0,0125,42259,26957,378.0,351.0
1449,2022-05-14T00:00:00.000Z,THA600,VTBS,VHHH,HS-TTA,202546.0,24186.0,15940.0,600.0,,,24500.0,203193.0,203193.0,0057,24500.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0109,0318,0209,0324,9400.0,15200.0,0227,26778,43414,511.0,484.0
1448,2022-05-14T00:00:00.000Z,THA601,VHHH,VTBS,HS-TTA,208200.0,22933.0,16678.0,600.0,,,23000.0,208700.0,207510.0,0445,22900.0,27.0,0.0,20.0,99.0,50.0,26.0,5.0,0505,0716,0211,0727,7000.0,15800.0,0242,43414,26778,484.0,396.0
1447,2022-05-14T00:00:00.000Z,THA321,VTBS,VGHS,HS-THL,183600.0,32441.0,12893.0,400.0,,,32400.0,181400.0,182122.0,0349,32200.0,30.6,,,,,,,0359,0604,0205,0611,19200.0,12800.0,0222,30952,44339,50.0,44.0
1446,2022-05-14T00:00:00.000Z,THA476,YSSY,VTBS,HS-TKZ,218000.0,76264.0,68768.0,600.0,,,76300.0,218000.0,218026.0,0013,76100.0,33.0,,,,,,,0033,0901,0828,0909,9000.0,66700.0,0856,44285,37250,1100.0,440.0
1445,2022-05-14T00:00:00.000Z,THA657,RKSI,VTBS,HS-TKW,217290.0,45213.0,38750.0,600.0,,,45100.0,215000.0,214924.0,0122,45100.0,28.0,21.0,14.0,59.0,117.0,94.0,8.0,0137,0642,0505,0649,6600.0,38200.0,0527,36748,43951,794.0,599.0
1444,2022-05-14T00:00:00.000Z,THA415,VTBS,WMKK,HS-TWA,149600.0,13372.0,9197.0,300.0,,,13300.0,148100.0,147576.0,0207,13200.0,25.8,20.0,97.0,41.0,0.0,0.0,4.0,0217,0355,0138,0401,5000.0,8200.0,0154,23511,43486,473.0,473.0
1443,2022-05-14T00:00:00.000Z,THA918,VTSP,EGLL,HS-TQA,132300.0,65347.0,58928.0,300.0,,,65400.0,132300.0,132441.0,0447,65300.0,19.6,16.0,39.0,34.0,,,1.0,0503,1724,1221,1740,6700.0,58600.0,1253,43973,26453,927.0,700.0
1442,2022-05-14T00:00:00.000Z,THA560,VTBS,VVNB,HS-THH,152215.0,22326.0,8394.0,400.0,,,22300.0,150206.0,150206.0,0042,22300.0,30.0,,,,,,,0054,0219,0125,0229,14200.0,8100.0,0147,44347,36151,98.0,96.0
1441,2022-05-14T00:00:00.000Z,THA612,VTBS,ZPPP,HS-TJV,178589.0,32564.0,13518.0,400.0,,,32500.0,178589.0,178600.0,0328,32400.0,21.0,,,,,,,0335,0536,0201,0545,18300.0,14200.0,0217,32106,41926,551.0,525.0
1440,2022-05-14T00:00:00.000Z,THA561,VVNB,VTBS,HS-THH,155215.0,13232.0,8324.0,400.0,,,13900.0,157000.0,156921.0,0331,14000.0,24.9,,,,,,,0352,0521,0129,0528,5700.0,8200.0,0157,36151,44347,96.0,96.0
1439,2022-05-14T00:00:00.000Z,THA613,ZPPP,VTBS,HS-TJV,169118.0,18315.0,12039.0,540.0,,,18100.0,164065.0,164318.0,0752,18000.0,26.0,,,,,,,0842,1028,0146,1036,6600.0,11300.0,0244,41926,32106,525.0,520.0
1463,2022-05-14T00:00:00.000Z,THA971,LSZH,VTBS,HS-TQE,150636.0,57718.0,52480.0,336.0,,,57600.0,150047.0,150101.0,1141,57700.0,22.8,22.0,111.0,78.0,,,0.0,1158,221	,1013,2218,6600.0,51200.0,1037,37221,42653,680.0,315.0
1462,2022-05-14T00:00:00.000Z,THA557,VVTS,VTBS,HS-TKM,197500.0,15321.0,8244.0,600.0,,,15500.0,198403.0,198900.0,1308,15500.0,29.0,,,,,,,1331,1440,0109,1448,7100.0,8500.0,0140,33624,43967,623.0,
1470,2022-05-14T00:00:00.000Z,THA325,VTBS,VOBL,HS-THG,168600.0,24666.0,17710.0,400.0,,,24800.0,166500.0,166300.0,1420,24800.0,31.0,5.0,87.0,58.0,,,,1435,1754,0319,1808,6900.0,,0348,37994,26461,100.0,98.0
1464,2022-05-14T00:00:00.000Z,THA315,VTBS,VIDP,HS-TKL,201697.0,37308.0,25096.0,600.0,,,37300.0,201700.0,201673.0,1127,37200.0,25.0,,,,,,,,1515,0334,1525,11300.0,25400.0,0358,44245,36057,670.0,540.0
1478,2022-05-14T00:00:00.000Z,THA338,VOMM,VTBS,HS-TQF,150000.0,19433.0,14702.0,300.0,,,19700.0,150000.0,148600.0,1942,19600.0,19.7,,,,,,,2002,2301,0259,2313,5500.0,14400.0,0331,30346,42616,389.0,354.0
1490,2022-05-14T00:00:00.000Z,THA950,VTBS,EKCH,HS-TKZ,216396.0,104388.0,97115.0,600.0,,,104400.0,,217189.0,1842,104200.0,26.0,14.0,13.0,48.0,86.0,71.0,2.0,1859,0612,1113,0622,8800.0,95700.0,1140,42789,37151,855.0,502.0
1487,2022-05-14T00:00:00.000Z,THA919,EGLL,VTSP,HS-TQA,135037.0,59257.0,53604.0,399.0,,,60500.0,134900.0,134723.0,2022,60600.0,19.5,,,,,,,2045,0809,1124,0814,7400.0,53300.0,1152,42600,26958,916.0,677.0
1486,2022-05-14T00:00:00.000Z,THA970,VTBS,LSZH,HS-TQD,151600.0,64359.0,59503.0,300.0,,,64300.0,,150852.0,1830,64100.0,19.5,,,,,,,1848,0604,1116,0610,6000.0,58100.0,1140,43116,36046,680.0,330.0
1485,2022-05-14T00:00:00.000Z,THA622,VTBS,RJBB,HS-TKQ,206271.0,41548.0,35182.0,600.0,,,41300.0,203500.0,203624.0,1710,41100.0,25.0,,,,,,,1722,2214,0452,2220,6400.0,34700.0,0510,42621,40293,420.0,300.0
1465,2022-05-14T00:00:00.000Z,THA951,EKCH,VTBS,HS-TKV,226550.0,95119.0,87520.0,600.0,,,96700.0,226784.0,226315.0,1244,96800.0,30.0,15.0,7.0,17.0,74.0,70.0,1.0,1256,2309,1013,2315,10200.0,86400.0,1031,35447,43405,1023.0,705.0
1483,2022-05-14T00:00:00.000Z,THA930,VTBS,LFPG,HS-TWA,170506.0,77730.0,70714.0,300.0,,,77700.0,168517.0,169742.0,1720,77500.0,23.0,28.0,126.0,91.0,,,4.0,1734,0525,1151,0537,6400.0,70900.0,1217,35455,44159,711.0,393.0
1482,2022-05-14T00:00:00.000Z,THA960,VTBS,ESSA,HS-THL,177040.0,83030.0,74540.0,400.0,,,82700.0,,175389.0,1901,82700.0,28.7,25.0,104.0,74.0,,,1.0,1914,0702,1148,0708,9800.0,72550.0,1207,44216,32092,69.0,36.0
1481,2022-05-14T00:00:00.000Z,THA920,VTBS,EDDF,HS-TKM,225318.0,105877.0,96880.0,600.0,,,105600.0,,224000.0,1704,105400.0,,,,,,,,1719,0437,1118,0444,9600.0,96400.0,1140,43953,36048,997.0,503.0
1480,2022-05-14T00:00:00.000Z,THA924,VTBS,EDDM,HS-THK,175203.0,74517.0,68034.0,400.0,,,74500.0,,174800.0,1806,74100.0,28.1,,,,,,,1820,0524,1104,0530,7100.0,67000.0,1124,30938,43259,60.0,24.0
1479,2022-05-14T00:00:00.000Z,THA642,VTBS,RJAA,HS-THF,171605.0,35587.0,30655.0,400.0,,,35100.0,166213.0,167375.0,1650,35200.0,25.3,20.0,50.0,39.0,,,2.0,1702,2223,0521,2231,5600.0,29250.0,0541,28376,44195,40.0,31.0
1484,2022-05-14T00:00:00.000Z,THA910,VTBS,EGLL,HS-TTA,225392.0,111890.0,101483.0,600.0,,,111890.0,225392.0,225000.0,1816,111500.0,27.0,4.0,36.0,133.0,49.0,40.0,1.0,1829,0646,1217,0700,10300.0,101900.0,1244,44248,26868,1000.0,400.0
1477,2022-05-14T00:00:00.000Z,THA656,VTBS,RKSI,HS-TKX,226896.0,43782.0,37148.0,600.0,,,43800.0,226896.0,227066.0,1642,43600.0,26.0,23.0,17.0,61.0,115.0,101.0,4.0,1657,2135,0438,2145,6800.0,36700.0,0503,43412,33867,908.0,696.0
1471,2022-05-14T00:00:00.000Z,THA326,VOBL,VTBS,HS-THG,172000.0,23891.0,18543.0,475.0,,,24419.0,172000.0,171300.0,1907,24300.0,30.7,17.0,88.0,92.0,,,,1922,2232,0310,2242,6300.0,17850.0,0335,37994,26461,98.0,93.0
1476,2022-05-14T00:00:00.000Z,THA644,VTBS,RJGG,HS-TKP,203340.0,45398.0,35864.0,600.0,,,45600.0,,205256.0,1712,46000.0,,12.0,4.0,21.0,47.0,30.0,1.0,1726,2230,0504,2236,9400.0,36500.0,0524,,,466.0,334.0
1466,2022-05-14T00:00:00.000Z,THA316,VIDP,VTBS,HS-TKL,201500.0,32588.0,25502.0,600.0,,,32600.0,201300.0,202742.0,1813,32400.0,29.0,13.0,5.0,58.0,116.0,88.0,0.0,1832,2206,0334,2214,6700.0,25000.0,0401,44245,36057,511.0,413.0
1468,2022-05-14T00:00:00.000Z,THA925,EDDM,VTBS,HS-THD,174800.0,65024.0,59254.0,450.0,,,65000.0,174800.0,174539.0,1225,65000.0,28.6,28.0,101.0,86.0,,,3.0,1240,2240,1000,2249,6400.0,58050.0,1024,42265,33879,57.0,23.0
1469,2022-05-14T00:00:00.000Z,THA317,VTBS,VABB,HS-THB,178702.0,31064.0,21628.0,400.0,,,31100.0,178700.0,178281.0,1158,31100.0,28.7,,,,,,,1210,1552,0342,1601,9100.0,21850.0,0403,44282,38383,60.0,
1467,2022-05-14T00:00:00.000Z,THA911,EGLL,VTBS,HS-TTC,210803.0,91804.0,84117.0,627.0,,,91800.0,210800.0,210477.0,1137,91900.0,29.0,,,,,,,1157,2258,1101,2305,9700.0,82300.0,1128,33822,41937,1183.0,675.0
1472,2022-05-14T00:00:00.000Z,THA331,VTBS,VIDP,HS-TJV,165100.0,32952.0,22129.0,400.0,,,33600.0,166738.0,166651.0,1625,33500.0,27.0,12.0,54.0,43.0,27.0,10.0,2.0,1639,2015,0336,2026,11300.0,22500.0,0401,36747,32108,509.0,408.0
1473,2022-05-14T00:00:00.000Z,THA332,VIDP,VTBS,HS-TJV,172100.0,29711.0,23483.0,459.0,,,29800.0,170700.0,170751.0,2157,29800.0,32.0,13.0,62.0,69.0,40.0,41.0,0.0,2225,0158,0333,0207,7100.0,22500.0,0410,36747,32108,408.0,
1474,2022-05-14T00:00:00.000Z,THA337,VTBS,VOMM,HS-TQF,144500.0,20191.0,14022.0,300.0,,,20200.0,141955.0,141600.0,1507,20300.0,24.9,2.0,77.0,56.0,,,1.0,1523,1805,0242,1810,7900.0,12600.0,0303,42616,30346,460.0,389.0
1475,2022-05-14T00:00:00.000Z,THA640,VTBS,RJAA,HS-TJT,159185.0,39706.0,34316.0,400.0,,,39000.0,156870.0,156870.0,1516,39100.0,26.0,,,,,,,1528,2109,0541,2112,6600.0,33100.0,0556,37136,44307,1300.0,1300.0
1431,2022-05-13T00:00:00.000Z,THA656,VTBS,RKSI,HS-TKW,227100.0,43604.0,36976.0,600.0,,,43000.0,222078.0,221835.0,1632,42900.0,,24.0,18.0,60.0,119.0,99.0,2.0,1644,2131,0447,2138,6200.0,36300.0,0506,33571,43396,811.0,776.0
1425,2022-05-13T00:00:00.000Z,THA326,VOBL,VTBS,HS-THL,179340.0,24191.0,18852.0,475.0,,,24000.0,,175611.0,1846,24000.0,30.1,,,,,,,1903,2216,0313,2223,5900.0,17850.0,0337,44209,37229,62.0,53.0
1426,2022-05-13T00:00:00.000Z,THA920,VTBS,EDDF,HS-TKK,224000.0,104719.0,95752.0,600.0,,,104600.0,223400.0,223631.0,1651,104500.0,26.0,24.0,18.0,56.0,112.0,88.0,2.0,1706,0409,1103,0415,9900.0,94700.0,1124,44621,34103,1023.0,563.0
1427,2022-05-13T00:00:00.000Z,THA331,VTBS,VIDP,HS-TKQ,233500.0,43620.0,29864.0,600.0,,,43600.0,,232871.0,1610,43700.0,23.0,5.0,0.0,7.0,9.0,3.0,0.0,1619,1956,0337,2009,13100.0,30400.0,0359,44280,24871,661.0,631.0
1428,2022-05-13T00:00:00.000Z,THA640,VTBS,RJAA,HS-TKP,187154.0,46671.0,37350.0,600.0,,,47200.0,187800.0,187804.0,1519,47400.0,28.0,,,,,,,1532,2110,0538,2114,9700.0,37500.0,0555,26457,45502,502.0,484.0
1429,2022-05-13T00:00:00.000Z,THA332,VIDP,VTBS,HS-TKQ,207000.0,32315.0,25937.0,600.0,,,31900.0,,201450.0,2158,31700.0,29.0,6.0,0.0,52.0,109.0,72.0,0.0,2225,0154,0329,0203,6500.0,24800.0,0405,24871,44280,631.0,466.0
1430,2022-05-13T00:00:00.000Z,THA642,VTBS,RJAA,HS-THB,162341.0,37885.0,30523.0,400.0,,,38100.0,162341.0,162658.0,1649,38100.0,27.6,16.0,45.0,51.0,,,,1702,2235,0533,2244,7900.0,30050.0,0555,30936,44260,53.0,44.0
1436,2022-05-13T00:00:00.000Z,THA950,VTBS,EKCH,HS-TKV,204455.0,98395.0,91006.0,600.0,,,98400.0,204455.0,204148.0,1820,98300.0,27.0,21.0,9.0,35.0,82.0,60.0,0.0,1845,0604,1119,0610,8100.0,91000.0,1150,43504,40519,810.0,378.0
1432,2022-05-13T00:00:00.000Z,THA622,VTBS,RJBB,HS-TKL,202300.0,41560.0,34455.0,600.0,,,41600.0,,202552.0,1709,41600.0,27.0,12.0,5.0,26.0,23.0,52.0,0.0,1721,2213,0452,2217,7900.0,33700.0,0508,44263,38337,634.0,304.0
1433,2022-05-13T00:00:00.000Z,THA910,VTBS,EGLL,HS-TTC,219800.0,107620.0,97429.0,600.0,,,108000.0,219800.0,219379.0,1802,,27.0,6.0,34.0,118.0,49.0,43.0,2.0,1818,0621,1203,0630,11300.0,97200.0,1228,35454,44172,920.0,334.0
1434,2022-05-13T00:00:00.000Z,THA930,VTBS,LFPG,HS-TWB,160000.0,72954.0,66240.0,300.0,,,72600.0,158600.0,157691.0,1801,72300.0,27.0,27.0,90.0,70.0,,,0.0,1816,0607,1151,0617,7000.0,65300.0,1216,43948,33160,813.0,495.0
1435,2022-05-13T00:00:00.000Z,THA970,VTBS,LSZH,HS-TQE,149900.0,63615.0,58718.0,300.0,,,63600.0,149900.0,149814.0,1816,63600.0,23.6,22.0,119.0,74.0,,,0.0,1831,0553,1122,0559,6100.0,57900.0,1143,32100,43964,586.0,143.0
1437,2022-05-13T00:00:00.000Z,THA927,EDDF,VTSP,HS-TKY,207900.0,90569.0,82666.0,600.0,,,90700.0,,208208.0,1841,90700.0,27.0,,,,,,,1859,0535,1036,0540,10100.0,81200.0,1059,26950,42259,1000.0,378.0
1423,2022-05-13T00:00:00.000Z,THA478,VTSP,VTBS,HS-TKV,199300.0,16059.0,8908.0,600.0,,,16100.0,,199029.0,0938,16300.0,23.0,,,,,,,0950,1111,0121,1118,6800.0,9200.0,0140,33812,44409,449.0,413.0
1424,2022-05-13T00:00:00.000Z,THA325,VTBS,VOBL,HS-THL,170200.0,24069.0,17160.0,400.0,,,24100.0,,168340.0,1419,24100.0,27.4,,,,,,,1434,1732,0258,1740,7400.0,16500.0,0321,37229,44209,64.0,62.0
1422,2022-05-13T00:00:00.000Z,THA911,EGLL,VTBS,HS-TTB,213608.0,92462.0,85216.0,627.0,,,92700.0,,213700.0,1145,92700.0,,6.0,37.0,112.0,57.0,39.0,1.0,1204,2312,1108,2319,7900.0,85400.0,1134,41936,26100,1015.0,440.0
1396,2022-05-13T00:00:00.000Z,THA416,WMKK,VTBS,HS-TQE,147710.0,13636.0,8931.0,300.0,,,13600.0,,148381.0,0531,13500.0,21.4,19.0,131.0,82.0,,,2.0,0543,0730,0147,0739,4900.0,9000.0,0208,33625,43257,530.0,365.0
1405,2022-05-13T00:00:00.000Z,THA664,VTBS,ZSPD,HS-THG,160400.0,49920.0,22400.0,400.0,,,49900.0,158649.0,158649.0,0340,49900.0,26.4,,,,,,,0356,0744,0348,0800,27900.0,21950.0,0420,43942,36739,100.0,100.0
1389,2022-05-13T00:00:00.000Z,THA926,VTBS,VTSP,HS-TKY,220600.0,38062.0,8772.0,600.0,,,42500.0,216000.0,215541.0,0225,42400.0,,24.0,18.0,67.0,129.0,110.0,4.0,0239,0337,0058,0342,33200.0,86000.0,0117,31841,45135,900.0,840.0
1390,2022-05-13T00:00:00.000Z,THA641,RJAA,VTBS,HS-TJV,155200.0,42653.0,36650.0,459.0,,,42600.0,155800.0,155800.0,0147,42500.0,,,,,,,,0201,0820,0619,0824,6400.0,36400.0,0637,37116,41941,534.0,529.0
1391,2022-05-13T00:00:00.000Z,THA643,RJAA,VTBS,HS-THH,172100.0,39898.0,34454.0,425.0,,,39900.0,,172012.0,0303,39900.0,26.8,17.0,61.0,39.0,,,3.0,0324,0931,0607,0938,5600.0,34100.0,0635,33572,44278,49.0,35.0
1392,2022-05-13T00:00:00.000Z,THA645,RJGG,VTBS,HS-THM,158600.0,34591.0,29557.0,400.0,,,34600.0,158600.0,158054.0,0158,34600.0,25.8,3.0,15.0,32.0,,,1.0,0215,0751,0536,0759,5600.0,28700.0,0601,38386,43484,51.0,42.0
1393,2022-05-13T00:00:00.000Z,THA322,VGHS,VTBS,HS-TQA,149500.0,14983.0,10146.0,441.0,,,15000.0,142000.0,141976.0,0733,14900.0,23.5,,,,,,,0800,1000,0200,1010,5100.0,9900.0,0237,23511,43969,405.0,405.0
1394,2022-05-13T00:00:00.000Z,THA601,VHHH,VTBS,HS-TTC,198292.0,23329.0,16366.0,600.0,,,23400.0,,195059.0,0444,23200.0,30.0,0.0,10.0,56.0,40.0,23.0,4.0,0458,0715,0217,0723,7900.0,15000.0,0239,45123,37147,,
1395,2022-05-13T00:00:00.000Z,THA321,VTBS,VGHS,HS-TQA,154800.0,29162.0,11387.0,300.0,,,26800.0,154800.0,154068.0,0340,26900.0,25.4,,,,,,,0350,0604,0214,0610,15200.0,11700.0,0230,43969,23511,405.0,405.0
1397,2022-05-13T00:00:00.000Z,THA600,VTBS,VHHH,HS-TTC,207192.0,24388.0,15979.0,600.0,,,25300.0,,205511.0,0104,25100.0,19.0,,,,,,,0119,0329,0210,0339,8900.0,15600.0,0235,37147,45123,555.0,532.0
1398,2022-05-13T00:00:00.000Z,THA434,WIII,VTBS,HS-TKP,193854.0,27013.0,19985.0,627.0,,,28500.0,193000.0,191889.0,0536,28400.0,27.0,17.0,3.0,23.0,41.0,35.0,0.0,0549,0846,0257,0855,8700.0,19500.0,0319,25320,44283,572.0,511.0
1399,2022-05-13T00:00:00.000Z,THA433,VTBS,WIII,HS-TKP,205754.0,50113.0,22200.0,600.0,,,49500.0,198400.0,197450.0,0106,49600.0,25.0,16.0,9.0,43.0,50.0,7.0,0.0,0122,0411,0249,0418,28600.0,21200.0,0312,44283,25320,687.0,572.0
1400,2022-05-13T00:00:00.000Z,THA475,VTBS,YSSY,HS-TKZ,220000.0,80335.0,70214.0,600.0,,,80000.0,217500.0,218156.0,0149,79900.0,,17.0,15.0,53.0,110.0,78.0,5.0,0201,1039,0838,1044,10300.0,69300.0,0855,38737,43476,917.0,537.0
1401,2022-05-13T00:00:00.000Z,THA621,RPLL,VTBS,HS-TWA,155000.0,20055.0,15024.0,462.0,,,20799.0,165871.0,153733.0,0609,20000.0,20.9,,,,,,,0641,0920,0239,0928,5800.0,,0319,33643,44152,,
1403,2022-05-13T00:00:00.000Z,THA668,VTBS,ZGGG,HS-TKN,214900.0,45386.0,20561.0,600.0,,,45700.0,215107.0,215107.0,0356,45400.0,,0.0,0.0,0.0,0.0,0.0,0.0,0403,0650,0247,0659,23800.0,26100.0,0303,44292,25314,1306.0,1306.0
1404,2022-05-13T00:00:00.000Z,THA613,ZPPP,VTBS,HS-TKQ,224100.0,22149.0,14499.0,660.0,,,22400.0,,224600.0,0816,22100.0,22.0,,,,,,,0837,1023,0146,1035,8100.0,14100.0,0219,29442,44171,380.0,
1402,2022-05-13T00:00:00.000Z,THA665,ZSPD,VTBS,HS-THG,163815.0,26520.0,21473.0,425.0,,,27400.0,167780.0,166094.0,1205,27000.0,31.4,,,,,,,1223,1612,0349,1623,5400.0,21650.0,0418,36739,43942,100.0,100.0
1406,2022-05-13T00:00:00.000Z,THA612,VTBS,ZPPP,HS-TKQ,216000.0,39073.0,16024.0,600.0,,,38100.0,,209866.0,0336,37900.0,22.0,,,,,,,0345,0539,0154,0549,22500.0,15200.0,0213,44171,29442,404.0,390.0
1414,2022-05-13T00:00:00.000Z,THA606,VTBS,VHHH,HS-TJW,168575.0,21621.0,14304.0,400.0,,,21600.0,165625.0,165625.0,0845,21600.0,28.0,,,,,,,0857,1117,0220,1124,7500.0,14000.0,0239,37138,42248,250.0,
1420,2022-05-13T00:00:00.000Z,THA961,ESSA,VTBS,HS-THK,167500.0,67249.0,62130.0,400.0,,,67200.0,167500.0,165941.0,1242,67300.0,31.2,22.0,34.0,76.0,,,0.0,1301,2349,1048,1249,7100.0,59650.0,0007,42263,37132,50.0,34.0
1419,2022-05-13T00:00:00.000Z,THA971,LSZH,VTBS,HS-TQD,147733.0,56812.0,51603.0,336.0,,,56800.0,147733.0,147800.0,1151,56600.0,,19.0,71.0,58.0,,,1.0,1212,2232,1020,2239,6000.0,50700.0,1048,30334,44212,474.0,148.0
1418,2022-05-13T00:00:00.000Z,THA349,VTBS,OPIS,HS-THM,162000.0,30792.0,23725.0,400.0,,,30600.0,160500.0,160088.0,1200,30400.0,30.8,,,,,,,1217,1643,0426,1653,6600.0,23650.0,0453,44267,32095,58.0,42.0
1417,2022-05-13T00:00:00.000Z,THA316,VIDP,VTBS,HS-TKO,205700.0,33099.0,25876.0,600.0,,,32800.0,,199384.0,1816,32800.0,30.0,13.0,7.0,58.0,112.0,92.0,5.0,1826,2159,0333,2206,7900.0,24300.0,0350,44281,37131,484.0,360.0
1407,2022-05-13T00:00:00.000Z,THA415,VTBS,WMKK,HS-TQE,144810.0,15543.0,8973.0,300.0,,,15500.0,,141005.0,0212,15400.0,20.7,,,,,,,0228,0415,0147,0421,6900.0,8600.0,0209,43257,33625,570.0,537.0
1415,2022-05-13T00:00:00.000Z,THA607,VHHH,VTBS,HS-TJW,143575.0,18446.0,13490.0,405.0,,,18500.0,144298.0,144298.0,1257,18200.0,26.0,,,,,,,1315,1530,0215,1536,5500.0,12600.0,,42248,37138,,
1416,2022-05-13T00:00:00.000Z,THA315,VTBS,VIDP,HS-TKO,204700.0,38777.0,26202.0,600.0,,,38700.0,,203887.0,1055,38500.0,26.0,11.0,0.0,33.0,49.0,39.0,2.0,1110,1450,0340,1512,10700.0,27700.0,0417,44281,37131,617.0,484.0
