,flight_date,flight_number,departure_aerodrome_icao_code,arrival_aerodrome_icao_code,aircraft_registration,planned_zfw,block_fuel,trip_fuel,taxi_fuel,std_date,plan_flt_time,ramp_fuel,est_zfw,actual_zfw,offblock_time,offblock_fuel,zfwcg,pax_a,pax_b,pax_c,pax_d,pax_e,infant,airborne_time,landing_time,flight_time,onblock_time,onblock_fuel,actual_burn_fuel,block_time,pf,pm,water_uplift,water_remain
2003,2022-05-24T00:00:00.000Z,THA600,VTBS,VHHH,HS-TTC,197918.0,23446.0,15471.0,600.0,,,23500.0,197918.0,197918.0,0053,23400.0,,0.0,0.0,0.0,0.0,0.0,,0104,0316,0212,0324,8400.0,,0231,43315,40300,634.0,
2002,2022-05-24T00:00:00.000Z,THA415,VTBS,WMKK,HS-TWA,157424.0,15814.0,8918.0,300.0,,,16000.0,155361.0,155226.0,0200,15800.0,26.3,27.0,110.0,72.0,,,,0214,0402,0148,0414,6800.0,9300.0,0214,44797,39151,,333.0
2000,2022-05-24T00:00:00.000Z,THA403,VTBS,WSSS,HS-THG,173590.0,16065.0,10354.0,400.0,,,16100.0,172400.0,172518.0,0055,16100.0,27.2,30.0,101.0,42.0,,,,0109,0308,0159,0313,4900.0,11050.0,0218,28382,44349,95.0,
1999,2022-05-24T00:00:00.000Z,THA613,ZPPP,VTBS,HS-TKN,219600.0,22222.0,14707.0,660.0,,,22300.0,220149.0,220092.0,0812,22400.0,,0.0,0.0,0.0,0.0,0.0,0.0,0844,1034,0150,1042,8100.0,14400.0,0230,44172,38737,750.0,740.0
1998,2022-05-24T00:00:00.000Z,THA322,VGHS,VTBS,HS-THE,172000.0,17158.0,11820.0,525.0,,,19200.0,167500.0,167900.0,0728,19200.0,32.5,23.0,69.0,81.0,,,,0740,0944,0204,0950,7400.0,11850.0,0222,30951,30931,55.0,49.0
1997,2022-05-24T00:00:00.000Z,THA612,VTBS,ZPPP,HS-TKN,213600.0,37459.0,14337.0,600.0,,,37500.0,212600.0,212563.0,0348,37400.0,,0.0,0.0,0.0,0.0,0.0,0.0,0359,0547,0148,0559,22800.0,14400.0,0211,38737,44172,758.0,730.0
1996,2022-05-24T00:00:00.000Z,THA476,YSSY,VTBS,HS-TKX,206300.0,72252.0,65038.0,600.0,,,72300.0,,206320.0,2354,72200.0,34.0,24.0,17.0,35.0,92.0,86.0,5.0,0012,0857,0845,0905,7500.0,64300.0,0911,42247,33623,820.0,378.0
1995,2022-05-24T00:00:00.000Z,THA465,VTBS,YMML,HS-THC,179600.0,59630.0,50432.0,400.0,,,59700.0,179600.0,179311.0,014 ,59700.0,27.2,24.0,122.0,99.0,0.0,0.0,0.0,0159,1017,0818,1030,9290.0,50100.0,0926,40806,33874,59.0,21.0
1994,2022-05-24T00:00:00.000Z,THA919,VTSP,VTBS,HS-TQD,129085.0,10456.0,5966.0,300.0,,,10500.0,129000.0,129085.0,0917,10400.0,19.6,6.0,7.0,10.0,,,,0936,1045,0109,1050,5200.0,5300.0,0133,29436,44168,720.0,670.0
2019,2022-05-24T00:00:00.000Z,THA607,VHHH,VTBS,HS-TJV,141600.0,18326.0,13375.0,405.0,,,18400.0,,,1215,18200.0,,,,,,,,1230,1445,0215,1452,5900.0,12300.0,0237,33825,44171,500.0,
2020,2022-05-24T00:00:00.000Z,THA342,OPKC,VTBS,HS-TQA,154000.0,26936.0,22210.0,300.0,,,28000.0,141000.0,140723.0,1843,28100.0,20.5,,,,,,,1858,2322,0424,2332,7700.0,20500.0,0449,42638,34099,570.0,430.0
2021,2022-05-24T00:00:00.000Z,THA341,VTBS,OPKC,HS-TQA,135000.0,50625.0,23089.0,300.0,,,50625.0,135000.0,133670.0,1232,50800.0,25.8,,,,,,,1243,1726,0443,1725,28200.0,22500.0,0453,43398,34099,590.0,
2035,2022-05-24T00:00:00.000Z,THA920,VTBS,EDDF,HS-TKW,214800.0,101699.0,93295.0,600.0,,,102000.0,,215616.0,1644,101900.0,23.0,21.0,13.0,44.0,73.0,69.0,2.0,1658,0424,1126,0433,7500.0,94309.0,1149,43413,34103,850.0,430.0
2022,2022-05-24T00:00:00.000Z,THA315,VTBS,VIDP,HS-TKP,205504.0,38276.0,25854.0,600.0,,,39300.0,,205178.0,1100,39200.0,27.0,12.0,3.0,38.0,56.0,55.0,2.0,1113,1501,0348,1517,11500.0,27500.0,0417,44801,33822,1259.0,1147.0
2046,2022-05-24T00:00:00.000Z,THA332,VIDP,VTBS,HS-TKN,200600.0,30802.0,24604.0,600.0,,,31100.0,201599.0,201599.0,2150,31200.0,27.0,,,,,,,2215,0148,0333,0158,6100.0,24800.0,0408,37120,26774,810.0,723.0
2045,2022-05-24T00:00:00.000Z,THA950,VTBS,EKCH,HS-TKZ,208800.0,100855.0,93274.0,600.0,,,10100.0,209400.0,209527.0,1827,100900.0,,13.0,10.0,46.0,68.0,56.0,1.0,1841,0605,1124,0617,7800.0,93200.0,1150,44292,28381,900.0,378.0
2044,2022-05-24T00:00:00.000Z,THA960,VTBS,ESSA,HS-THE,158400.0,76053.0,67731.0,400.0,,,75600.0,157900.0,157247.0,1813,75600.0,,14.0,65.0,65.0,,,3.0,1828,0618,1150,0628,9700.0,65800.0,1215,43826,37211,49.0,31.0
2043,2022-05-24T00:00:00.000Z,THA970,VTBS,LSZH,HS-TQF,148700.0,64033.0,59152.0,300.0,,,64100.0,,148198.0,1801,64200.0,,,,,,,,1815,0541,1126,0547,6100.0,58100.0,1146,42318,24868,587.0,276.0
2042,2022-05-24T00:00:00.000Z,THA656,VTBS,RKSI,HS-TKL,221000.0,44977.0,37424.0,600.0,,,45000.0,,220659.0,1648,44900.0,,22.0,16.0,63.0,122.0,103.0,1.0,1703,2141,0438,2152,9000.0,35900.0,0504,37138,44412,723.0,
2041,2022-05-24T00:00:00.000Z,THA930,VTBS,LFPG,HS-TWA,162200.0,74268.0,67481.0,300.0,,,75000.0,162200.0,161811.0,1708,75100.0,22.1,,,,,,,1734,0529,1155,0540,6900.0,68100.0,1232,33637,42600,821.0,518.0
2039,2022-05-24T00:00:00.000Z,THA644,VTBS,RJGG,HS-THM,166395.0,34656.0,27414.0,400.0,,,34600.0,165500.0,165700.0,1730,34500.0,29.1,,,,,,,1743,2255,0512,2300,6500.0,27750.0,0530,44236,26468,68.0,58.0
2038,2022-05-24T00:00:00.000Z,THA642,VTBS,RJAA,HS-THH,174200.0,36379.0,31379.0,400.0,,,35100.0,166000.0,167000.0,1656,35100.0,28.5,19.0,44.0,67.0,,,0.0,1712,2245,0533,2250,5400.0,29450.0,0554,37252,42780,60.0,44.0
2037,2022-05-24T00:00:00.000Z,THA622,VTBS,RJBB,HS-TKM,207000.0,41538.0,35199.0,600.0,,,41500.0,207100.0,207700.0,1657,41400.0,26.0,14.0,9.0,22.0,42.0,40.0,1.0,1714,2213,0459,2219,5900.0,35600.0,0522,43958,36048,450.0,334.0
2036,2022-05-24T00:00:00.000Z,THA331,VTBS,VIDP,HS-TKN,228650.0,41726.0,28454.0,600.0,,,41738.0,228800.0,228554.0,1605,41700.0,25.0,,,,,,,1620,1958,0338,2010,12500.0,29100.0,0405,37120,26774,884.0,810.0
2040,2022-05-24T00:00:00.000Z,THA910,VTBS,EGLL,HS-TTC,224600.0,112393.0,102089.0,600.0,,,112100.0,223400.0,224122.0,1803,112100.0,27.0,4.0,35.0,113.0,52.0,39.0,0.0,1818,0630,1212,0638,11100.0,101400.0,1235,44286,44285,800.0,251.0
2034,2022-05-24T00:00:00.000Z,THA640,VTBS,RJAA,HS-TJW,163600.0,39596.0,34206.0,400.0,,,39400.0,,161700.0,1706,39100.0,,,,,,,,1719,2255,0536,2259,6800.0,32500.0,0553,43321,39856,391.0,350.0
2028,2022-05-24T00:00:00.000Z,THA318,VABB,VTBS,HS-TKR,217500.0,35781.0,28304.0,600.0,,,35546.0,,214367.0,1807,35200.0,31.0,17.0,12.0,59.0,125.0,103.0,2.0,1821,2209,0348,2221,7300.0,27600.0,0414,26948,37784,608.0,493.0
2033,2022-05-24T00:00:00.000Z,THA921,EDDF,VTBS,HS-TKY,209100.0,86241.0,78895.0,600.0,,,86200.0,209100.0,209878.0,1300,86200.0,29.0,16.0,6.0,11.0,79.0,67.0,0.0,1309,2318,1009,2323,8600.0,77900.0,1023,41931,37116,634.0,289.0
2024,2022-05-24T00:00:00.000Z,THA346,OPLA,VTBS,HS-THG,196000.0,30328.0,24723.0,400.0,,,30500.0,170500.0,169700.0,1855,30400.0,30.1,,,,,,,1912,2310,0358,2318,8400.0,22000.0,0423,43940,35309,69.0,
2025,2022-05-24T00:00:00.000Z,THA345,VTBS,OPLA,HS-THG,160000.0,55278.0,24250.0,400.0,,,55100.0,157700.0,157600.0,1250,55100.0,29.3,,,,,,,1306,1712,0406,1718,30800.0,24150.0,0428,44215,35309,80.0,69.0
2026,2022-05-24T00:00:00.000Z,THA316,VIDP,VTBS,HS-TKP,206700.0,33567.0,26283.0,600.0,,,33900.0,,210513.0,1804,33800.0,,,,,,,,1822,2155,0333,2204,7000.0,26100.0,0400,44801,33822,1147.0,
2027,2022-05-24T00:00:00.000Z,THA925,EDDM,VTBS,HS-THD,166002.0,62355.0,56669.0,450.0,,,62500.0,166400.0,166283.0,1417,62300.0,30.5,14.0,2.0,81.0,,,1.0,1429,0026,0957,0034,5700.0,56050.0,1017,44205,38345,40.0,19.0
2023,2022-05-24T00:00:00.000Z,THA317,VTBS,VABB,HS-TKR,217911.0,39926.0,27533.0,600.0,,,39758.0,,214640.0,1155,39400.0,29.0,12.0,9.0,42.0,100.0,78.0,5.0,1206,1549,0343,1556,11400.0,27900.0,0401,37784,26948,748.0,608.0
2029,2022-05-24T00:00:00.000Z,THA326,VOBL,VTBS,HS-THL,169204.0,23578.0,18340.0,475.0,,,23500.0,168100.0,167178.0,1856,23500.0,30.7,8.0,74.0,71.0,,,0.0,1908,2228,0320,2239,5500.0,17750.0,0343,43403,33563,57.0,50.0
2030,2022-05-24T00:00:00.000Z,THA338,VOMM,VTBS,HS-TQC,158000.0,20497.0,15603.0,300.0,,,20200.0,150900.0,150515.0,1932,20200.0,22.4,7.0,117.0,76.0,,,3.0,1945,2245,0300,2253,5900.0,14400.0,0321,44174,36046,590.0,509.0
2031,2022-05-24T00:00:00.000Z,THA325,VTBS,VOBL,HS-THL,168000.0,24157.0,17284.0,400.0,,,24100.0,,164800.0,1418,24100.0,28.5,,,,,,,1439,1740,0301,1748,6900.0,17000.0,0330,33563,44201,63.0,57.0
2032,2022-05-24T00:00:00.000Z,THA337,VTBS,VOMM,HS-TQC,151000.0,20498.0,14175.0,300.0,,,20400.0,149400.0,148890.0,1529,20300.0,22.8,,,,,,,1538,1820,0242,1826,7700.0,12900.0,0257,36046,43948,590.0,590.0
1954,2022-05-23T00:00:00.000Z,THA431,VTBS,WADD,HS-TQF,144090.0,42062.0,18686.0,300.0,,,42000.0,143100.0,142967.0,0245,42000.0,29.6,,,,,,,0257,0633,0336,0640,23200.0,18400.0,0355,43398,33643,450.0,386.0
1966,2022-05-23T00:00:00.000Z,THA679,ZGGG,VTBS,HS-THG,164235.0,19297.0,14210.0,425.0,,,20400.0,164100.0,164080.0,1427,1441.0,27.3,,,,,,,1441,1702,0221,1710,6600.0,13750.0,0243,29445,44342,95.0,95.0
1965,2022-05-23T00:00:00.000Z,THA918,VTBS,EGLL,HS-TQD,143000.0,71500.0,64813.0,300.0,,,71300.0,141374.0,141374.0,0545,71200.0,,,,,,,,0556,1813,1217,1822,8300.0,63100.0,1237,44176,30942,680.0,421.0
1964,2022-05-23T00:00:00.000Z,THA927,VTSP,VTBS,HS-TKY,191434.0,15714.0,8696.0,600.0,,,15800.0,191434.0,191432.0,0633,15800.0,22.0,,,,,,,0649,0749,0100,0805,7400.0,8200.0,0132,40293,43508,1100.0,1030.0
1963,2022-05-23T00:00:00.000Z,THA466,YMML,VTBS,HS-THF,165224.0,59262.0,53321.0,425.0,,,59300.0,,164458.0,0112,59300.0,31.4,31.0,44.0,76.0,0.0,0.0,0.0,0124,1005,0841,1014,1000.0,48950.0,0902,40809,26770,69.0,35.0
1962,2022-05-23T00:00:00.000Z,THA645,RJGG,VTBS,HS-THM,155300.0,32668.0,27713.0,400.0,,,32668.0,155300.0,,0142,32700.0,,,,,,,,0157,0728,0531,0735,5200.0,27250.0,0553,36752,44189,40.0,32.0
1961,2022-05-23T00:00:00.000Z,THA465,VTBS,YMML,HS-THB,165400.0,55193.0,46457.0,400.0,,,55200.0,165400.0,165091.0,0143,55200.0,27.6,,,,,,,0155,1014,0819,1021,9100.0,46000.0,0838,38368,44182,46.0,26.0
1959,2022-05-23T00:00:00.000Z,THA475,VTBS,YSSY,HS-TKX,212800.0,74145.0,64510.0,600.0,,,74200.0,,213233.0,0149,74100.0,30.0,,,,,,,0203,1026,0823,1033,9300.0,64300.0,0844,40790,36763,849.0,440.0
1958,2022-05-23T00:00:00.000Z,THA476,YSSY,VTBS,HS-TKW,197696.0,69951.0,62384.0,600.0,,,69600.0,195800.0,195050.0,0112,69300.0,,24.0,18.0,10.0,89.0,69.0,3.0,0138,1036,0858,1043,6400.0,62500.0,0931,41941,38378,715.0,581.0
1957,2022-05-23T00:00:00.000Z,THA643,RJAA,VTBS,HS-THL,169100.0,39731.0,34325.0,425.0,,,39800.0,169500.0,169308.0,0247,39800.0,24.8,18.0,44.0,27.0,,,,0308,0913,0605,0920,6100.0,33450.0,0633,44416,37995,52.0,35.0
1956,2022-05-23T00:00:00.000Z,THA641,RJAA,VTBS,HS-TJW,157700.0,43507.0,37432.0,459.0,,,43500.0,,158100.0,0131,43500.0,,,,,,,,0151,0804,0613,0817,6900.0,36500.0,0646,41936,26957,390.0,375.0
1955,2022-05-23T00:00:00.000Z,THA432,WADD,VTBS,HS-TQF,142800.0,22776.0,18303.0,483.0,,,22700.0,141900.0,141592.0,0848,23000.0,26.2,,,,,,,0900,1242,0342,1252,6400.0,16800.0,0404,33643,43398,386.0,208.0
1968,2022-05-23T00:00:00.000Z,THA911,EGLL,VTBS,HS-TTB,209624.0,91270.0,82864.0,627.0,,,91300.0,210000.0,210349.0,1157,91100.0,31.0,4.0,39.0,129.0,54.0,44.0,1.0,1212,2301,1049,2307,8600.0,82800.0,1110,43974,33818,1156.0,511.0
1953,2022-05-23T00:00:00.000Z,THA416,WMKK,VTBS,HS-TWB,163300.0,14927.0,9874.0,300.0,,,15400.0,160200.0,160168.0,0534,15300.0,25.3,28.0,135.0,116.0,,,,0545,0732,0147,0741,6100.0,9600.0,0207,33637,43948,696.0,639.0
1952,2022-05-23T00:00:00.000Z,THA415,VTBS,WMKK,HS-TWB,164400.0,14224.0,9792.0,300.0,,,14400.0,164400.0,164714.0,0224,14400.0,25.8,27.0,128.0,105.0,,,2.0,0238,0419,0141,0427,5300.0,9300.0,0203,43948,33637,700.0,696.0
1951,2022-05-23T00:00:00.000Z,THA633,RCTP,VTBS,HS-TKL,206926.0,29189.0,22895.0,600.0,,,,,206900.0,0630,29000.0,24.0,,,,,,,0645,0950,0305,0958,6700.0,22200.0,0328,37131,44258,413.0,333.0
1950,2022-05-23T00:00:00.000Z,THA632,VTBS,RCTP,HS-TKL,196500.0,32391.0,22345.0,600.0,,,32400.0,,195800.0,0130,32400.0,26.0,,,,,,,0143,0451,0308,0458,10700.0,21400.0,0328,44258,37131,493.0,413.0
1949,2022-05-23T00:00:00.000Z,THA621,RPLL,VTBS,HS-THK,171040.0,21544.0,15870.0,875.0,,,21600.0,165000.0,165500.0,0649,21400.0,28.1,32.0,132.0,78.0,,,,0717,0957,0240,1002,6600.0,14750.0,0313,30936,44230,34.0,20.0
1948,2022-05-23T00:00:00.000Z,THA620,VTBS,RPLL,HS-THK,183040.0,24774.0,17380.0,400.0,,,24600.0,176600.0,178100.0,0136,24600.0,29.6,26.0,135.0,111.0,,,,0150,0503,0313,0510,6400.0,17800.0,0334,44230,30936,56.0,35.0
1947,2022-05-23T00:00:00.000Z,THA601,VHHH,VTBS,HS-TTA,199342.0,23129.0,16113.0,600.0,,,23200.0,199400.0,198030.0,0442,23200.0,30.0,0.0,18.0,78.0,43.0,15.0,5.0,0459,0723,0224,0732,7100.0,16000.0,0250,44794,33811,527.0,
1946,2022-05-23T00:00:00.000Z,THA404,WSSS,VTBS,HS-THG,174040.0,16572.0,11337.0,400.0,,,16600.0,173600.0,172501.0,0418,16500.0,28.1,29.0,108.0,93.0,,,2.0,0434,0634,0200,0642,5100.0,11400.0,0224,30951,44352,37.0,27.0
1945,2022-05-23T00:00:00.000Z,THA600,VTBS,VHHH,HS-TTA,202742.0,23744.0,15584.0,600.0,,,23600.0,200272.0,,0052,23400.0,,,,,,,,0100,0308,0208,0315,8400.0,14900.0,0223,33811,44794,537.0,527.0
1944,2022-05-23T00:00:00.000Z,THA403,VTBS,WSSS,HS-THG,171540.0,15816.0,10135.0,400.0,,,15900.0,173600.0,173679.0,0056,16000.0,25.5,30.0,125.0,49.0,,,1.0,0109,0259,0150,0307,5400.0,10500.0,0211,44352,30951,47.0,37.0
1943,2022-05-23T00:00:00.000Z,THA321,VTBS,VGHS,HS-TQA,147000.0,28961.0,10878.0,300.0,,,28900.0,142322.0,142507.0,0345,28900.0,27.4,16.0,81.0,37.0,0.0,0.0,2.0,0357,0603,0206,0610,18200.0,10500.0,0225,39692,43486,503.0,397.0
1941,2022-05-23T00:00:00.000Z,THA322,VGHS,VTBS,HS-TQA,152000.0,15360.0,10486.0,441.0,,,18000.0,145500.0,145297.0,0740,18200.0,24.1,14.0,84.0,74.0,0.0,0.0,1.0,0804,1009,0205,1018,8000.0,10400.0,0238,43486,39692,397.0,309.0
1967,2022-05-23T00:00:00.000Z,THA678,VTBS,ZGGG,HS-THG,171435.0,36049.0,16052.0,400.0,,,36300.0,170520.0,170520.0,0850,36300.0,26.7,,,,,,,0903,1132,0229,1143,21000.0,15200.0,0253,44342,29445,98.0,95.0
1960,2022-05-23T00:00:00.000Z,THA623,RJBB,VTBS,HS-TKN,202489.0,45029.0,37860.0,600.0,,,45000.0,,202163.0,0220,45000.0,27.0,10.0,0.0,7.0,27.0,23.0,0.0,0233,0755,0522,0802,7100.0,37800.0,0542,40295,43424,970.0,864.0
1969,2022-05-23T00:00:00.000Z,THA317,VTBS,VABB,HS-TKN,226798.0,41606.0,28909.0,600.0,,,41500.0,225044.0,225100.0,1212,41300.0,30.0,17.0,12.0,52.0,105.0,89.0,2.0,1229,1613,0344,1621,11700.0,29500.0,0409,37217,33571,1050.0,882.0
1982,2022-05-23T00:00:00.000Z,THA332,VIDP,VTBS,HS-TJV,167000.0,28888.0,22609.0,459.0,,,29000.0,,167000.0,2142,29200.0,,5.0,34.0,64.0,38.0,23.0,1.0,2154,0133,0339,0145,7200.0,21900.0,0403,33162,24871,608.0,525.0
1970,2022-05-23T00:00:00.000Z,THA318,VABB,VTBS,HS-TKN,222000.0,35778.0,28285.0,600.0,,,35800.0,222000.0,221112.0,1758,35800.0,29.0,19.0,7.0,53.0,118.0,94.0,2.0,1813,2155,0342,2201,7800.0,27400.0,0403,37217,33571,850.0,750.0
1993,2022-05-23T00:00:00.000Z,THA919,EGLL,VTSP,HS-TQD,134000.0,58255.0,53042.0,399.0,,,58300.0,133400.0,133417.0,2046,58100.0,20.0,20.0,44.0,43.0,,,2.0,2106,0826,1120,0832,6200.0,52000.0,1146,43254,25897,870.0,720.0
1992,2022-05-23T00:00:00.000Z,THA642,VTBS,RJAA,HS-THH,182000.0,38088.0,32918.0,400.0,,,36100.0,169462.0,169601.0,1644,36000.0,25.2,13.0,77.0,36.0,,,,1656,2232,0536,2245,5300.0,30500.0,0601,36735,42258,65.0,52.0
1991,2022-05-23T00:00:00.000Z,THA622,VTBS,RJBB,HS-TKR,203386.0,42301.0,35119.0,600.0,,,42200.0,,203053.0,1710,42200.0,32.0,,,,,,,1718,2215,0457,2222,8000.0,34200.0,0512,43421,34101,733.0,590.0
1990,2022-05-23T00:00:00.000Z,THA656,VTBS,RKSI,HS-TKW,236600.0,45966.0,39172.0,600.0,,,44700.0,223200.0,222873.0,1626,44900.0,,23.0,14.0,66.0,124.0,101.0,1.0,1637,2122,0445,2127,8000.0,36600.0,0501,41945,16998,740.0,555.0
1989,2022-05-23T00:00:00.000Z,THA910,VTBS,EGLL,HS-TTA,223400.0,112017.0,101651.0,600.0,,,111900.0,222600.0,222617.0,1815,111800.0,25.0,4.0,35.0,132.0,48.0,40.0,1.0,1833,0652,1219,0705,9700.0,102900.0,1250,30949,45123,1000.0,
1987,2022-05-23T00:00:00.000Z,THA960,VTBS,ESSA,HS-THK,165000.0,80623.0,72554.0,400.0,,,81000.0,,165759.0,1804,80900.0,29.6,14.0,70.0,55.0,,,0.0,1819,0625,1206,0635,8800.0,71800.0,1231,42319,33877,63.0,34.0
1986,2022-05-23T00:00:00.000Z,THA930,VTBS,LFPG,HS-TWB,170000.0,78499.0,71405.0,300.0,,,75000.0,159800.0,159707.0,1710,75000.0,22.3,,,,,,,1724,0526,1202,0537,6800.0,69100.0,1227,44159,39689,719.0,374.0
1985,2022-05-23T00:00:00.000Z,THA920,VTBS,EDDF,HS-TKY,214600.0,104103.0,95462.0,600.0,,,103900.0,214600.0,213618.0,1649,103800.0,,21.0,16.0,40.0,74.0,51.0,,1703,0421,1118,0430,9100.0,95600.0,1141,44244,33633,1049.0,609.0
1984,2022-05-23T00:00:00.000Z,THA640,VTBS,RJAA,HS-TJT,158800.0,40064.0,34672.0,400.0,,,40200.0,,159400.0,1520,39900.0,23.0,,,,,,,1531,2109,0538,2122,6700.0,33700.0,0602,43949,26105,1240.0,1240.0
1983,2022-05-23T00:00:00.000Z,THA331,VTBS,VIDP,HS-TJV,166200.0,33353.0,22712.0,400.0,,,36200.0,,163381.0,1606,1626.0,,10.0,31.0,41.0,33.0,29.0,0.0,1626,2022,0356,2034,12300.0,24000.0,0428,33162,24871,628.0,601.0
1988,2022-05-23T00:00:00.000Z,THA924,VTBS,EDDM,HS-THD,165500.0,71529.0,65096.0,400.0,,,71600.0,165198.0,164900.0,1757,71600.0,25.9,,,,,,,1817,0523,1106,0535,6800.0,64450.0,1138,44225,37223,40.0,20.0
1981,2022-05-23T00:00:00.000Z,THA337,VTBS,VOMM,HS-TQA,152000.0,20430.0,14144.0,300.0,,,20300.0,149800.0,149903.0,1518,20600.0,,4.0,106.0,53.0,,,,1529,1813,0244,1818,7000.0,13500.0,0300,43954,35313,586.0,552.0
1975,2022-05-23T00:00:00.000Z,THA961,ESSA,VTBS,HS-THE,172300.0,69213.0,63982.0,400.0,,,68700.0,170000.0,169206.0,1248,68700.0,29.1,,,,,,,1300,2335,1035,2342,7300.0,61000.0,1054,42256,37215,40.0,14.0
1980,2022-05-23T00:00:00.000Z,THA325,VTBS,VOBL,HS-THL,171000.0,24545.0,17648.0,400.0,,,24600.0,171990.0,171244.0,1442,24400.0,31.1,24.0,92.0,87.0,,,0.0,1457,1807,0310,1814,7300.0,16950.0,0332,24857,42263,56.0,49.0
1972,2022-05-23T00:00:00.000Z,THA350,OPIS,VTBS,HS-THM,179000.0,29870.0,24520.0,450.0,,,30000.0,167600.0,167123.0,1820,30000.0,30.4,,,,,,,1836,2252,0416,2300,7300.0,22650.0,0440,44346,30947,35.0,23.0
1973,2022-05-23T00:00:00.000Z,THA349,VTBS,OPIS,HS-THM,163000.0,56552.0,25982.0,400.0,,,56200.0,159300.0,158876.0,1203,56200.0,30.4,,,,,,,1219,1646,0427,1652,30400.0,25850.0,0449,30947,44346,53.0,36.0
1974,2022-05-23T00:00:00.000Z,THA951,EKCH,VTBS,HS-TKV,205249.0,86847.0,79498.0,600.0,,,88000.0,205500.0,204666.0,1234,88100.0,27.0,15.0,10.0,8.0,49.0,62.0,1.0,1248,2256,1008,2302,9000.0,78900.0,1028,43967,33622,864.0,537.0
1971,2022-05-23T00:00:00.000Z,THA931,LFPG,VTBS,HS-TWA,158300.0,64171.0,59126.0,399.0,,,64200.0,157200.0,157293.0,1205,64100.0,25.7,17.0,69.0,63.0,,,,1220,2316,1056,2323,6700.0,5740.0,1118,43117,26453,556.0,94.0
1976,2022-05-23T00:00:00.000Z,THA925,EDDM,VTBS,HS-THJ,162543.0,60505.0,54934.0,450.0,,,60500.0,163300.0,163500.0,1218,60500.0,27.9,,,,,,,1239,2229,0950,2236,6100.0,54000.0,1018,42262,37222,40.0,
1977,2022-05-23T00:00:00.000Z,THA971,LSZH,VTBS,HS-TQC,145215.0,56373.0,51122.0,336.0,,,56400.0,,145600.0,1145,56400.0,,15.0,78.0,38.0,,,,1202,2210,1008,2220,6100.0,50400.0,1035,42581,26768,570.0,302.0
1978,2022-05-23T00:00:00.000Z,THA921,EDDF,VTBS,HS-TKZ,217000.0,89822.0,82304.0,600.0,,,89800.0,,215715.0,1257,89300.0,28.0,,,,,,,1314,2322,1008,2329,9800.0,79300.0,1032,43417,40500,609.0,378.0
1979,2022-05-23T00:00:00.000Z,THA326,VOBL,VTBS,HS-THL,164000.0,22933.0,17810.0,475.0,,,22700.0,161000.0,160257.0,1911,22900.0,31.0,10.0,47.0,70.0,,,1.0,1925,2250,0325,2255,5300.0,17350.0,0344,42263,24857,47.0,40.0
1908,2022-05-22T00:00:00.000Z,THA410,WSSS,VTBS,HS-THE,182800.0,17257.0,11811.0,400.0,,,17300.0,,182000.0,1250,17400.0,26.4,,,,,,,1314,1513,0159,1520,5300.0,12100.0,0230,29437,44279,30.0,24.0
1901,2022-05-22T00:00:00.000Z,THA664,VTBS,ZSPD,HS-THM,160000.0,48723.0,20932.0,400.0,,,48400.0,155459.0,156416.0,0403,48500.0,29.0,,,,,,,0416,0758,0342,0807,27900.0,20650.0,0404,44619,36738,100.0,100.0
1896,2022-05-22T00:00:00.000Z,THA322,VGHS,VTBS,HS-THH,172665.0,17144.0,11709.0,525.0,,,19800.0,165800.0,166369.0,0753,19500.0,29.1,17.0,72.0,92.0,,,4.0,0825,1032,0207,1041,7000.0,12400.0,0248,33572,44798,53.0,43.0
1897,2022-05-22T00:00:00.000Z,THA321,VTBS,VGHS,HS-THH,168165.0,32458.0,12114.0,400.0,,,32300.0,164200.0,163811.0,0341,32300.0,31.3,19.0,109.0,42.0,,,2.0,0354,0557,0203,0605,20000.0,12100.0,0224,44798,33572,61.0,53.0
1898,2022-05-22T00:00:00.000Z,THA466,YMML,VTBS,HS-THG,172000.0,56357.0,50553.0,425.0,,,56300.0,171300.0,170900.0,0007,,31.5,,,,,,,0024,0912,0848,0921,6500.0,49700.0,0914,36151,44184,60.0,22.0
1899,2022-05-22T00:00:00.000Z,THA465,VTBS,YMML,HS-THF,182342.0,59023.0,49824.0,400.0,,,59100.0,182700.0,182700.0,0142,59000.0,25.9,,,,,,,0156,1008,0812,1014,8300.0,50450.0,0832,44339,26870,97.0,73.0
1900,2022-05-22T00:00:00.000Z,THA654,VTBS,RKSI,HS-TKR,210000.0,45545.0,38174.0,600.0,,,45545.0,209996.0,209996.0,0557,54500.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0607,1106,0459,1113,8400.0,37000.0,0516,44414,26114,413.0,404.0
1904,2022-05-22T00:00:00.000Z,THA625,RPLL,VTBS,HS-TKN,211048.0,28302.0,20522.0,990.0,,,28300.0,,207254.0,1242,28000.0,28.0,,,,,,,1254,1536,0242,1548,8200.0,19700.0,0306,39842,26868,1200.0,1000.0
1902,2022-05-22T00:00:00.000Z,THA665,ZSPD,VTBS,HS-THM,167000.0,26791.0,21328.0,425.0,,,27400.0,166600.0,166630.0,1028,27500.0,27.5,,,,,,,1048,1436,0348,1445,6700.0,20550.0,0417,43481,36738,100.0,100.0
