"id;""pers"";""duty"";""date"";""place"";""type"";""acRegistration"""
"2565;""TG43499"";""Test Engineer"";""2021-06-28"";""BKK"";""Flight Test"";""HS-TKR"""
"2566;""TG43499"";""Test Engineer"";""2019-08-22"";""VTBD-VTBS"";""Flight Test"";""HS-TKF"""
"2567;""TG43499"";""Test Engineer"";""2020-01-27"";""VTBS"";""Flight Test"";""HS-TKR"""
"2568;""TG43499"";""Test Engineer"";""2021-01-07"";""VTBS"";""Ground Test"";""HS-TKM"""
"2569;""TG44186"";""Test Engineer"";""2021-11-27"";""BKK"";""Flight Test"";""HS-TBC"""
"2570;""TG44186"";""Test Engineer"";""2021-11-25"";""DMK"";""Ground Test"";""HS-THG"""
"2571;""TG44186"";""Test Engineer"";""2021-11-25"";""DMK"";""Flight Test"";""HS-THG"""
"2572;""TG44186"";""Test Engineer"";""2021-11-24"";""BKK"";""Ground Test"";""HS-TBC"""
"2573;""TG42263"";""Pilot Flying"";""2022-01-25"";""BKK"";""Ferry Flight"";""HS-THK"""
"2574;""TG42263"";""Pilot Not Flying"";""2022-01-14"";""BKK"";""Others"";""HS-TBG"""
"2575;""TG43256"";""Test Engineer"";""2021-12-20"";""DMK-BKK"";""Flight Test"";""HS-TKQ"""
"2576;""TG43256"";""Test Engineer"";""2021-07-08"";""VTBS"";""Flight Test"";""HS-TKM"""
"2577;""TG43256"";""Test Engineer"";""2021-10-31"";""VTBS"";""Flight Test"";""HS-TKW"""
"2578;""TG43256"";""Test Engineer"";""2021-10-28"";""VTBD"";""Ground Test"";""HS-TQA"""
"2579;""TG43256"";""Test Engineer"";""2021-07-15"";""BKK"";""Ground Test"";""HS-TQF"""
"2580;""TG43256"";""Test Engineer"";""2021-06-12"";""BKK"";""Ground Test"";""HS-TQE"""
"2581;""TG43256"";""Test Engineer"";""2021-06-09"";""DMK"";""Ground Test"";""HS-TQC"""
"2582;""TG43256"";""Test Engineer"";""2021-05-24"";""BKK"";""Ground Test"";""HS-TQD"""
"2583;""TG43256"";""Test Engineer"";""2021-03-22"";""VTBS"";""Ground Test"";""HS-TJW"""
"2584;""TG43256"";""Test Engineer"";""2021-02-23"";""BKK"";""Ground Test"";""HS-TKK"""
"2585;""TG43256"";""Test Engineer"";""2021-01-07"";""BKK"";""Ground Test"";""HS-TKM"""
"2586;""TG39856"";""Test Engineer"";""2020-12-16"";""VTBS "";""Ground Test"";""HS-TJT"""
"2587;""TG44186"";""Test Engineer"";""2021-11-27"";""BKK"";""Flight Test"";""HS-TBC"""
"2588;""TG44186"";""Test Engineer"";""2021-11-25"";""DMK"";""Ground Test"";""HS-THG"""
"2589;""TG44186"";""Test Engineer"";""2021-11-25"";""DMK"";""Flight Test"";""HS-THG"""
"2590;""TG44186"";""Test Engineer"";""2021-11-24"";""BKK"";""Ground Test"";""HS-TBC"""
"2591;""TG40500"";""Test Engineer"";""2021-03-21"";""VTBS"";""Ground Test"";""HS-TKW"""
"2592;""TG40500"";""Test Engineer"";""2021-02-24"";""VTBS"";""Ground Test"";""HS-TKO"""
"2593;""TG43499"";""Test Engineer"";""2021-10-14"";""BKK"";""Flight Test"";""HS-TKL"""
"2594;""TG43499"";""Test Engineer"";""2021-10-10"";""VTBS"";""Ground Test"";""HS-TKL"""
"2595;""TG43499"";""Pilot Not Flying"";""2021-09-02"";""VTBS"";""Flight Test"";""HS-TJW"""
"2596;""TG43499"";""Test Engineer"";""2021-09-02"";""BKK"";""Ground Test"";""HS-TJW"""
"2597;""TG43499"";""Test Engineer"";""2021-07-06"";""DMK"";""Ground Test"";""HS-TKM"""
"2598;""TG43499"";""Test Engineer"";""2021-06-29"";""BKK"";""Ground Test"";""HS-TKV"""
"2599;""TG43499"";""Test Engineer"";""2021-06-28"";""BKK"";""Flight Test"";""HS-TKR"""
"2600;""TG43499"";""Test Engineer"";""2019-08-22"";""VTBD-VTBS"";""Flight Test"";""HS-TKF"""
"2601;""TG43499"";""Test Engineer"";""2020-01-27"";""VTBS"";""Flight Test"";""HS-TKR"""
"2602;""TG43499"";""Test Engineer"";""2021-01-07"";""VTBS"";""Ground Test"";""HS-TKM"""
"2603;""TG43319"";""Test Engineer"";""2021-02-23"";""VTBS"";""Ground Test"";""HS-TKK"""
"2604;""TG43319"";""Test Engineer"";""2021-01-07"";""VTBS"";""Ground Test"";""HS-TKM"""
"2605;""TG43256"";""Test Engineer"";""2021-12-20"";""DMK-BKK"";""Flight Test"";""HS-TKQ"""
"2606;""TG43256"";""Test Engineer"";""2021-07-08"";""VTBS"";""Flight Test"";""HS-TKM"""
"2607;""TG43256"";""Test Engineer"";""2021-10-31"";""VTBS"";""Flight Test"";""HS-TKW"""
"2608;""TG43256"";""Test Engineer"";""2021-10-28"";""VTBD"";""Ground Test"";""HS-TQA"""
"2609;""TG43256"";""Test Engineer"";""2021-07-15"";""BKK"";""Ground Test"";""HS-TQF"""
"2610;""TG43256"";""Test Engineer"";""2021-06-12"";""BKK"";""Ground Test"";""HS-TQE"""
"2611;""TG43256"";""Test Engineer"";""2021-06-09"";""DMK"";""Ground Test"";""HS-TQC"""
"2612;""TG43256"";""Test Engineer"";""2021-05-24"";""BKK"";""Ground Test"";""HS-TQD"""
"2613;""TG43256"";""Test Engineer"";""2021-03-22"";""VTBS"";""Ground Test"";""HS-TJW"""
"2614;""TG43256"";""Test Engineer"";""2021-02-23"";""BKK"";""Ground Test"";""HS-TKK"""
"2615;""TG43256"";""Test Engineer"";""2021-01-07"";""BKK"";""Ground Test"";""HS-TKM"""
"2616;""TG42263"";""Test Engineer"";""2022-02-07"";""DMK"";""Ground Test"";""HS-THJ"""
"2617;""TG42263"";""Pilot Flying"";""2022-01-25"";""BKK"";""Ferry Flight"";""HS-THK"""
"2618;""TG42263"";""Pilot Not Flying"";""2022-01-14"";""BKK"";""Others"";""HS-TBG"""
"2619;""TG42319"";""Test Engineer"";""2022-02-07"";""DMK"";""Ground Test"";""HS-THJ"""
"2620;""TG42319"";""Test Engineer"";""2022-01-07"";""DMK"";""Flight Test"";""HS-THH"""
"2621;""TG42319"";""Test Engineer"";""2022-01-05"";""BKK"";""Ground Test"";""HS-TBG"""
"2622;""TG42319"";""Test Engineer"";""2022-02-07"";""DMK"";""Ground Test"";""HS-THJ"""
"2623;""TG42319"";""Test Engineer"";""2022-01-07"";""DMK"";""Flight Test"";""HS-THH"""
"2624;""TG42319"";""Test Engineer"";""2022-01-05"";""BKK"";""Ground Test"";""HS-TBG"""
"2625;""TG43499"";""Test Engineer"";""2021-10-14"";""BKK"";""Flight Test"";""HS-TKL"""
"2626;""TG43499"";""Test Engineer"";""2021-10-10"";""VTBS"";""Ground Test"";""HS-TKL"""
"2627;""TG43499"";""Pilot Not Flying"";""2021-09-02"";""VTBS"";""Flight Test"";""HS-TJW"""
"2628;""TG43499"";""Test Engineer"";""2021-09-02"";""BKK"";""Ground Test"";""HS-TJW"""
"2629;""TG43499"";""Test Engineer"";""2021-07-06"";""DMK"";""Ground Test"";""HS-TKM"""
"2630;""TG43499"";""Test Engineer"";""2021-06-29"";""BKK"";""Ground Test"";""HS-TKV"""
"2631;""TG43499"";""Test Engineer"";""2021-06-28"";""BKK"";""Flight Test"";""HS-TKR"""
"2632;""TG43499"";""Test Engineer"";""2019-08-22"";""VTBD-VTBS"";""Flight Test"";""HS-TKF"""
"2633;""TG43499"";""Test Engineer"";""2020-01-27"";""VTBS"";""Flight Test"";""HS-TKR"""
"2634;""TG43499"";""Test Engineer"";""2021-01-07"";""VTBS"";""Ground Test"";""HS-TKM"""
"2635;""TG42263"";""Pilot Not Flying"";""2022-02-07"";""DMK-BKK"";""Ferry Flight"";""HS-THJ"""
"2636;""TG42263"";""Test Engineer"";""2022-02-07"";""DMK"";""Ground Test"";""HS-THJ"""
"2637;""TG42263"";""Pilot Flying"";""2022-01-25"";""BKK"";""Ferry Flight"";""HS-THK"""
"2638;""TG42263"";""Pilot Not Flying"";""2022-01-14"";""BKK"";""Others"";""HS-TBG"""
"2639;""TG43256"";""Test Engineer"";""2021-12-20"";""DMK-BKK"";""Flight Test"";""HS-TKQ"""
"2640;""TG43256"";""Test Engineer"";""2021-07-08"";""VTBS"";""Flight Test"";""HS-TKM"""
"2641;""TG43256"";""Test Engineer"";""2021-10-31"";""VTBS"";""Flight Test"";""HS-TKW"""
"2642;""TG43256"";""Test Engineer"";""2021-10-28"";""VTBD"";""Ground Test"";""HS-TQA"""
"2643;""TG43256"";""Test Engineer"";""2021-07-15"";""BKK"";""Ground Test"";""HS-TQF"""
"2644;""TG43256"";""Test Engineer"";""2021-06-12"";""BKK"";""Ground Test"";""HS-TQE"""
"2645;""TG43256"";""Test Engineer"";""2021-06-09"";""DMK"";""Ground Test"";""HS-TQC"""
"2646;""TG43256"";""Test Engineer"";""2021-05-24"";""BKK"";""Ground Test"";""HS-TQD"""
"2647;""TG43256"";""Test Engineer"";""2021-03-22"";""VTBS"";""Ground Test"";""HS-TJW"""
"2648;""TG43256"";""Test Engineer"";""2021-02-23"";""BKK"";""Ground Test"";""HS-TKK"""
"2649;""TG43256"";""Test Engineer"";""2021-01-07"";""BKK"";""Ground Test"";""HS-TKM"""
"2650;""TG28368"";""Pilot Flying"";""2022-02-07"";""DMK"";""Ferry Flight"";""HS-THJ"""
"2651;""TG28368"";""Test Pilot"";""2022-02-07"";""DMK"";""Ground Test"";""HS-THJ"""
"2652;""TG28368"";""Test Pilot"";""2021-12-22"";""BKK"";""Flight Test"";""HS-THJ"""
"2653;""TG28368"";""Test Pilot"";""2021-12-22"";""BKK"";""Ground Test"";""HS-THJ"""
"2654;""TG28368"";""Test Pilot"";""2021-12-08"";""BKK"";""Ground Test"";""HS-TBF"""
"2655;""TG28368"";""Test Pilot"";""2021-11-25"";""DMK"";""Ground Test"";""HS-THG"""
"2656;""TG28368"";""Test Pilot"";""2021-11-25"";""DMK"";""Flight Test"";""HS-THG"""
"2657;""TG28368"";""Test Pilot"";""2021-11-24"";""BKK"";""Ground Test"";""HS-TBC"""
"2658;""TG28368"";""Test Pilot"";""2021-02-01"";""BKK"";""Ground Test"";""HS-THC"""
"2659;""TG28368"";""Test Pilot"";""2021-02-06"";""BKK"";""Ground Test"";""HS-THJ"""
"2660;""TG42597"";""Test Engineer"";""2022-01-24"";""VTBD"";""Ground Test"";""HS-TJD"""
"2661;""TG42597"";""Test Engineer"";""2022-01-21"";""VTBD-VTBS"";""Ferry Flight"";""HS-TJW"""
"2662;""TG42597"";""Test Engineer"";""2022-01-07"";""VTBS"";""Flight Test"";""HS-TKU"""
"2663;""TG42597"";""Test Engineer"";""2022-01-07"";""VTBS"";""Ground Test"";""HS-TKU"""
"2664;""TG42597"";""Pilot Not Flying"";""2021-11-20"";""VTBS-VTBD"";""Ferry Flight"";""HS-TKZ"""
"2665;""TG42597"";""Test Engineer"";""2021-10-14"";""VTBS"";""Flight Test"";""HS-TKL"""
"2666;""TG42597"";""Pilot Not Flying"";""2021-09-23"";""VTBS"";""Ferry Flight"";""HS-TKP"""
"2667;""TG42597"";""Test Engineer"";""2021-05-05"";""VTBS"";""Ground Test"";""HS-TKX"""
"2668;""TG42597"";""Pilot Flying"";""2021-04-27"";""VTBS-VTBD"";""Ferry Flight"";""HS-TKM"""
"2669;""TG42597"";""Test Engineer"";""2021-04-12"";""VTBS"";""Ground Test"";""HS-TKW"""
"2670;""TG42597"";""Test Engineer"";""2021-02-24"";""BKK"";""Ground Test"";""HS-TKO"""
"2671;""TG42597"";""Test Engineer"";""2021-01-31"";""VTBS"";""Ground Test"";""HS-TJV"""
"2672;""TG42579"";""Pilot Flying"";""2021-12-22"";""BKK"";""Ferry Flight"";""HS-TJW"""
"2673;""TG42579"";""Test Engineer"";""2021-11-12"";""DMK"";""Ground Test"";""HS-TKP"""
"2674;""TG42579"";""Test Engineer"";""2021-11-07"";""VTBS"";""Flight Test"";""HS-TQA"""
"2675;""TG42579"";""Test Engineer"";""2021-11-07"";""VTBS"";""Ferry Flight"";""HS-TKZ"""
"2676;""TG42579"";""Test Engineer"";""2021-08-11"";""DMK"";""Ground Test"";""HS-TQF"""
"2677;""TG42579"";""Pilot Not Flying"";""2021-06-25"";""DMK SVB"";""Ferry Flight"";""HS-TKV"""
"2678;""TG42579"";""Test Engineer"";""2021-07-04"";""SVB"";""Flight Test"";""HS-TQD"""
"2679;""TG42597"";""Test Engineer"";""2022-01-24"";""VTBD"";""Ground Test"";""HS-TJD"""
"2680;""TG42597"";""Test Engineer"";""2022-01-21"";""VTBD-VTBS"";""Ferry Flight"";""HS-TJW"""
"2681;""TG42597"";""Test Engineer"";""2022-01-07"";""VTBS"";""Flight Test"";""HS-TKU"""
"2682;""TG42597"";""Test Engineer"";""2022-01-07"";""VTBS"";""Ground Test"";""HS-TKU"""
"2683;""TG42597"";""Pilot Not Flying"";""2021-11-20"";""VTBS-VTBD"";""Ferry Flight"";""HS-TKZ"""
"2684;""TG42597"";""Test Engineer"";""2021-10-14"";""VTBS"";""Flight Test"";""HS-TKL"""
"2685;""TG42597"";""Pilot Not Flying"";""2021-09-23"";""VTBS"";""Ferry Flight"";""HS-TKP"""
"2686;""TG42597"";""Test Engineer"";""2021-05-05"";""VTBS"";""Ground Test"";""HS-TKX"""
"2687;""TG42597"";""Pilot Flying"";""2021-04-27"";""VTBS-VTBD"";""Ferry Flight"";""HS-TKM"""
"2688;""TG42597"";""Test Engineer"";""2021-04-12"";""VTBS"";""Ground Test"";""HS-TKW"""
"2689;""TG42597"";""Test Engineer"";""2021-02-24"";""BKK"";""Ground Test"";""HS-TKO"""
"2690;""TG42597"";""Test Engineer"";""2021-01-31"";""VTBS"";""Ground Test"";""HS-TJV"""
"2691;""TG43256"";""Test Engineer"";""2021-12-20"";""DMK-BKK"";""Flight Test"";""HS-TKQ"""
"2692;""TG43256"";""Test Engineer"";""2021-07-08"";""VTBS"";""Flight Test"";""HS-TKM"""
"2693;""TG43256"";""Test Engineer"";""2021-10-31"";""VTBS"";""Flight Test"";""HS-TKW"""
"2694;""TG43256"";""Test Engineer"";""2021-10-28"";""VTBD"";""Ground Test"";""HS-TQA"""
"2695;""TG43256"";""Test Engineer"";""2021-07-15"";""BKK"";""Ground Test"";""HS-TQF"""
"2696;""TG43256"";""Test Engineer"";""2021-06-12"";""BKK"";""Ground Test"";""HS-TQE"""
"2697;""TG43256"";""Test Engineer"";""2021-06-09"";""DMK"";""Ground Test"";""HS-TQC"""
"2698;""TG43256"";""Test Engineer"";""2021-05-24"";""BKK"";""Ground Test"";""HS-TQD"""
"2699;""TG43256"";""Test Engineer"";""2021-03-22"";""VTBS"";""Ground Test"";""HS-TJW"""
"2700;""TG43256"";""Test Engineer"";""2021-02-23"";""BKK"";""Ground Test"";""HS-TKK"""
"2701;""TG43256"";""Test Engineer"";""2021-01-07"";""BKK"";""Ground Test"";""HS-TKM"""
"2702;""TG28368"";""Pilot Flying"";""2022-02-07"";""DMK"";""Ferry Flight"";""HS-THJ"""
"2703;""TG28368"";""Test Pilot"";""2022-02-07"";""DMK"";""Ground Test"";""HS-THJ"""
"2704;""TG28368"";""Test Pilot"";""2021-12-22"";""BKK"";""Flight Test"";""HS-THJ"""
"2705;""TG28368"";""Test Pilot"";""2021-12-22"";""BKK"";""Ground Test"";""HS-THJ"""
"2706;""TG28368"";""Test Pilot"";""2021-12-08"";""BKK"";""Ground Test"";""HS-TBF"""
"2707;""TG28368"";""Test Pilot"";""2021-11-25"";""DMK"";""Ground Test"";""HS-THG"""
"2708;""TG28368"";""Test Pilot"";""2021-11-25"";""DMK"";""Flight Test"";""HS-THG"""
"2709;""TG28368"";""Test Pilot"";""2021-11-24"";""BKK"";""Ground Test"";""HS-TBC"""
"2710;""TG28368"";""Test Pilot"";""2021-02-01"";""BKK"";""Ground Test"";""HS-THC"""
"2711;""TG28368"";""Test Pilot"";""2021-02-06"";""BKK"";""Ground Test"";""HS-THJ"""
"2712;""TG43256"";""Test Engineer"";""2021-12-20"";""DMK-BKK"";""Flight Test"";""HS-TKQ"""
"2713;""TG43256"";""Test Engineer"";""2021-07-08"";""VTBS"";""Flight Test"";""HS-TKM"""
"2714;""TG43256"";""Test Engineer"";""2021-10-31"";""VTBS"";""Flight Test"";""HS-TKW"""
"2715;""TG43256"";""Test Engineer"";""2021-10-28"";""VTBD"";""Ground Test"";""HS-TQA"""
"2716;""TG43256"";""Test Engineer"";""2021-07-15"";""BKK"";""Ground Test"";""HS-TQF"""
"2717;""TG43256"";""Test Engineer"";""2021-06-12"";""BKK"";""Ground Test"";""HS-TQE"""
"2718;""TG43256"";""Test Engineer"";""2021-06-09"";""DMK"";""Ground Test"";""HS-TQC"""
"2719;""TG43256"";""Test Engineer"";""2021-05-24"";""BKK"";""Ground Test"";""HS-TQD"""
"2720;""TG43256"";""Test Engineer"";""2021-03-22"";""VTBS"";""Ground Test"";""HS-TJW"""
"2721;""TG43256"";""Test Engineer"";""2021-02-23"";""BKK"";""Ground Test"";""HS-TKK"""
"2722;""TG43256"";""Test Engineer"";""2021-01-07"";""BKK"";""Ground Test"";""HS-TKM"""
"2723;""TG42780"";""Test Engineer"";""2022-02-17"";""BKK"";""Ferry Flight"";""HS-THL"""
"2724;""TG43499"";""Test Engineer"";""2021-10-14"";""BKK"";""Flight Test"";""HS-TKL"""
"2725;""TG43499"";""Test Engineer"";""2021-10-10"";""VTBS"";""Ground Test"";""HS-TKL"""
"2726;""TG43499"";""Pilot Not Flying"";""2021-09-02"";""VTBS"";""Flight Test"";""HS-TJW"""
"2727;""TG43499"";""Test Engineer"";""2021-09-02"";""BKK"";""Ground Test"";""HS-TJW"""
"2728;""TG43499"";""Test Engineer"";""2021-07-06"";""DMK"";""Ground Test"";""HS-TKM"""
"2729;""TG43499"";""Test Engineer"";""2021-06-29"";""BKK"";""Ground Test"";""HS-TKV"""
"2730;""TG43499"";""Test Engineer"";""2021-06-28"";""BKK"";""Flight Test"";""HS-TKR"""
"2731;""TG43499"";""Test Engineer"";""2019-08-22"";""VTBD-VTBS"";""Flight Test"";""HS-TKF"""
"2732;""TG43499"";""Test Engineer"";""2020-01-27"";""VTBS"";""Flight Test"";""HS-TKR"""
"2733;""TG43499"";""Test Engineer"";""2021-01-07"";""VTBS"";""Ground Test"";""HS-TKM"""
"2734;""TG43499"";""Test Engineer"";""2021-10-14"";""BKK"";""Flight Test"";""HS-TKL"""
"2735;""TG43499"";""Test Engineer"";""2021-10-10"";""VTBS"";""Ground Test"";""HS-TKL"""
"2736;""TG43499"";""Pilot Not Flying"";""2021-09-02"";""VTBS"";""Flight Test"";""HS-TJW"""
"2737;""TG43499"";""Test Engineer"";""2021-09-02"";""BKK"";""Ground Test"";""HS-TJW"""
"2738;""TG43499"";""Test Engineer"";""2021-07-06"";""DMK"";""Ground Test"";""HS-TKM"""
"2739;""TG43499"";""Test Engineer"";""2021-06-29"";""BKK"";""Ground Test"";""HS-TKV"""
"2740;""TG43499"";""Test Engineer"";""2021-06-28"";""BKK"";""Flight Test"";""HS-TKR"""
"2741;""TG43499"";""Test Engineer"";""2019-08-22"";""VTBD-VTBS"";""Flight Test"";""HS-TKF"""
"2742;""TG43499"";""Test Engineer"";""2020-01-27"";""VTBS"";""Flight Test"";""HS-TKR"""
"2743;""TG43499"";""Test Engineer"";""2021-01-07"";""VTBS"";""Ground Test"";""HS-TKM"""
"2744;""TG42652"";""Test Engineer"";""2021-03-18"";""VTBS"";""Ground Test"";""HS-THG"""
"2745;""TG42652"";""Test Engineer"";""2021-02-06"";""VTBS"";""Ground Test"";""HS-THJ"""
"2746;""TG42652"";""Test Engineer"";""2021-02-01"";""VTBS"";""Ground Test"";""HS-THC"""
"2747;""TG42660"";""Test Engineer"";""2022-01-07"";""DMK"";""Flight Test"";""HS-THH"""
"2748;""TG42660"";""Test Engineer"";""2022-01-07"";""DMK"";""Ground Test"";""HS-THH"""
"2749;""TG42660"";""Test Engineer"";""2021-02-06"";""BKK"";""Ground Test"";""HS-THJ"""
"2750;""TG43499"";""Test Engineer"";""2022-02-25"";""DMK"";""Flight Test"";""HS-TKR"""
"2751;""TG43499"";""Test Engineer"";""2021-10-14"";""BKK"";""Flight Test"";""HS-TKL"""
"2752;""TG43499"";""Test Engineer"";""2021-10-10"";""VTBS"";""Ground Test"";""HS-TKL"""
"2753;""TG43499"";""Pilot Not Flying"";""2021-09-02"";""VTBS"";""Flight Test"";""HS-TJW"""
"2754;""TG43499"";""Test Engineer"";""2021-09-02"";""BKK"";""Ground Test"";""HS-TJW"""
"2755;""TG43499"";""Test Engineer"";""2021-07-06"";""DMK"";""Ground Test"";""HS-TKM"""
"2756;""TG43499"";""Test Engineer"";""2021-06-29"";""BKK"";""Ground Test"";""HS-TKV"""
"2757;""TG43499"";""Test Engineer"";""2021-06-28"";""BKK"";""Flight Test"";""HS-TKR"""
"2758;""TG43499"";""Test Engineer"";""2019-08-22"";""VTBD-VTBS"";""Flight Test"";""HS-TKF"""
"2759;""TG43499"";""Test Engineer"";""2020-01-27"";""VTBS"";""Flight Test"";""HS-TKR"""
"2760;""TG43499"";""Test Engineer"";""2021-01-07"";""VTBS"";""Ground Test"";""HS-TKM"""
"2761;""TG42319"";""Test Engineer"";""2022-02-07"";""DMK"";""Ground Test"";""HS-THJ"""
"2762;""TG42319"";""Test Engineer"";""2022-01-07"";""DMK"";""Flight Test"";""HS-THH"""
"2763;""TG42319"";""Test Engineer"";""2022-01-05"";""BKK"";""Ground Test"";""HS-TBG"""
"2764;""TG43499"";""Test Engineer"";""2022-02-25"";""DMK"";""Flight Test"";""HS-TKR"""
"2765;""TG43499"";""Test Engineer"";""2021-10-14"";""BKK"";""Flight Test"";""HS-TKL"""
"2766;""TG43499"";""Test Engineer"";""2021-10-10"";""VTBS"";""Ground Test"";""HS-TKL"""
"2767;""TG43499"";""Pilot Not Flying"";""2021-09-02"";""VTBS"";""Flight Test"";""HS-TJW"""
"2768;""TG43499"";""Test Engineer"";""2021-09-02"";""BKK"";""Ground Test"";""HS-TJW"""
"2769;""TG43499"";""Test Engineer"";""2021-07-06"";""DMK"";""Ground Test"";""HS-TKM"""
"2770;""TG43499"";""Test Engineer"";""2021-06-29"";""BKK"";""Ground Test"";""HS-TKV"""
"2771;""TG43499"";""Test Engineer"";""2021-06-28"";""BKK"";""Flight Test"";""HS-TKR"""
"2772;""TG43499"";""Test Engineer"";""2019-08-22"";""VTBD-VTBS"";""Flight Test"";""HS-TKF"""
"2773;""TG43499"";""Test Engineer"";""2020-01-27"";""VTBS"";""Flight Test"";""HS-TKR"""
"2774;""TG43499"";""Test Engineer"";""2021-01-07"";""VTBS"";""Ground Test"";""HS-TKM"""
"2775;""TG43501"";""Test Engineer"";""2021-12-27"";""VTBD"";""Ferry Flight"";""HS-TKY"""
"2776;""TG39833"";""Pilot Flying"";""2022-03-04"";""VTBD"";""Ferry Flight"";""HS-THL"""
"2777;""TG39833"";""Test Pilot"";""2022-01-05"";""VTBS"";""Ground Test"";""HS-TBG"""
"2778;""TG39833"";""Test Engineer"";""2021-02-27"";""BKK"";""Ground Test"";""HS-THF"""
"2779;""TG39833"";""Pilot Flying"";""2020-05-31"";""BKK"";""Ferry Flight"";""HS-THE"""
"2780;""TG39833"";""Test Engineer"";""2021-10-18"";""VTBD"";""Flight Test"";""HS-THF"""
"2781;""TG39833"";""Test Engineer"";""2021-08-13"";""BKK"";""Ground Test"";""HS-THL"""
"2782;""TG39833"";""Test Engineer"";""2021-06-24"";""VTBS"";""Ground Test"";""HS-THM"""
"2783;""TG39833"";""Test Engineer"";""2021-03-07"";""BKK"";""Ground Test"";""HS-THB"""
"2784;""TG39833"";""Test Engineer"";""2021-02-06"";""VTBS"";""Ground Test"";""HS-THJ"""
"2785;""TG39833"";""Test Engineer"";""2021-02-01"";""VTBS"";""Ground Test"";""HS-THC"""
"2786;""TG42652"";""Test Engineer"";""2021-03-18"";""VTBS"";""Ground Test"";""HS-THG"""
"2787;""TG42652"";""Test Engineer"";""2021-02-06"";""VTBS"";""Ground Test"";""HS-THJ"""
"2788;""TG42652"";""Test Engineer"";""2021-02-01"";""VTBS"";""Ground Test"";""HS-THC"""
"2789;""TG43256"";""Test Engineer"";""2021-12-20"";""DMK-BKK"";""Flight Test"";""HS-TKQ"""
"2790;""TG43256"";""Test Engineer"";""2021-07-08"";""VTBS"";""Flight Test"";""HS-TKM"""
"2791;""TG43256"";""Test Engineer"";""2021-10-31"";""VTBS"";""Flight Test"";""HS-TKW"""
"2792;""TG43256"";""Test Engineer"";""2021-10-28"";""VTBD"";""Ground Test"";""HS-TQA"""
"2793;""TG43256"";""Test Engineer"";""2021-07-15"";""BKK"";""Ground Test"";""HS-TQF"""
"2794;""TG43256"";""Test Engineer"";""2021-06-12"";""BKK"";""Ground Test"";""HS-TQE"""
"2795;""TG43256"";""Test Engineer"";""2021-06-09"";""DMK"";""Ground Test"";""HS-TQC"""
"2796;""TG43256"";""Test Engineer"";""2021-05-24"";""BKK"";""Ground Test"";""HS-TQD"""
"2797;""TG43256"";""Test Engineer"";""2021-03-22"";""VTBS"";""Ground Test"";""HS-TJW"""
"2798;""TG43256"";""Test Engineer"";""2021-02-23"";""BKK"";""Ground Test"";""HS-TKK"""
"2799;""TG43256"";""Test Engineer"";""2021-01-07"";""BKK"";""Ground Test"";""HS-TKM"""
"2800;""TG43499"";""Test Engineer"";""2022-02-25"";""DMK"";""Flight Test"";""HS-TKR"""
"2801;""TG43499"";""Test Engineer"";""2021-10-14"";""BKK"";""Flight Test"";""HS-TKL"""
"2802;""TG43499"";""Test Engineer"";""2021-10-10"";""VTBS"";""Ground Test"";""HS-TKL"""
"2803;""TG43499"";""Pilot Not Flying"";""2021-09-02"";""VTBS"";""Flight Test"";""HS-TJW"""
"2804;""TG43499"";""Test Engineer"";""2021-09-02"";""BKK"";""Ground Test"";""HS-TJW"""
"2805;""TG43499"";""Test Engineer"";""2021-07-06"";""DMK"";""Ground Test"";""HS-TKM"""
"2806;""TG43499"";""Test Engineer"";""2021-06-29"";""BKK"";""Ground Test"";""HS-TKV"""
"2807;""TG43499"";""Test Engineer"";""2021-06-28"";""BKK"";""Flight Test"";""HS-TKR"""
"2808;""TG43499"";""Test Engineer"";""2019-08-22"";""VTBD-VTBS"";""Flight Test"";""HS-TKF"""
"2809;""TG43499"";""Test Engineer"";""2020-01-27"";""VTBS"";""Flight Test"";""HS-TKR"""
"2810;""TG43499"";""Test Engineer"";""2021-01-07"";""VTBS"";""Ground Test"";""HS-TKM"""
"2811;""TG42319"";""Test Engineer"";""2022-03-12"";""BKK"";""Flight Test"";""HS-THB"""
"2812;""TG42319"";""Test Engineer"";""2022-02-07"";""DMK"";""Ground Test"";""HS-THJ"""
"2813;""TG42319"";""Test Engineer"";""2022-01-07"";""DMK"";""Flight Test"";""HS-THH"""
"2814;""TG42319"";""Test Engineer"";""2022-01-05"";""BKK"";""Ground Test"";""HS-TBG"""
"2815;""TG28368"";""Test Pilot"";""2022-03-12"";""BKK"";""Flight Test"";""HS-THB"""
"2816;""TG28368"";""Test Pilot"";""2022-03-12"";""BKK"";""Ground Test"";""HS-THB"""
"2817;""TG28368"";""Pilot Flying"";""2022-02-07"";""DMK"";""Ferry Flight"";""HS-THJ"""
"2818;""TG28368"";""Test Pilot"";""2022-02-07"";""DMK"";""Ground Test"";""HS-THJ"""
"2819;""TG28368"";""Test Pilot"";""2021-12-22"";""BKK"";""Flight Test"";""HS-THJ"""
"2820;""TG28368"";""Test Pilot"";""2021-12-22"";""BKK"";""Ground Test"";""HS-THJ"""
"2821;""TG28368"";""Test Pilot"";""2021-12-08"";""BKK"";""Ground Test"";""HS-TBF"""
"2822;""TG28368"";""Test Pilot"";""2021-11-25"";""DMK"";""Ground Test"";""HS-THG"""
