,aircraft_registration,arr,dep,flight_date,flight_number,actual_block_fuel,actual_burn,actual_flt_time,actual_fob,actual_landing_date,actual_landing_fuel,actual_landing_time,actual_off_block_date,actual_off_block_time,actual_on_block_date,actual_on_block_fuel,actual_on_block_time,actual_takeoff_date,actual_takeoff_fuel,actual_takeoff_time,actual_taxi_fuel,actual_taxi_in_fuel,actual_taxi_in_time,actual_taxi_out_time,actual_zfw,aircraft_type,company_fuel,dev_zfw,esad,eta_date,eta_time,etd_date,etd_time,excess_fuel,extra_fuel,plan_block_fuel,plan_burn,plan_flt_time,plan_landing_date,plan_landing_fuel,plan_landing_time,plan_off_block_date,plan_off_block_time,plan_on_block_date,plan_on_block_fuel,plan_on_block_time,plan_takeoff_date,plan_takeoff_time,plan_taxi_fuel,plan_taxi_in_fuel,plan_taxi_in_time,plan_taxi_out_time,plan_zfw,sta_date,sta_time,std_date,std_time
297,HS-TKK,HKG,BKK,2021/12/26,THA600,23200,15500,1:55:00,23200,2021/12/26,7900,03:11:00,2021/12/26,00:56:00,2021/12/26,7700,03:19:00,2021/12/26,22500,01:16:00,700,200,0:08:00,0:20:00,214221,B77W,0,1521,874,2021/12/26,03:45:00,2021/12/26,01:10:00,30,-14,23214,15344,1:59:00,2021/12/26,7870,03:09:00,2021/12/26,01:00:00,2021/12/26,7870,03:09:00,2021/12/26,01:10:00,600,0,0:00:00,0:10:00,212700,2021/12/26,03:45:00,2021/12/26,01:00:00
298,HS-TKK,BKK,HKG,2021/12/26,THA601,23700,17500,2:36:00,23600,2021/12/26,6400,07:20:00,2021/12/26,04:26:00,2021/12/26,6100,07:25:00,2021/12/26,23200,04:44:00,400,300,0:05:00,0:18:00,191085,B77W,0,3385,1180,2021/12/26,07:25:00,2021/12/26,05:02:00,960,16,23584,18144,2:37:00,2021/12/26,5440,07:39:00,2021/12/26,04:45:00,2021/12/26,5440,07:39:00,2021/12/26,05:02:00,600,0,0:00:00,0:17:00,187700,2021/12/26,07:25:00,2021/12/26,04:45:00
300,HS-TKO,KMG,BKK,2021/12/26,THA612,39800,14000,1:38:00,39700,2021/12/26,26400,17:58:00,2021/12/26,16:06:01,2021/12/26,25700,18:10:00,2021/12/26,39500,16:20:00,200,700,0:12:00,0:13:59,211300,B77W,0,0,832,2021/12/26,18:10:00,2021/12/26,16:10:00,2228,25,39775,15603,1:54:00,2021/12/26,24172,18:04:00,2021/12/26,16:00:00,2021/12/26,24172,18:04:00,2021/12/26,16:10:00,600,0,0:00:00,0:10:00,211300,2021/12/26,18:10:00,2021/12/26,16:00:00
303,HS-TKO,BKK,KMG,2021/12/26,THA613,25593,14000,1:52:00,25300,2021/12/26,11700,22:58:00,2021/12/26,20:42:00,2021/12/26,11300,23:08:00,2021/12/26,25100,21:06:00,200,400,0:10:00,0:24:00,212391,B77W,0,-4109,931,2021/12/26,22:15:00,2021/12/26,20:21:00,4368,1428,23872,16540,2:07:00,2021/12/26,7332,22:28:00,2021/12/26,20:00:00,2021/12/26,7332,22:28:00,2021/12/26,20:21:00,693,0,0:00:00,0:21:00,216500,2021/12/26,22:15:00,2021/12/26,20:00:00
305,HS-TKM,KIX,BKK,2021/12/26,THA622,36800,Invalid,0:00:00,36800,0001/01/01,Invalid,00:00:00,2021/12/26,16:59:00,2021/12/26,Invalid,22:20:00,0001/01/01,Invalid,00:00:00,Invalid,Invalid,17715598:20:00,Invalid,195240,B77W,0,-131,2096,2021/12/26,22:20:00,2021/12/26,17:40:00,-5516,58,36742,31226,4:34:00,2021/12/26,5516,22:14:00,2021/12/26,17:30:00,2021/12/26,5516,22:14:00,2021/12/26,17:40:00,600,0,0:00:00,0:10:00,195371,2021/12/26,22:20:00,2021/12/26,17:30:00
306,HS-THL,BKK,KIX,2021/12/26,THA623,37000,31460,6:07:00,36980,2021/12/26,5630,08:14:00,2021/12/26,01:55:00,2021/12/26,5520,08:21:00,2021/12/26,36710,02:07:00,270,110,0:07:00,0:12:00,160668,A359,0,-383,2885,2021/12/26,08:45:00,2021/12/26,02:15:00,944,45,36935,32249,6:03:00,2021/12/26,4686,08:18:00,2021/12/26,02:00:00,2021/12/26,4686,08:18:00,2021/12/26,02:15:00,400,0,0:00:00,0:15:00,161051,2021/12/26,08:45:00,2021/12/26,02:00:00
307,HS-THD,MNL,BKK,2021/12/26,THA624,22800,17410,3:10:00,22760,2021/12/26,5610,10:21:00,2021/12/26,06:51:00,2021/12/26,5350,10:33:00,2021/12/26,22180,07:11:00,580,260,0:12:00,0:20:00,160340,A359,2734,-55,1228,2021/12/26,10:05:00,2021/12/26,07:05:00,-1998,-15,22815,15207,2:45:00,2021/12/26,7608,09:50:00,2021/12/26,06:55:00,2021/12/26,7608,09:50:00,2021/12/26,07:05:00,400,0,0:00:00,0:10:00,160395,2021/12/26,10:05:00,2021/12/26,06:55:00
309,HS-THD,BKK,MNL,2021/12/26,THA625,19100,14410,2:51:00,19120,2021/12/26,4960,14:16:00,2021/12/26,11:10:01,2021/12/26,4710,14:27:00,2021/12/26,18620,11:25:00,500,250,0:11:00,0:14:59,141524,A359,0,-1476,1309,2021/12/26,14:25:00,2021/12/26,11:26:00,1032,-115,19235,15307,2:58:00,2021/12/26,3928,14:24:00,2021/12/26,11:10:00,2021/12/26,3928,14:24:00,2021/12/26,11:26:00,400,0,0:00:00,0:16:00,143000,2021/12/26,14:25:00,2021/12/26,11:10:00
311,HS-THG,TPE,BKK,2021/12/26,THA632,23400,16300,2:58:00,23260,2021/12/26,7010,04:22:00,2021/12/26,01:05:00,2021/12/26,6960,04:27:00,2021/12/26,22830,01:24:00,430,50,0:05:00,0:19:00,163600,A359,0,-5640,1335,2021/12/26,04:45:00,2021/12/26,01:25:00,-400,-368,23768,16358,2:55:00,2021/12/26,7410,04:20:00,2021/12/26,01:15:00,2021/12/26,7410,04:20:00,2021/12/26,01:25:00,400,0,0:00:00,0:10:00,169240,2021/12/26,04:45:00,2021/12/26,01:15:00
312,HS-THG,BKK,TPE,2021/12/26,THA633,24175,18840,3:38:00,24420,2021/12/26,5760,09:44:00,2021/12/26,05:52:00,2021/12/26,5580,09:53:00,2021/12/26,23880,06:06:00,540,180,0:09:00,0:14:00,160343,A359,0,-157,1668,2021/12/26,10:10:00,2021/12/26,06:38:00,1583,158,24017,19840,3:36:00,2021/12/26,4177,10:14:00,2021/12/26,06:15:00,2021/12/26,4177,10:14:00,2021/12/26,06:38:00,575,0,0:00:00,0:23:00,160500,2021/12/26,10:10:00,2021/12/26,06:15:00
313,HS-THC,HKG,BKK,2021/12/26,THA638,17100,11620,1:59:00,16960,2021/12/26,5470,09:36:00,2021/12/26,07:15:00,2021/12/26,5340,09:43:00,2021/12/26,16490,07:37:00,470,130,0:07:00,0:22:00,168895,A359,0,-2745,879,2021/12/26,09:45:00,2021/12/26,07:10:00,-168,-93,17193,11555,1:58:00,2021/12/26,5638,09:08:00,2021/12/26,07:00:00,2021/12/26,5638,09:08:00,2021/12/26,07:10:00,400,0,0:00:00,0:10:00,171640,2021/12/26,09:45:00,2021/12/26,07:00:00
316,HS-THC,BKK,HKG,2021/12/26,THA639,18300,13570,2:24:00,18250,2021/12/26,4870,13:37:00,2021/12/26,10:55:01,2021/12/26,4680,13:46:00,2021/12/26,17670,11:13:00,580,190,0:09:00,0:17:59,160998,A359,0,2358,1164,2021/12/26,13:40:00,2021/12/26,11:12:00,706,147,18103,13939,2:33:00,2021/12/26,4164,13:45:00,2021/12/26,10:55:00,2021/12/26,4164,13:45:00,2021/12/26,11:12:00,425,0,0:00:00,0:17:00,158640,2021/12/26,13:40:00,2021/12/26,10:55:00
319,HS-TJS,BKK,NRT,2021/12/26,THA641,51905,42700,7:01:00,50900,2021/12/26,8300,07:48:00,2021/12/26,00:27:00,2021/12/26,8200,07:53:00,2021/12/26,51100,00:47:00,Invalid,100,0:05:00,0:20:00,161959,B772,0,759,3337,2021/12/26,08:15:00,2021/12/26,01:00:00,2260,-40,51945,45905,7:07:00,2021/12/26,6040,08:07:00,2021/12/26,00:45:00,2021/12/26,6040,08:07:00,2021/12/26,01:00:00,405,0,0:00:00,0:15:00,161200,2021/12/26,08:15:00,2021/12/26,00:45:00
320,HS-TKP,NRT,BKK,2021/12/26,THA642,40900,33500,4:54:00,40900,2021/12/26,7700,22:09:00,2021/12/26,17:00:00,2021/12/26,7500,22:15:00,2021/12/26,40600,17:15:00,400,200,0:06:00,0:15:00,196325,B77W,0,-6175,2321,2021/12/26,22:40:00,2021/12/26,17:05:00,2031,-640,41540,35871,5:01:00,2021/12/26,5669,22:06:00,2021/12/26,16:55:00,2021/12/26,5669,22:06:00,2021/12/26,17:05:00,600,0,0:00:00,0:10:00,202500,2021/12/26,22:40:00,2021/12/26,16:55:00
321,HS-TKM,BKK,NRT,2021/12/26,THA643,59800,53000,7:01:00,59800,2021/12/26,7000,10:00:00,2021/12/26,02:29:00,2021/12/26,6800,10:04:00,2021/12/26,59100,02:59:00,700,200,0:04:00,0:30:00,207709,B77W,0,309,3390,2021/12/26,10:05:00,2021/12/26,03:00:00,156,277,59523,52679,7:09:00,2021/12/26,6844,10:09:00,2021/12/26,02:45:00,2021/12/26,6844,10:09:00,2021/12/26,03:00:00,600,0,0:00:00,0:15:00,207400,2021/12/26,10:05:00,2021/12/26,02:45:00
322,HS-TQA,BKK,NGO,2021/12/26,THA645,33700,27700,6:13:00,33700,2021/12/26,Invalid,08:19:00,2021/12/26,01:50:00,2021/12/26,5800,08:24:00,2021/12/26,Invalid,02:06:00,Invalid,Invalid,0:05:00,0:16:00,135408,B788,0,-892,2950,2021/12/26,08:40:00,2021/12/26,02:13:00,-4382,175,33525,29143,6:14:00,2021/12/26,4382,08:27:00,2021/12/26,02:00:00,2021/12/26,4382,08:27:00,2021/12/26,02:13:00,300,0,0:00:00,0:13:00,136300,2021/12/26,08:40:00,2021/12/26,02:00:00
323,HS-THN,ICN,BKK,2021/12/26,THA656,28400,24030,4:29:00,28220,2021/12/26,4470,21:16:00,2021/12/26,16:32:00,2021/12/26,4190,21:29:00,2021/12/26,27870,16:47:00,350,280,0:13:00,0:15:00,167420,A359,0,-6180,2088,2021/12/26,21:55:00,2021/12/26,16:40:00,108,-495,28895,24533,4:27:00,2021/12/26,4362,21:07:00,2021/12/26,16:30:00,2021/12/26,4362,21:07:00,2021/12/26,16:40:00,400,0,0:00:00,0:10:00,173600,2021/12/26,21:55:00,2021/12/26,16:30:00
324,HS-THE,BKK,ICN,2021/12/26,THA657,36950,31260,5:44:00,36880,2021/12/26,5670,07:43:00,2021/12/26,01:43:00,2021/12/26,5620,07:48:00,2021/12/26,36880,01:59:00,Invalid,50,0:05:00,0:16:00,168271,A359,0,-1684,2746,2021/12/26,07:45:00,2021/12/26,02:08:00,1148,11,36939,32417,5:47:00,2021/12/26,4522,07:55:00,2021/12/26,01:50:00,2021/12/26,4522,07:55:00,2021/12/26,02:08:00,450,0,0:00:00,0:18:00,169955,2021/12/26,07:45:00,2021/12/26,01:50:00
325,HS-THM,CAN,BKK,2021/12/26,THA678,35400,13840,2:17:00,35290,2021/12/26,21690,18:07:00,2021/12/26,15:41:00,2021/12/26,21450,18:23:00,2021/12/26,35250,15:50:00,40,240,0:16:00,0:09:00,171335,A359,0,-2255,1033,2021/12/26,18:55:00,2021/12/26,16:25:00,1091,-93,35493,14894,2:22:00,2021/12/26,20599,18:47:00,2021/12/26,16:15:00,2021/12/26,20599,18:47:00,2021/12/26,16:25:00,400,0,0:00:00,0:10:00,173590,2021/12/26,18:55:00,2021/12/26,16:15:00
326,HS-THM,BKK,CAN,2021/12/26,THA679,21325,14130,2:33:00,21020,2021/12/26,7140,23:13:00,2021/12/26,20:24:00,2021/12/26,6890,23:28:00,2021/12/26,20780,20:40:00,240,250,0:15:00,0:16:00,160011,A359,0,1921,1276,2021/12/26,23:55:00,2021/12/26,21:04:00,2642,721,20299,15801,2:48:00,2021/12/26,4498,23:52:00,2021/12/26,20:35:00,2021/12/26,4498,23:52:00,2021/12/26,21:04:00,725,0,0:00:00,0:29:00,158090,2021/12/26,23:55:00,2021/12/26,20:35:00
328,HS-TKV,BKK,LHR,2021/12/26,THA911,86600,77100,10:31:00,86700,2021/12/26,10000,22:47:00,2021/12/26,11:59:00,2021/12/26,9600,23:01:00,2021/12/26,86100,12:16:00,600,400,0:14:00,0:17:00,201546,B77W,500,-1654,5075,2021/12/26,23:15:00,2021/12/26,12:08:00,2953,39,86561,79514,10:50:00,2021/12/26,7047,22:58:00,2021/12/26,11:50:00,2021/12/26,7047,22:58:00,2021/12/26,12:08:00,600,0,0:00:00,0:18:00,203200,2021/12/26,23:15:00,2021/12/26,11:50:00
331,HS-TKK,LHR,HKT,2021/12/26,THA918,111000,98900,13:18:00,111000,2021/12/27,12400,06:19:00,2021/12/26,16:50:00,2021/12/27,12100,06:25:00,2021/12/26,110800,17:01:00,200,300,0:06:00,0:11:00,193459,B77W,484,159,6288,2021/12/27,06:20:00,2021/12/26,17:09:00,2361,45,110955,100916,13:15:00,2021/12/27,10039,06:24:00,2021/12/26,16:59:00,2021/12/27,10039,06:24:00,2021/12/26,17:09:00,600,0,0:00:00,0:10:00,193300,2021/12/27,06:20:00,2021/12/26,16:59:00
332,HS-TKK,HKT,BKK,2021/12/26,THA918,62000,9600,1:01:00,62200,2021/12/26,52800,15:17:00,2021/12/26,14:00:01,2021/12/26,52600,15:20:00,2021/12/26,61800,14:16:00,400,200,0:03:00,0:15:59,197581,B77W,0,-3419,513,2021/12/26,15:30:00,2021/12/26,14:10:00,4510,2294,59706,11416,1:16:00,2021/12/26,48290,15:26:00,2021/12/26,14:00:00,2021/12/26,48290,15:26:00,2021/12/26,14:10:00,600,0,0:00:00,0:10:00,201000,2021/12/26,15:30:00,2021/12/26,14:00:00
333,HS-TKO,BKK,HKT,2021/12/25,THA919,13700,Invalid,0:54:00,13700,2021/12/26,7400,01:44:00,2021/12/26,00:42:00,2021/12/26,7100,01:49:00,2021/12/26,Invalid,00:50:00,Invalid,300,0:05:00,0:08:00,189208,B77W,0,-792,466,2021/12/26,02:40:00,2021/12/26,01:20:00,1996,-573,14273,8869,1:09:00,2021/12/26,5404,02:29:00,2021/12/26,01:10:00,2021/12/26,5404,02:29:00,2021/12/26,01:20:00,600,0,0:00:00,0:10:00,190000,2021/12/26,02:40:00,2021/12/26,01:10:00
334,HS-TKZ,FRA,BKK,2021/12/26,THA920,103400,94100,12:20:00,103400,2021/12/27,9700,05:02:00,2021/12/26,16:31:00,2021/12/27,9300,05:11:00,2021/12/26,103200,16:42:00,200,400,0:09:00,0:11:00,204812,B77W,500,-153,5838,2021/12/27,04:55:00,2021/12/26,16:50:00,1779,95,103305,95384,12:20:00,2021/12/27,7921,05:10:00,2021/12/26,16:40:00,2021/12/27,7921,05:10:00,2021/12/26,16:50:00,600,0,0:00:00,0:10:00,204965,2021/12/27,04:55:00,2021/12/26,16:40:00
336,HS-TKW,HKT,FRA,2021/12/26,THA927,87900,80300,10:08:00,87900,2021/12/26,7700,23:42:00,2021/12/26,13:14:01,2021/12/26,7600,23:49:00,2021/12/26,87300,13:34:00,600,100,0:07:00,0:19:59,222711,B77W,500,-2289,4837,2021/12/26,23:59:00,2021/12/26,13:03:00,143,84,87816,80259,10:17:00,2021/12/26,7557,23:20:00,2021/12/26,12:45:00,2021/12/26,7557,23:20:00,2021/12/26,13:03:00,600,0,0:00:00,0:18:00,225000,2021/12/26,23:59:00,2021/12/26,12:45:00
337,HS-THK,BKK,CDG,2021/12/26,THA931,69550,61560,10:14:00,69580,2021/12/26,8170,22:23:00,2021/12/26,11:45:00,2021/12/26,8020,22:32:00,2021/12/26,69460,12:09:00,120,150,0:09:00,0:24:00,180504,A359,500,-3017,5000,2021/12/26,23:00:00,2021/12/26,11:48:00,2761,6,69544,64135,10:30:00,2021/12/26,5409,22:18:00,2021/12/26,11:30:00,2021/12/26,5409,22:18:00,2021/12/26,11:48:00,450,0,0:00:00,0:18:00,183521,2021/12/26,23:00:00,2021/12/26,11:30:00
339,HS-TKQ,BKK,CPH,2021/12/26,THA951,89900,80200,9:48:00,90500,2021/12/26,10700,23:18:00,2021/12/26,13:19:01,2021/12/26,10300,23:31:00,2021/12/26,90300,13:30:00,200,400,0:13:00,0:10:59,224679,B77W,0,215,4821,2021/12/26,23:20:00,2021/12/26,13:04:00,3801,1664,88236,81337,10:14:00,2021/12/26,6899,23:18:00,2021/12/26,12:50:00,2021/12/26,6899,23:18:00,2021/12/26,13:04:00,600,0,0:00:00,0:14:00,224464,2021/12/26,23:20:00,2021/12/26,12:50:00
341,HS-THN,BKK,HKT,2021/12/25,THA963,10900,Invalid,1:00:00,10900,2021/12/26,5220,02:32:00,2021/12/26,01:25:01,2021/12/26,5170,02:37:00,2021/12/26,Invalid,01:32:00,Invalid,50,0:05:00,0:06:59,166992,A359,0,-508,462,2021/12/26,02:55:00,2021/12/26,01:35:00,957,-399,11299,7036,1:08:00,2021/12/26,4263,02:43:00,2021/12/26,01:25:00,2021/12/26,4263,02:43:00,2021/12/26,01:35:00,400,0,0:00:00,0:10:00,167500,2021/12/26,02:55:00,2021/12/26,01:25:00
342,HS-TKY,ZRH,BKK,2021/12/26,THA970,95800,87900,12:59:00,95800,2021/12/26,8200,15:35:00,2021/12/26,02:20:00,2021/12/26,7900,15:45:00,2021/12/26,95400,02:36:00,400,300,0:10:00,0:16:00,177372,B77W,0,-208,6116,2021/12/26,14:45:00,2021/12/26,02:35:00,421,81,95719,87940,12:59:00,2021/12/26,7779,15:34:00,2021/12/26,02:25:00,2021/12/26,7779,15:34:00,2021/12/26,02:35:00,600,0,0:00:00,0:10:00,177580,2021/12/26,14:45:00,2021/12/26,02:25:00
344,HS-THC,BKK,HKT,2021/12/25,THA973,10500,Invalid,0:56:00,10500,2021/12/26,5010,01:39:00,2021/12/26,00:36:00,2021/12/26,4930,01:42:00,2021/12/26,Invalid,00:43:00,Invalid,80,0:03:00,0:07:00,163391,A359,0,-809,448,2021/12/26,02:50:00,2021/12/26,01:30:00,769,-454,10954,6713,1:04:00,2021/12/26,4241,02:34:00,2021/12/26,01:20:00,2021/12/26,4241,02:34:00,2021/12/26,01:30:00,400,0,0:00:00,0:10:00,164200,2021/12/26,02:50:00,2021/12/26,01:20:00
345,HS-THF,RGN,BKK,2021/12/25,THA303,16900,5660,1:00:00,16730,2021/12/25,10900,02:29:00,2021/12/25,01:15:00,2021/12/25,11070,02:35:00,2021/12/25,16510,01:29:00,220,Invalid,0:06:00,0:14:00,155607,A359,0,-1193,406,2021/12/25,02:15:00,2021/12/25,01:10:00,286,-53,16953,6339,1:00:00,2021/12/25,10614,02:10:00,2021/12/25,01:00:00,2021/12/25,10614,02:10:00,2021/12/25,01:10:00,400,0,0:00:00,0:10:00,156800,2021/12/25,02:15:00,2021/12/25,01:00:00
346,HS-THF,BKK,RGN,2021/12/25,THA304,11025,Invalid,1:00:00,11025,2021/12/25,5470,04:35:00,2021/12/25,03:17:00,2021/12/25,5320,04:45:00,2021/12/25,10580,03:35:00,Invalid,150,0:10:00,0:18:00,152460,A359,0,-40,380,2021/12/25,04:45:00,2021/12/25,03:37:00,1111,711,10314,5955,0:58:00,2021/12/25,4359,04:35:00,2021/12/25,03:20:00,2021/12/25,4359,04:35:00,2021/12/25,03:37:00,425,0,0:00:00,0:17:00,152500,2021/12/25,04:45:00,2021/12/25,03:20:00
347,HS-TKM,DEL,BKK,2021/12/25,THA323,44400,32000,4:08:00,44300,2021/12/25,12600,05:39:00,2021/12/25,01:23:00,2021/12/25,12300,05:43:00,2021/12/25,44000,01:31:00,300,300,0:04:00,0:08:00,214936,B77W,1046,0,1918,2021/12/25,05:40:00,2021/12/25,01:25:00,146,22,44378,31924,4:08:00,2021/12/25,12454,05:33:00,2021/12/25,01:15:00,2021/12/25,12454,05:33:00,2021/12/25,01:25:00,600,0,0:00:00,0:10:00,214936,2021/12/25,05:40:00,2021/12/25,01:15:00
349,HS-TKM,BKK,DEL,2021/12/25,THA324,25600,19400,3:12:00,25600,2021/12/25,6800,10:02:00,2021/12/25,06:39:00,2021/12/25,6200,10:09:00,2021/12/25,25300,06:50:00,300,600,0:07:00,0:11:00,168375,B77W,0,-86,1468,2021/12/25,10:55:00,2021/12/25,07:17:00,1635,183,25417,20252,3:15:00,2021/12/25,5165,10:32:00,2021/12/25,06:55:00,2021/12/25,5165,10:32:00,2021/12/25,07:17:00,726,0,0:00:00,0:22:00,168461,2021/12/25,10:55:00,2021/12/25,06:55:00
350,HS-TKN,SIN,BKK,2021/12/25,THA403,21200,13900,2:04:00,21100,2021/12/25,7600,03:25:00,2021/12/25,01:07:00,2021/12/25,7200,03:30:00,2021/12/25,20900,01:21:00,200,400,0:05:00,0:14:00,193639,B77W,0,118,876,2021/12/25,03:15:00,2021/12/25,01:10:00,817,9,21191,14408,1:59:00,2021/12/25,6783,03:09:00,2021/12/25,01:00:00,2021/12/25,6783,03:09:00,2021/12/25,01:10:00,600,0,0:00:00,0:10:00,193521,2021/12/25,03:15:00,2021/12/25,01:00:00
352,HS-TKN,BKK,SIN,2021/12/25,THA404,18900,12500,1:43:00,19100,2021/12/25,7000,06:20:00,2021/12/25,04:25:00,2021/12/25,6600,06:33:00,2021/12/25,18800,04:37:00,300,400,0:13:00,0:12:00,193399,B77W,0,-11,804,2021/12/25,06:45:00,2021/12/25,04:40:00,1528,81,18819,13347,1:51:00,2021/12/25,5472,06:31:00,2021/12/25,04:25:00,2021/12/25,5472,06:31:00,2021/12/25,04:40:00,600,0,0:00:00,0:15:00,193410,2021/12/25,06:45:00,2021/12/25,04:25:00
355,HS-TKV,BKK,SYD,2021/12/25,THA476,75300,68100,8:42:00,75200,2021/12/25,7400,12:44:00,2021/12/25,03:47:00,2021/12/25,7100,12:53:00,2021/12/25,74700,04:02:00,500,300,0:09:00,0:15:00,216308,B77W,0,308,4200,2021/12/25,13:15:00,2021/12/25,04:06:00,642,-26,75226,68468,8:48:00,2021/12/25,6758,12:54:00,2021/12/25,03:50:00,2021/12/25,6758,12:54:00,2021/12/25,04:06:00,600,0,0:00:00,0:16:00,216000,2021/12/25,13:15:00,2021/12/25,03:50:00
357,HS-TKN,HKT,BKK,2021/12/25,THA477,57200,8800,1:02:00,57200,2021/12/25,48600,10:06:00,2021/12/25,08:53:00,2021/12/25,48400,10:09:00,2021/12/25,56800,09:04:00,400,200,0:03:00,0:11:00,199877,B77W,0,-1823,419,2021/12/25,10:20:00,2021/12/25,09:00:00,1010,1,57199,9609,1:03:00,2021/12/25,47590,10:03:00,2021/12/25,08:50:00,2021/12/25,47590,10:03:00,2021/12/25,09:00:00,600,0,0:00:00,0:10:00,201700,2021/12/25,10:20:00,2021/12/25,08:50:00
358,HS-TKN,HKT,SYD,2021/12/25,THA478,69100,61500,8:36:00,68900,2021/12/26,7700,07:31:00,2021/12/25,22:38:00,2021/12/26,7400,07:35:00,2021/12/25,68700,22:55:00,200,300,0:04:00,0:17:00,198804,B77W,500,-496,4085,2021/12/26,07:40:00,2021/12/25,22:46:00,197,-8,69108,61605,8:37:00,2021/12/26,7503,07:23:00,2021/12/25,22:30:00,2021/12/26,7503,07:23:00,2021/12/25,22:46:00,600,0,0:00:00,0:16:00,199300,2021/12/26,07:40:00,2021/12/25,22:30:00
360,HS-THF,HAN,BKK,2021/12/25,THA560,22000,8590,1:28:00,22070,2021/12/25,13410,09:13:00,2021/12/25,07:35:00,2021/12/25,13480,09:23:00,2021/12/25,21780,07:45:00,290,Invalid,0:10:00,0:10:00,154040,A359,0,-2090,590,2021/12/25,09:40:00,2021/12/25,08:00:00,-315,61,21939,8214,1:23:00,2021/12/25,13725,09:23:00,2021/12/25,07:50:00,2021/12/25,13725,09:23:00,2021/12/25,08:00:00,400,0,0:00:00,0:10:00,156130,2021/12/25,09:40:00,2021/12/25,07:50:00
362,HS-THF,BKK,HAN,2021/12/25,THA561,13500,8920,1:32:00,13290,2021/12/25,4610,12:11:00,2021/12/25,10:20:00,2021/12/25,4370,12:21:00,2021/12/25,12830,10:39:00,460,240,0:10:00,0:19:00,162020,A359,0,10890,719,2021/12/25,12:30:00,2021/12/25,10:50:00,265,21,13479,9134,1:39:00,2021/12/25,4345,12:29:00,2021/12/25,10:40:00,2021/12/25,4345,12:29:00,2021/12/25,10:50:00,400,0,0:00:00,0:10:00,151130,2021/12/25,12:30:00,2021/12/25,10:40:00
364,HS-THJ,HKG,BKK,2021/12/25,THA600,17100,11360,2:01:00,16960,2021/12/25,5750,03:04:00,2021/12/25,00:54:00,2021/12/25,5600,03:12:00,2021/12/25,16590,01:03:00,370,150,0:08:00,0:09:00,165405,A359,0,0,901,2021/12/25,03:45:00,2021/12/25,01:10:00,233,40,17060,11543,2:02:00,2021/12/25,5517,03:12:00,2021/12/25,01:00:00,2021/12/25,5517,03:12:00,2021/12/25,01:10:00,400,0,0:00:00,0:10:00,165405,2021/12/25,03:45:00,2021/12/25,01:00:00
365,HS-THJ,BKK,HKG,2021/12/25,THA601,17825,13380,2:28:00,17750,2021/12/25,4660,06:59:00,2021/12/25,04:13:00,2021/12/25,4370,07:11:00,2021/12/25,17290,04:31:00,460,290,0:12:00,0:18:00,155479,A359,0,-4086,1136,2021/12/25,07:25:00,2021/12/25,05:02:00,492,-44,17869,13701,2:30:00,2021/12/25,4168,07:32:00,2021/12/25,04:45:00,2021/12/25,4168,07:32:00,2021/12/25,05:02:00,425,0,0:00:00,0:17:00,159565,2021/12/25,07:25:00,2021/12/25,04:45:00
367,HS-TKK,KMG,BKK,2021/12/25,THA612,35200,14200,1:46:00,35100,2021/12/25,21200,18:06:00,2021/12/25,16:14:00,2021/12/25,20900,18:12:00,2021/12/25,34800,16:20:00,300,300,0:06:00,0:06:00,200146,B77W,0,-854,752,2021/12/25,18:10:00,2021/12/25,16:10:00,-224,-10,35110,13686,1:43:00,2021/12/25,21424,17:53:00,2021/12/25,16:00:00,2021/12/25,21424,17:53:00,2021/12/25,16:10:00,600,0,0:00:00,0:10:00,201000,2021/12/25,18:10:00,2021/12/25,16:00:00
369,HS-TKK,BKK,KMG,2021/12/25,THA613,21393,11600,1:49:00,21000,2021/12/25,9600,22:44:00,2021/12/25,20:45:00,2021/12/25,9400,22:56:00,2021/12/25,20600,20:55:00,400,200,0:12:00,0:10:00,180178,B77W,0,978,947,2021/12/25,22:15:00,2021/12/25,20:21:00,3397,-124,21124,14921,2:08:00,2021/12/25,6203,22:29:00,2021/12/25,20:00:00,2021/12/25,6203,22:29:00,2021/12/25,20:21:00,693,0,0:00:00,0:21:00,179200,2021/12/25,22:15:00,2021/12/25,20:00:00
370,HS-THL,KIX,BKK,2021/12/25,THA6221,0,Invalid,0:00:00,Invalid,1000/01/01,Invalid,00:00:00,1000/01/01,00:00:00,1000/01/01,Invalid,00:00:00,1000/01/01,Invalid,00:00:00,Invalid,Invalid,0:00:00,0:00:00,0,A359,0,-167365,2109,2021/12/25,22:20:00,2021/12/25,17:40:00,-4296,-28972,28972,24676,4:31:00,2021/12/25,4296,22:11:00,2021/12/25,17:30:00,2021/12/25,4296,22:11:00,2021/12/25,17:40:00,400,0,0:00:00,0:10:00,167365,2021/12/25,22:20:00,2021/12/25,17:30:00
371,HS-TKK,BKK,KIX,2021/12/25,THA623,48700,41500,6:00:00,48700,2021/12/25,7600,08:19:00,2021/12/25,02:10:00,2021/12/25,7200,08:27:00,2021/12/25,48500,02:19:00,200,400,0:08:00,0:09:00,193862,B77W,0,-98,2842,2021/12/25,08:45:00,2021/12/25,02:15:00,1192,-9,48709,42301,6:04:00,2021/12/25,6408,08:19:00,2021/12/25,02:00:00,2021/12/25,6408,08:19:00,2021/12/25,02:15:00,600,0,0:00:00,0:15:00,193960,2021/12/25,08:45:00,2021/12/25,02:00:00
