,aircraft_registration,arr,dep,flight_date,flight_number,actual_block_fuel,actual_burn,actual_flt_time,actual_fob,actual_landing_date,actual_landing_fuel,actual_landing_time,actual_off_block_date,actual_off_block_time,actual_on_block_date,actual_on_block_fuel,actual_on_block_time,actual_takeoff_date,actual_takeoff_fuel,actual_takeoff_time,actual_taxi_fuel,actual_taxi_in_fuel,actual_taxi_in_time,actual_taxi_out_time,actual_zfw,aircraft_type,company_fuel,dev_zfw,esad,eta_date,eta_time,etd_date,etd_time,excess_fuel,extra_fuel,plan_block_fuel,plan_burn,plan_flt_time,plan_landing_date,plan_landing_fuel,plan_landing_time,plan_off_block_date,plan_off_block_time,plan_on_block_date,plan_on_block_fuel,plan_on_block_time,plan_takeoff_date,plan_takeoff_time,plan_taxi_fuel,plan_taxi_in_fuel,plan_taxi_in_time,plan_taxi_out_time,plan_zfw,sta_date,sta_time,std_date,std_time
3099,HS-TKR,NRT,BKK,2021/11/04,THA642,45800,38400,5:24:00,45700,2021/11/04,7600,22:16:00,2021/11/04,16:37:00,2021/11/04,7300,22:21:00,2021/11/04,45300,16:52:00,400,300,0:05:00,0:15:00,205155,B77W,0,-2645,2565,2021/11/04,22:40:00,2021/11/04,16:55:00,1852,-225,46025,40277,5:30:00,2021/11/04,5748,22:25:00,2021/11/04,16:45:00,2021/11/04,5748,22:25:00,2021/11/04,16:55:00,600,0,0:00:00,0:10:00,207800,2021/11/04,22:40:00,2021/11/04,16:45:00
3100,HS-TKO,BKK,NRT,2021/11/04,THA643,47127,39600,6:10:00,47100,2021/11/04,7600,08:44:00,2021/11/04,02:21:00,2021/11/04,7500,08:49:00,2021/11/04,46800,02:34:00,300,100,0:05:00,0:13:00,177726,B77W,0,1126,3024,2021/11/04,09:45:00,2021/11/04,03:04:00,1518,196,46904,40822,6:28:00,2021/11/04,6082,09:32:00,2021/11/04,02:45:00,2021/11/04,6082,09:32:00,2021/11/04,03:04:00,627,0,0:00:00,0:19:00,176600,2021/11/04,09:45:00,2021/11/04,02:45:00
3101,HS-TKL,NGO,BKK,2021/11/04,THA644,42700,33100,5:04:00,42500,2021/11/04,9700,22:46:00,2021/11/04,17:20:00,2021/11/04,9400,22:51:00,2021/11/04,42100,17:42:00,400,300,0:05:00,0:22:00,186254,B77W,0,-1746,2362,2021/11/04,22:30:00,2021/11/04,17:15:00,997,-251,42951,34248,5:04:00,2021/11/04,8703,22:19:00,2021/11/04,17:05:00,2021/11/04,8703,22:19:00,2021/11/04,17:15:00,600,0,0:00:00,0:10:00,188000,2021/11/04,22:30:00,2021/11/04,17:05:00
3102,HS-THL,BKK,NGO,2021/11/04,THA645,33000,28080,5:46:00,33140,2021/11/04,5220,07:40:00,2021/11/04,01:41:00,2021/11/04,5060,07:46:00,2021/11/04,32790,01:54:00,350,160,0:06:00,0:13:00,150461,A359,0,-539,2699,2021/11/04,08:40:00,2021/11/04,02:16:00,825,-41,33041,28646,5:44:00,2021/11/04,4395,08:00:00,2021/11/04,02:00:00,2021/11/04,4395,08:00:00,2021/11/04,02:16:00,400,0,0:00:00,0:16:00,151000,2021/11/04,08:40:00,2021/11/04,02:00:00
3103,HS-THN,ICN,BKK,2021/11/04,THA656,29100,24030,4:48:00,29110,2021/11/04,5320,21:25:00,2021/11/04,16:26:00,2021/11/04,5080,21:36:00,2021/11/04,28700,16:37:00,410,240,0:11:00,0:11:00,150969,A359,0,-6971,2272,2021/11/04,21:55:00,2021/11/04,16:40:00,642,-694,29804,25126,4:49:00,2021/11/04,4678,21:29:00,2021/11/04,16:30:00,2021/11/04,4678,21:29:00,2021/11/04,16:40:00,400,0,0:00:00,0:10:00,157940,2021/11/04,21:55:00,2021/11/04,16:30:00
3104,HS-TKL,BKK,ICN,2021/11/04,THA657,42700,34600,5:03:00,42300,2021/11/04,8100,07:06:00,2021/11/04,01:48:00,2021/11/04,7700,07:16:00,2021/11/04,42100,02:03:00,200,400,0:10:00,0:15:00,197309,B77W,0,-2367,2441,2021/11/04,07:45:00,2021/11/04,02:12:00,1638,-558,43258,36796,5:15:00,2021/11/04,6462,07:27:00,2021/11/04,01:50:00,2021/11/04,6462,07:27:00,2021/11/04,02:12:00,726,0,0:00:00,0:22:00,199676,2021/11/04,07:45:00,2021/11/04,01:50:00
3105,HS-TKZ,LHR,BKK,2021/11/04,THA910,103200,93900,12:26:00,102900,2021/11/05,9100,06:21:00,2021/11/04,17:37:00,2021/11/05,9000,06:27:00,2021/11/04,102400,17:55:00,500,100,0:06:00,0:18:00,200881,B77W,470,11881,5889,2021/11/05,06:20:00,2021/11/04,17:25:00,98,4107,98793,89791,12:22:00,2021/11/05,9002,05:47:00,2021/11/04,17:15:00,2021/11/05,9002,05:47:00,2021/11/04,17:25:00,600,0,0:00:00,0:10:00,189000,2021/11/05,06:20:00,2021/11/04,17:15:00
3106,HS-TKK,HKT,LHR,2021/11/04,THA919,91426,80800,11:27:00,91300,2021/11/04,10900,23:35:00,2021/11/04,11:53:00,2021/11/04,10500,23:40:00,2021/11/04,91000,12:08:00,300,400,0:05:00,0:15:00,191549,B77W,0,644,5444,2021/11/04,23:40:00,2021/11/04,12:12:00,1383,-1680,93106,83589,11:35:00,2021/11/04,9517,23:47:00,2021/11/04,11:50:00,2021/11/04,9517,23:47:00,2021/11/04,12:12:00,726,0,0:00:00,0:22:00,190905,2021/11/04,23:40:00,2021/11/04,11:50:00
3107,HS-TKN,BKK,FRA,2021/11/04,THA921,81200,72600,10:19:00,81100,2021/11/04,8700,23:23:00,2021/11/04,12:46:00,2021/11/04,8500,23:30:00,2021/11/04,80600,13:04:00,500,200,0:07:00,0:18:00,195635,B77W,0,-365,4979,2021/11/04,23:25:00,2021/11/04,13:04:00,2336,-63,81263,74899,10:33:00,2021/11/04,6364,23:37:00,2021/11/04,12:45:00,2021/11/04,6364,23:37:00,2021/11/04,13:04:00,627,0,0:00:00,0:19:00,196000,2021/11/04,23:25:00,2021/11/04,12:45:00
3108,HS-TKV,FRA,HKT,2021/11/04,THA926,99300,90500,11:40:00,99400,2021/11/05,9300,04:28:00,2021/11/04,16:36:00,2021/11/05,8900,04:39:00,2021/11/04,99200,16:48:00,200,400,0:11:00,0:12:00,207803,B77W,0,703,5617,2021/11/05,04:55:00,2021/11/04,16:45:00,1324,122,99178,91202,11:48:00,2021/11/05,7976,04:33:00,2021/11/04,16:35:00,2021/11/05,7976,04:33:00,2021/11/04,16:45:00,600,0,0:00:00,0:10:00,207100,2021/11/05,04:55:00,2021/11/04,16:35:00
3109,HS-TKV,HKT,BKK,2021/11/04,THA926,51700,9900,1:08:00,51500,2021/11/04,42000,15:08:00,2021/11/04,13:48:00,2021/11/04,41600,15:15:00,2021/11/04,51200,14:00:00,300,400,0:07:00,0:12:00,208823,B77W,0,-1277,467,2021/11/04,15:05:00,2021/11/04,13:45:00,2810,1927,49573,10383,1:09:00,2021/11/04,39190,14:54:00,2021/11/04,13:35:00,2021/11/04,39190,14:54:00,2021/11/04,13:45:00,600,0,0:00:00,0:10:00,210100,2021/11/04,15:05:00,2021/11/04,13:35:00
3111,HS-TKV,BKK,HKT,2021/11/03,THA927,14700,Invalid,0:00:00,14700,0001/01/01,7800,00:00:00,2021/11/03,01:30:00,2021/11/03,7200,03:00:00,0001/01/01,Invalid,00:00:00,Invalid,600,17714307:00:00,Invalid,192583,B77W,0,283,478,2021/11/04,03:00:00,2021/11/04,01:40:00,1508,-588,15288,8996,1:09:00,2021/11/04,6292,02:49:00,2021/11/04,01:30:00,2021/11/04,6292,02:49:00,2021/11/04,01:40:00,600,0,0:00:00,0:10:00,192300,2021/11/04,03:00:00,2021/11/04,01:30:00
3113,HS-THE,BKK,BRU,2021/11/04,THA935,63300,Invalid,10:37:00,63300,2021/11/05,6590,01:12:00,2021/11/04,14:26:00,2021/11/05,6480,01:20:00,2021/11/04,Invalid,14:35:00,Invalid,110,0:08:00,0:09:00,158771,A359,0,1736,5128,2021/11/05,01:35:00,2021/11/04,14:40:00,2082,647,62653,58145,10:45:00,2021/11/05,4508,01:25:00,2021/11/04,14:30:00,2021/11/05,4508,01:25:00,2021/11/04,14:40:00,400,0,0:00:00,0:10:00,157035,2021/11/05,01:35:00,2021/11/04,14:30:00
3114,HS-TQC,HKT,BKK,2021/11/04,THA938,45000,6700,1:14:00,45000,2021/11/04,Invalid,15:22:00,2021/11/04,13:54:00,2021/11/04,38300,15:25:00,2021/11/04,Invalid,14:08:00,Invalid,Invalid,0:03:00,0:14:00,133014,B788,0,-2386,467,2021/11/04,15:25:00,2021/11/04,14:05:00,-34965,2975,42025,7060,1:08:00,2021/11/04,34965,15:13:00,2021/11/04,13:55:00,2021/11/04,34965,15:13:00,2021/11/04,14:05:00,300,0,0:00:00,0:10:00,135400,2021/11/04,15:25:00,2021/11/04,13:55:00
3115,HS-TQC,BKK,HKT,2021/11/03,THA939,10300,Invalid,1:10:00,10300,2021/11/04,Invalid,03:42:00,2021/11/04,02:20:00,2021/11/04,Invalid,03:48:00,2021/11/04,Invalid,02:32:00,Invalid,Invalid,0:06:00,0:12:00,132967,B788,0,-133,479,2021/11/04,02:50:00,2021/11/04,01:30:00,-4229,-315,10615,6386,1:09:00,2021/11/04,4229,02:39:00,2021/11/04,01:20:00,2021/11/04,4229,02:39:00,2021/11/04,01:30:00,300,0,0:00:00,0:10:00,133100,2021/11/04,02:50:00,2021/11/04,01:20:00
3117,HS-THK,CPH,HKT,2021/11/04,THA952,71700,64960,11:45:00,71720,2021/11/05,6910,04:59:00,2021/11/04,17:01:01,2021/11/05,6760,05:05:00,2021/11/04,71490,17:14:00,230,150,0:06:00,0:12:59,162236,A359,0,36,5615,2021/11/05,05:35:00,2021/11/04,17:20:00,1270,7,71713,66073,11:42:00,2021/11/05,5640,05:02:00,2021/11/04,17:10:00,2021/11/05,5640,05:02:00,2021/11/04,17:20:00,400,0,0:00:00,0:10:00,162200,2021/11/05,05:35:00,2021/11/04,17:10:00
3118,HS-THK,HKT,BKK,2021/11/04,THA952,47000,7860,1:12:00,46830,2021/11/04,39290,15:51:00,2021/11/04,14:21:00,2021/11/04,38970,15:55:00,2021/11/04,46550,14:39:00,280,320,0:04:00,0:18:00,163670,A359,0,-3830,468,2021/11/04,15:40:00,2021/11/04,14:20:00,3790,3380,43450,7950,1:08:00,2021/11/04,35500,15:28:00,2021/11/04,14:10:00,2021/11/04,35500,15:28:00,2021/11/04,14:20:00,400,0,0:00:00,0:10:00,167500,2021/11/04,15:40:00,2021/11/04,14:10:00
3119,HS-THD,BKK,ARN,2021/11/04,THA961,63500,56730,10:46:00,63460,2021/11/04,6860,23:21:00,2021/11/04,12:25:00,2021/11/04,6730,23:27:00,2021/11/04,63820,12:35:00,Invalid,130,0:06:00,0:10:00,155582,A359,0,782,5226,2021/11/04,22:45:00,2021/11/04,12:45:00,2407,532,62928,58475,10:59:00,2021/11/04,4453,23:44:00,2021/11/04,12:30:00,2021/11/04,4453,23:44:00,2021/11/04,12:45:00,400,0,0:00:00,0:15:00,154800,2021/11/04,22:45:00,2021/11/04,12:30:00
3121,HS-TQF,BKK,ZRH,2021/11/04,THA971,52100,45400,10:14:00,52100,2021/11/04,Invalid,22:43:00,2021/11/04,12:14:00,2021/11/04,6700,22:51:00,2021/11/04,Invalid,12:29:00,Invalid,Invalid,0:08:00,0:15:00,135062,B788,0,-1247,4864,2021/11/04,23:10:00,2021/11/04,12:30:00,-4881,-159,52259,47378,10:20:00,2021/11/04,4881,22:50:00,2021/11/04,12:15:00,2021/11/04,4881,22:50:00,2021/11/04,12:30:00,315,0,0:00:00,0:15:00,136309,2021/11/04,23:10:00,2021/11/04,12:15:00
3122,HS-THM,ZRH,BKK,2021/11/04,THA972,71000,65240,11:32:00,70890,2021/11/05,5790,05:49:00,2021/11/04,17:54:00,2021/11/05,5650,05:55:00,2021/11/04,70700,18:17:00,190,140,0:06:00,0:23:00,166069,A359,0,-1831,5542,2021/11/05,05:55:00,2021/11/04,17:45:00,905,-317,71317,66432,11:32:00,2021/11/05,4885,05:17:00,2021/11/04,17:35:00,2021/11/05,4885,05:17:00,2021/11/04,17:45:00,400,0,0:00:00,0:10:00,167900,2021/11/05,05:55:00,2021/11/04,17:35:00
3123,HS-TQC,CDG,HKT,2021/11/04,THA938,65000,57500,12:09:00,65000,2021/11/05,Invalid,05:09:00,2021/11/04,16:53:00,2021/11/05,7500,05:18:00,2021/11/04,Invalid,17:00:00,Invalid,Invalid,0:09:00,0:07:00,133721,B788,0,-1719,5801,2021/11/05,05:50:00,2021/11/04,17:05:00,-5755,-242,65242,59487,12:04:00,2021/11/05,5755,05:09:00,2021/11/04,16:55:00,2021/11/05,5755,05:09:00,2021/11/04,17:05:00,300,0,0:00:00,0:10:00,135440,2021/11/05,05:50:00,2021/11/04,16:55:00
3124,HS-THC,DEL,BKK,2021/11/03,THA315,27900,Invalid,4:12:00,27820,2021/11/03,7150,17:22:00,2021/11/03,12:52:00,2021/11/03,Invalid,17:27:00,2021/11/03,27250,13:10:00,570,Invalid,0:05:00,0:18:00,150157,A359,0,0,1810,2021/11/03,17:30:00,2021/11/03,13:10:00,-750,-10,27910,20010,3:55:00,2021/11/03,7900,17:05:00,2021/11/03,13:00:00,2021/11/03,7900,17:05:00,2021/11/03,13:10:00,400,0,0:00:00,0:10:00,150157,2021/11/03,17:30:00,2021/11/03,13:00:00
3127,HS-THC,BKK,DEL,2021/11/03,THA316,21825,17740,3:36:00,21950,2021/11/03,4330,22:42:00,2021/11/03,18:35:00,2021/11/03,4210,22:47:00,2021/11/03,21280,19:06:00,670,120,0:05:00,0:31:00,139715,A359,0,0,1596,2021/11/03,22:45:00,2021/11/03,18:25:00,140,11,21814,17624,3:28:00,2021/11/03,4190,21:53:00,2021/11/03,18:50:00,2021/11/03,4190,21:53:00,2021/11/03,18:25:00,625,0,0:00:00,Invalid,139715,2021/11/03,22:45:00,2021/11/03,18:50:00
3130,HS-THF,BOM,BKK,2021/11/03,THA317,25600,18800,3:57:00,25520,2021/11/03,6880,15:51:00,2021/11/03,11:40:00,2021/11/03,6720,15:58:00,2021/11/03,25250,11:54:00,270,160,0:07:00,0:14:00,144511,A359,0,0,1711,2021/11/03,16:30:00,2021/11/03,12:05:00,-306,-34,25554,18368,3:43:00,2021/11/03,7186,15:48:00,2021/11/03,11:55:00,2021/11/03,7186,15:48:00,2021/11/03,12:05:00,400,0,0:00:00,0:10:00,144511,2021/11/03,16:30:00,2021/11/03,11:55:00
3132,HS-THF,BKK,BOM,2021/11/03,THA318,25275,19420,3:40:00,25240,2021/11/03,5880,21:22:00,2021/11/03,17:24:00,2021/11/03,5820,21:27:00,2021/11/03,24770,17:42:00,470,60,0:05:00,0:18:00,163507,A359,0,7,1746,2021/11/03,22:05:00,2021/11/03,17:38:00,1321,-2,25242,20683,3:46:00,2021/11/03,4559,21:24:00,2021/11/03,17:50:00,2021/11/03,4559,21:24:00,2021/11/03,17:38:00,575,0,0:00:00,Invalid,163500,2021/11/03,22:05:00,2021/11/03,17:50:00
3136,HS-THM,MAA,BKK,2021/11/03,THA337,23600,15000,2:50:00,23360,2021/11/03,8490,18:34:00,2021/11/03,15:26:00,2021/11/03,8360,18:42:00,2021/11/03,22980,15:44:00,380,130,0:08:00,0:18:00,151855,A359,0,0,1302,2021/11/03,19:00:00,2021/11/03,15:35:00,204,83,23517,15231,2:56:00,2021/11/03,8286,18:31:00,2021/11/03,15:25:00,2021/11/03,8286,18:31:00,2021/11/03,15:35:00,400,0,0:00:00,0:10:00,151855,2021/11/03,19:00:00,2021/11/03,15:25:00
3138,HS-THM,BKK,MAA,2021/11/03,THA338,20700,15470,2:53:00,20630,2021/11/03,5320,23:16:00,2021/11/03,20:00:01,2021/11/03,5160,23:22:00,2021/11/03,20100,20:23:00,530,160,0:06:00,0:22:59,162569,A359,0,1969,1346,2021/11/03,23:25:00,2021/11/03,20:16:00,809,89,20541,16030,2:56:00,2021/11/03,4511,23:12:00,2021/11/03,20:00:00,2021/11/03,4511,23:12:00,2021/11/03,20:16:00,400,0,0:00:00,0:16:00,160600,2021/11/03,23:25:00,2021/11/03,20:00:00
3139,HS-TKQ,SIN,BKK,2021/11/03,THA403,21900,14600,2:03:00,21800,2021/11/03,7500,03:40:00,2021/11/03,01:24:00,2021/11/03,7200,03:43:00,2021/11/03,21500,01:37:00,300,300,0:03:00,0:13:00,202693,B77W,0,-1078,878,2021/11/03,03:15:00,2021/11/03,01:10:00,423,-62,21962,14885,2:00:00,2021/11/03,7077,03:10:00,2021/11/03,01:00:00,2021/11/03,7077,03:10:00,2021/11/03,01:10:00,600,0,0:00:00,0:10:00,203771,2021/11/03,03:15:00,2021/11/03,01:00:00
3140,HS-TKQ,BKK,SIN,2021/11/03,THA404,20400,13300,1:44:00,20400,2021/11/03,7400,06:51:00,2021/11/03,04:45:00,2021/11/03,7100,06:55:00,2021/11/03,19900,05:07:00,500,300,0:04:00,0:22:00,195826,B77W,0,-2445,821,2021/11/03,06:45:00,2021/11/03,04:41:00,973,-77,20477,14050,1:53:00,2021/11/03,6427,06:34:00,2021/11/03,04:25:00,2021/11/03,6427,06:34:00,2021/11/03,04:41:00,600,0,0:00:00,0:16:00,198271,2021/11/03,06:45:00,2021/11/03,04:25:00
3141,HS-TKY,CGK,BKK,2021/11/03,THA433,50000,22500,2:55:00,50000,2021/11/03,28700,04:25:00,2021/11/03,01:16:00,2021/11/03,27500,04:39:00,2021/11/03,49600,01:30:00,400,Invalid,0:14:00,0:14:00,203172,B77W,0,-2428,1365,2021/11/03,04:55:00,2021/11/03,01:30:00,1857,-26,50026,23183,3:00:00,2021/11/03,26843,04:30:00,2021/11/03,01:20:00,2021/11/03,26843,04:30:00,2021/11/03,01:30:00,600,0,0:00:00,0:10:00,205600,2021/11/03,04:55:00,2021/11/03,01:20:00
3142,HS-TKY,BKK,CGK,2021/11/03,THA434,27000,19900,2:53:00,27300,2021/11/03,7800,09:04:00,2021/11/03,05:50:00,2021/11/03,7400,09:11:00,2021/11/03,26700,06:11:00,600,400,0:07:00,0:21:00,195263,B77W,0,1112,1322,2021/11/03,09:35:00,2021/11/03,06:24:00,1513,457,26543,20256,2:56:00,2021/11/03,6287,09:20:00,2021/11/03,06:05:00,2021/11/03,6287,09:20:00,2021/11/03,06:24:00,627,0,0:00:00,0:19:00,194151,2021/11/03,09:35:00,2021/11/03,06:05:00
3143,HS-TKK,BKK,SYD,2021/11/03,THA476,71900,64300,8:40:00,72100,2021/11/03,8100,10:43:00,2021/11/03,01:47:00,2021/11/03,7800,10:49:00,2021/11/03,71500,02:03:00,600,300,0:06:00,0:16:00,201018,B77W,0,-2273,4197,2021/11/03,11:15:00,2021/11/03,02:09:00,1543,-95,71995,65438,8:49:00,2021/11/03,6557,10:58:00,2021/11/03,01:50:00,2021/11/03,6557,10:58:00,2021/11/03,02:09:00,627,0,0:00:00,0:19:00,203291,2021/11/03,11:15:00,2021/11/03,01:50:00
3144,HS-TKZ,KIX,BKK,2021/11/03,THA622,39600,32500,4:50:00,39500,2021/11/03,7200,22:13:00,2021/11/03,17:02:00,2021/11/03,7000,22:20:00,2021/11/03,38900,17:23:00,600,200,0:07:00,0:21:00,192957,B77W,0,-2,2260,2021/11/03,22:20:00,2021/11/03,17:09:00,784,-49,39649,33233,4:51:00,2021/11/03,6416,22:00:00,2021/11/03,16:59:00,2021/11/03,6416,22:00:00,2021/11/03,17:09:00,600,0,0:00:00,0:10:00,192959,2021/11/03,22:20:00,2021/11/03,16:59:00
3146,HS-TKO,BKK,KIX,2021/11/03,THA623,43227,36400,5:28:00,43200,2021/11/03,7200,07:40:00,2021/11/03,01:57:00,2021/11/03,6800,07:44:00,2021/11/03,42800,02:12:00,400,400,0:04:00,0:15:00,189462,B77W,0,-1010,2590,2021/11/03,08:45:00,2021/11/03,02:19:00,964,-17,43244,37008,5:33:00,2021/11/03,6236,07:52:00,2021/11/03,02:00:00,2021/11/03,6236,07:52:00,2021/11/03,02:19:00,627,0,0:00:00,0:19:00,190472,2021/11/03,08:45:00,2021/11/03,02:00:00
3148,HS-THL,MNL,BKK,2021/11/03,THA624,19600,14440,2:46:00,19390,2021/11/03,5140,10:04:00,2021/11/03,07:07:00,2021/11/03,4950,10:12:00,2021/11/03,19090,07:18:00,300,190,0:08:00,0:11:00,158940,A359,0,440,1239,2021/11/03,10:05:00,2021/11/03,07:05:00,342,-26,19626,14828,2:44:00,2021/11/03,4798,09:49:00,2021/11/03,06:55:00,2021/11/03,4798,09:49:00,2021/11/03,07:05:00,400,0,0:00:00,0:10:00,158500,2021/11/03,10:05:00,2021/11/03,06:55:00
3149,HS-THL,BKK,MNL,2021/11/03,THA625,19300,13600,2:43:00,19310,2021/11/03,5870,14:01:00,2021/11/03,11:07:00,2021/11/03,5710,14:06:00,2021/11/03,19050,11:18:00,260,160,0:05:00,0:11:00,147367,A359,0,4067,1275,2021/11/03,14:25:00,2021/11/03,11:34:00,1672,111,19189,14991,2:53:00,2021/11/03,4198,14:27:00,2021/11/03,11:10:00,2021/11/03,4198,14:27:00,2021/11/03,11:34:00,600,0,0:00:00,0:24:00,143300,2021/11/03,14:25:00,2021/11/03,11:10:00
3150,HS-TKZ,TPE,BKK,2021/11/03,THA632,32800,23000,3:09:00,32400,2021/11/03,9600,04:51:00,2021/11/03,01:29:00,2021/11/03,9400,04:55:00,2021/11/03,31800,01:42:00,600,200,0:04:00,0:13:00,199952,B77W,0,-7648,1446,2021/11/03,04:45:00,2021/11/03,01:25:00,-171,-393,33193,23422,3:10:00,2021/11/03,9771,04:35:00,2021/11/03,01:15:00,2021/11/03,9771,04:35:00,2021/11/03,01:25:00,600,0,0:00:00,0:10:00,207600,2021/11/03,04:45:00,2021/11/03,01:15:00
3151,HS-TKZ,BKK,TPE,2021/11/03,THA633,30200,22400,3:12:00,30200,2021/11/03,8200,09:38:00,2021/11/03,06:08:00,2021/11/03,7800,09:44:00,2021/11/03,29600,06:26:00,600,400,0:06:00,0:18:00,198706,B77W,0,1106,1491,2021/11/03,10:10:00,2021/11/03,06:47:00,1806,162,30038,23644,3:16:00,2021/11/03,6394,10:03:00,2021/11/03,06:15:00,2021/11/03,6394,10:03:00,2021/11/03,06:47:00,1056,0,0:00:00,0:32:00,197600,2021/11/03,10:10:00,2021/11/03,06:15:00
3152,HS-THD,HKG,BKK,2021/11/03,THA638,17300,Invalid,2:08:00,17310,2021/11/03,5420,09:52:00,2021/11/03,07:23:00,2021/11/03,Invalid,10:04:00,2021/11/03,16630,07:44:00,680,Invalid,0:12:00,0:21:00,158990,A359,0,-2510,958,2021/11/03,09:45:00,2021/11/03,07:10:00,-78,-119,17429,11931,2:07:00,2021/11/03,5498,09:17:00,2021/11/03,07:00:00,2021/11/03,5498,09:17:00,2021/11/03,07:10:00,400,0,0:00:00,0:10:00,161500,2021/11/03,09:45:00,2021/11/03,07:00:00
3155,HS-THD,BKK,HKG,2021/11/03,THA639,17175,12520,2:17:00,17250,2021/11/03,4800,13:47:00,2021/11/03,11:10:00,2021/11/03,4730,13:52:00,2021/11/03,16700,11:30:00,550,70,0:05:00,0:20:00,155334,A359,0,334,1057,2021/11/03,13:40:00,2021/11/03,11:14:00,350,-33,17283,12833,2:19:00,2021/11/03,4450,13:33:00,2021/11/03,10:55:00,2021/11/03,4450,13:33:00,2021/11/03,11:14:00,475,0,0:00:00,0:19:00,155000,2021/11/03,13:40:00,2021/11/03,10:55:00
3157,HS-TKO,NRT,BKK,2021/11/03,THA642,42700,36600,5:19:00,42600,2021/11/03,6800,22:32:00,2021/11/03,17:01:00,2021/11/03,6000,22:53:00,2021/11/03,42100,17:13:00,500,800,0:21:00,0:12:00,195072,B77W,0,0,2530,2021/11/03,22:40:00,2021/11/03,16:55:00,1313,-9,42709,37222,5:26:00,2021/11/03,5487,22:21:00,2021/11/03,16:45:00,2021/11/03,5487,22:21:00,2021/11/03,16:55:00,600,0,0:00:00,0:10:00,195072,2021/11/03,22:40:00,2021/11/03,16:45:00
3159,HS-TKN,BKK,NRT,2021/11/03,THA643,50027,42000,6:13:00,49900,2021/11/03,8100,09:06:00,2021/11/03,02:41:01,2021/11/03,7900,09:12:00,2021/11/03,49600,02:53:00,300,200,0:06:00,0:11:59,191084,B77W,0,-116,3022,2021/11/03,09:45:00,2021/11/03,03:04:00,1825,6,50021,43746,6:26:00,2021/11/03,6275,09:30:00,2021/11/03,02:45:00,2021/11/03,6275,09:30:00,2021/11/03,03:04:00,627,0,0:00:00,0:19:00,191200,2021/11/03,09:45:00,2021/11/03,02:45:00
