,aircraft_registration,arr,dep,flight_date,flight_number,actual_block_fuel,actual_burn,actual_flt_time,actual_fob,actual_landing_date,actual_landing_fuel,actual_landing_time,actual_off_block_date,actual_off_block_time,actual_on_block_date,actual_on_block_fuel,actual_on_block_time,actual_takeoff_date,actual_takeoff_fuel,actual_takeoff_time,actual_taxi_fuel,actual_taxi_in_fuel,actual_taxi_in_time,actual_taxi_out_time,actual_zfw,aircraft_type,company_fuel,dev_zfw,esad,eta_date,eta_time,etd_date,etd_time,excess_fuel,extra_fuel,plan_block_fuel,plan_burn,plan_flt_time,plan_landing_date,plan_landing_fuel,plan_landing_time,plan_off_block_date,plan_off_block_time,plan_on_block_date,plan_on_block_fuel,plan_on_block_time,plan_takeoff_date,plan_takeoff_time,plan_taxi_fuel,plan_taxi_in_fuel,plan_taxi_in_time,plan_taxi_out_time,plan_zfw,sta_date,sta_time,std_date,std_time
1943,HS-THK,MUC,BKK,2022/05/01,THA924,74300,66740,11:07:00,74170,2022/05/02,7450,05:16:00,2022/05/01,18:00:01,2022/05/02,7430,05:21:00,2022/05/01,74010,18:09:00,160,20,0:05:00,0:08:59,172743,A359,500,-477,5396,2022/05/02,05:05:00,2022/05/01,18:00:00,1078,-63,74233,67861,11:07:00,2022/05/02,6372,05:07:00,2022/05/01,17:50:00,2022/05/02,6372,05:07:00,2022/05/01,18:00:00,400,0,0:00:00,0:10:00,173220,2022/05/02,05:05:00,2022/05/01,17:50:00
1944,HS-TWB,ZRH,BKK,2022/05/01,THA970,72600,64800,11:16:00,Invalid,2022/05/02,Invalid,05:58:00,2022/05/01,18:29:00,2022/05/02,7800,06:05:00,2022/05/01,Invalid,18:42:00,Invalid,Invalid,0:07:00,0:13:00,165465,B789,0,-1322,5508,2022/05/02,05:50:00,2022/05/01,18:15:00,-6102,-330,72930,66828,11:21:00,2022/05/02,6102,05:36:00,2022/05/01,18:05:00,2022/05/02,6102,05:36:00,2022/05/01,18:15:00,300,0,0:00:00,0:10:00,166787,2022/05/02,05:50:00,2022/05/01,18:05:00
1945,HS-THD,ARN,BKK,2022/05/01,THA960,80500,71550,11:47:00,80560,2022/05/02,9060,06:14:00,2022/05/01,18:11:00,2022/05/02,9010,06:19:00,2022/05/01,79880,18:27:00,680,50,0:05:00,0:16:00,169808,A359,0,-1692,5790,2022/05/02,06:40:00,2022/05/01,18:20:00,1171,-252,80812,72923,11:55:00,2022/05/02,7889,06:15:00,2022/05/01,18:10:00,2022/05/02,7889,06:15:00,2022/05/01,18:20:00,400,0,0:00:00,0:10:00,171500,2022/05/02,06:40:00,2022/05/01,18:10:00
1946,HS-TJT,BKK,KMG,2022/05/01,THA613,22494,Invalid,1:50:00,22494,2022/05/02,8800,05:32:00,2022/05/02,03:25:01,2022/05/02,8600,05:38:00,2022/05/02,Invalid,03:42:00,Invalid,200,0:06:00,0:16:59,188817,B772,0,1317,864,2022/05/01,22:30:00,2022/05/01,20:42:00,2646,1494,21000,14846,1:59:00,2022/05/01,6154,22:41:00,2022/05/01,20:20:00,2022/05/01,6154,22:41:00,2022/05/01,20:42:00,1094,0,0:00:00,0:22:00,187500,2022/05/01,22:30:00,2022/05/01,20:20:00
1947,HS-TJT,KMG,BKK,2022/05/01,THA612,34400,12100,1:42:00,34300,2022/05/01,22400,23:36:00,2022/05/01,21:38:00,2022/05/01,22200,23:47:00,2022/05/01,34000,21:54:00,300,200,0:11:00,0:16:00,172489,B772,0,489,785,2022/05/01,19:00:00,2022/05/01,22:10:00,1100,13,34387,13087,1:48:00,2022/05/01,21300,23:58:00,2022/05/01,22:00:00,2022/05/01,21300,23:58:00,2022/05/01,22:10:00,400,0,0:00:00,0:10:00,172000,2022/05/01,19:00:00,2022/05/01,16:45:00
1948,HS-TKW,BKK,HKT,2022/05/01,THA478,14700,8300,1:02:00,14800,2022/05/01,7000,11:09:00,2022/05/01,09:53:00,2022/05/01,6500,11:27:00,2022/05/01,14600,10:07:00,200,500,0:18:00,0:14:00,196170,B77W,0,-1830,475,2022/05/01,12:10:00,2022/05/01,10:50:00,1458,43,14657,9115,1:09:00,2022/05/01,5542,11:59:00,2022/05/01,10:40:00,2022/05/01,5542,11:59:00,2022/05/01,10:50:00,600,0,0:00:00,0:10:00,198000,2022/05/01,12:10:00,2022/05/01,10:40:00
1949,HS-THE,BKK,HKT,2022/04/29,THA953,11400,Invalid,1:05:00,11400,2022/04/30,5190,01:28:00,2022/04/30,00:11:00,2022/04/30,5080,01:35:00,2022/04/30,Invalid,00:23:00,Invalid,110,0:07:00,0:12:00,172353,A359,0,-147,479,2022/04/30,02:35:00,2022/04/30,01:15:00,782,-364,11764,7356,1:08:00,2022/04/30,4408,02:23:00,2022/04/30,01:05:00,2022/04/30,4408,02:23:00,2022/04/30,01:15:00,400,0,0:00:00,0:10:00,172500,2022/04/30,02:35:00,2022/04/30,01:05:00
1950,HS-TKV,BKK,HKT,2022/04/29,THA927,15600,Invalid,1:03:00,15600,2022/04/30,8600,07:51:00,2022/04/30,06:38:00,2022/04/30,8000,08:00:00,2022/04/30,Invalid,06:48:00,Invalid,600,0:09:00,0:10:00,203506,B77W,0,6,478,2022/04/30,08:55:00,2022/04/30,07:35:00,1955,-556,16156,9511,1:10:00,2022/04/30,6645,08:45:00,2022/04/30,07:25:00,2022/04/30,6645,08:45:00,2022/04/30,07:35:00,600,0,0:00:00,0:10:00,203500,2022/04/30,08:55:00,2022/04/30,07:25:00
1951,HS-THH,MEL,BKK,2022/04/30,THA465,59500,50690,8:12:00,59300,2022/04/30,8660,10:26:00,2022/04/30,01:51:00,2022/04/30,8610,10:33:00,2022/04/30,59320,02:14:00,Invalid,50,0:07:00,0:23:00,185555,A359,0,97,3912,2022/04/30,10:30:00,2022/04/30,01:50:00,65,0,59500,50905,8:07:00,2022/04/30,8595,09:57:00,2022/04/30,01:40:00,2022/04/30,8595,09:57:00,2022/04/30,01:50:00,400,0,0:00:00,0:10:00,185458,2022/04/30,10:30:00,2022/04/30,01:40:00
1952,HS-TQA,BKK,DAC,2022/04/30,THA322,17600,10525,1:58:00,17600,2022/04/30,Invalid,10:14:00,2022/04/30,07:59:01,2022/04/30,7300,10:24:00,2022/04/30,Invalid,08:16:00,Invalid,Invalid,0:10:00,0:16:59,155761,B788,0,-5239,881,2022/04/30,10:00:00,2022/04/30,08:00:00,-3855,2411,15189,11334,1:59:00,2022/04/30,3855,09:59:00,2022/04/30,07:35:00,2022/04/30,3855,09:59:00,2022/04/30,08:00:00,525,0,0:00:00,0:25:00,161000,2022/04/30,10:00:00,2022/04/30,07:35:00
1953,HS-TTA,HKG,BKK,2022/04/30,THA600,23500,15200,2:05:00,23300,2022/04/30,8300,03:33:00,2022/04/30,01:15:00,2022/04/30,8100,03:40:00,2022/04/30,22900,01:28:00,400,200,0:07:00,0:13:00,202525,B77W,0,0,971,2022/04/30,03:45:00,2022/04/30,01:10:00,734,76,23424,15858,2:11:00,2022/04/30,7566,03:21:00,2022/04/30,01:00:00,2022/04/30,7566,03:21:00,2022/04/30,01:10:00,600,0,0:00:00,0:10:00,202525,2022/04/30,03:45:00,2022/04/30,01:00:00
1954,HS-TTA,BKK,HKG,2022/04/30,THA601,25800,16800,2:17:00,25600,2022/04/30,8900,07:36:00,2022/04/30,04:48:00,2022/04/30,8800,07:45:00,2022/04/30,24900,05:19:00,700,100,0:09:00,0:31:00,209655,B77W,0,-2845,1074,2022/04/30,07:25:00,2022/04/30,05:01:00,2325,1108,24492,17917,2:25:00,2022/04/30,6575,07:26:00,2022/04/30,04:45:00,2022/04/30,6575,07:26:00,2022/04/30,05:01:00,600,0,0:00:00,0:16:00,212500,2022/04/30,07:25:00,2022/04/30,04:45:00
1955,HS-TKQ,SIN,BKK,2022/04/30,THA403,21800,13800,1:52:00,21500,2022/04/30,7700,03:28:00,2022/04/30,01:24:00,2022/04/30,7700,03:32:00,2022/04/30,21200,01:36:00,300,Invalid,0:04:00,0:12:00,211747,B77W,0,-1974,805,2022/04/30,03:15:00,2022/04/30,01:10:00,379,-63,21863,14542,1:51:00,2022/04/30,7321,03:01:00,2022/04/30,01:00:00,2022/04/30,7321,03:01:00,2022/04/30,01:10:00,600,0,0:00:00,0:10:00,213721,2022/04/30,03:15:00,2022/04/30,01:00:00
1956,HS-TQA,DAC,BKK,2022/04/30,THA321,28500,10700,2:07:00,28500,2022/04/30,Invalid,06:05:00,2022/04/30,03:42:00,2022/04/30,17900,06:15:00,2022/04/30,Invalid,03:58:00,Invalid,Invalid,0:10:00,0:16:00,142095,B788,2043,3095,925,2022/04/30,06:10:00,2022/04/30,03:45:00,-17532,40,28460,10928,2:04:00,2022/04/30,17532,05:49:00,2022/04/30,03:35:00,2022/04/30,17532,05:49:00,2022/04/30,03:45:00,300,0,0:00:00,0:10:00,139000,2022/04/30,06:10:00,2022/04/30,03:35:00
1957,HS-THL,RGN,BKK,2022/04/30,THA303,16500,6050,0:57:00,16320,2022/04/30,10120,02:14:00,2022/04/30,01:05:00,2022/04/30,10270,02:20:00,2022/04/30,15920,01:17:00,400,Invalid,0:06:00,0:12:00,159387,A359,0,-3013,388,2022/04/30,02:15:00,2022/04/30,01:10:00,-643,-507,17007,6244,0:57:00,2022/04/30,10763,02:07:00,2022/04/30,01:00:00,2022/04/30,10763,02:07:00,2022/04/30,01:10:00,400,0,0:00:00,0:10:00,162400,2022/04/30,02:15:00,2022/04/30,01:00:00
1958,HS-TKW,HAN,BKK,2022/04/30,THA560,28800,Invalid,1:32:00,28500,2022/04/30,17800,02:34:00,2022/04/30,00:53:00,2022/04/30,Invalid,02:39:00,2022/04/30,28300,01:02:00,200,Invalid,0:05:00,0:09:00,189567,B77W,0,167,624,2022/04/30,02:35:00,2022/04/30,00:55:00,128,-28,28828,11156,1:28:00,2022/04/30,17672,02:23:00,2022/04/30,00:45:00,2022/04/30,17672,02:23:00,2022/04/30,00:55:00,600,0,0:00:00,0:10:00,189400,2022/04/30,02:35:00,2022/04/30,00:45:00
1959,HS-THL,BKK,RGN,2022/04/30,THA304,10225,5620,0:57:00,10120,2022/04/30,4710,04:14:00,2022/04/30,03:05:00,2022/04/30,4500,04:21:00,2022/04/30,9830,03:17:00,290,210,0:07:00,0:12:00,149875,A359,0,-25,394,2022/04/30,04:45:00,2022/04/30,03:37:00,361,-238,10463,6114,0:59:00,2022/04/30,4349,04:36:00,2022/04/30,03:20:00,2022/04/30,4349,04:36:00,2022/04/30,03:37:00,425,0,0:00:00,0:17:00,149900,2022/04/30,04:45:00,2022/04/30,03:20:00
1960,HS-TKQ,BKK,SIN,2022/04/30,THA404,22200,14100,1:54:00,22100,2022/04/30,8200,06:40:00,2022/04/30,04:36:00,2022/04/30,8000,06:48:00,2022/04/30,21800,04:46:00,300,200,0:08:00,0:10:00,211494,B77W,0,-8727,856,2022/04/30,06:45:00,2022/04/30,04:41:00,1311,-232,22432,15543,1:57:00,2022/04/30,6889,06:38:00,2022/04/30,04:25:00,2022/04/30,6889,06:38:00,2022/04/30,04:41:00,600,0,0:00:00,0:16:00,220221,2022/04/30,06:45:00,2022/04/30,04:25:00
1961,HS-TKW,BKK,HAN,2022/04/30,THA561,18026,11000,1:25:00,18100,2022/04/30,7500,05:34:00,2022/04/30,03:48:00,2022/04/30,7100,05:42:00,2022/04/30,17500,04:09:00,600,400,0:08:00,0:21:00,196477,B77W,0,6477,657,2022/04/30,05:25:00,2022/04/30,03:57:00,1236,324,17702,11438,1:33:00,2022/04/30,6264,05:30:00,2022/04/30,03:35:00,2022/04/30,6264,05:30:00,2022/04/30,03:57:00,726,0,0:00:00,0:22:00,190000,2022/04/30,05:25:00,2022/04/30,03:35:00
1962,HS-TKM,BKK,SYD,2022/04/30,THA476,78800,70300,8:42:00,78600,2022/04/30,8700,09:26:00,2022/04/30,00:26:00,2022/04/30,8300,09:36:00,2022/04/30,78100,00:44:00,500,400,0:10:00,0:18:00,217816,B77W,0,-984,4231,2022/04/30,09:20:00,2022/04/30,00:16:00,1569,65,78735,71604,8:49:00,2022/04/30,7131,09:05:00,2022/04/30,00:00:00,2022/04/30,7131,09:05:00,2022/04/30,00:16:00,600,0,0:00:00,0:16:00,218800,2022/04/30,09:20:00,2022/04/30,00:00:00
1963,HS-TKL,BKK,ICN,2022/04/30,THA657,46300,37300,5:03:00,46400,2022/04/30,9400,06:36:00,2022/04/30,01:15:00,2022/04/30,9100,06:45:00,2022/04/30,45900,01:33:00,500,300,0:09:00,0:18:00,208533,B77W,0,-918,2462,2022/04/30,07:10:00,2022/04/30,01:37:00,2805,1616,44684,38089,5:18:00,2022/04/30,6595,06:55:00,2022/04/30,01:20:00,2022/04/30,6595,06:55:00,2022/04/30,01:37:00,600,0,0:00:00,0:17:00,209451,2022/04/30,07:10:00,2022/04/30,01:20:00
1964,HS-TQF,HKT,BKK,2022/04/30,THA918,28100,5500,1:01:00,28100,2022/04/30,Invalid,03:18:00,2022/04/30,02:04:00,2022/04/30,22500,03:23:00,2022/04/30,Invalid,02:17:00,Invalid,Invalid,0:05:00,0:13:00,144033,B788,0,-558,403,2022/04/30,03:20:00,2022/04/30,02:00:00,-25774,-4012,32112,6338,1:00:00,2022/04/30,25774,03:00:00,2022/04/30,01:50:00,2022/04/30,25774,03:00:00,2022/04/30,02:00:00,300,0,0:00:00,0:10:00,144591,2022/04/30,03:20:00,2022/04/30,01:50:00
1965,HS-TJV,BKK,NRT,2022/04/30,THA641,46300,38500,6:21:00,46300,2022/04/30,8100,08:30:00,2022/04/30,01:47:00,2022/04/30,7800,08:39:00,2022/04/30,45900,02:09:00,400,300,0:09:00,0:22:00,161253,B772,0,353,3018,2022/04/30,08:20:00,2022/04/30,02:09:00,2560,1060,45240,39700,6:29:00,2022/04/30,5540,08:38:00,2022/04/30,01:50:00,2022/04/30,5540,08:38:00,2022/04/30,02:09:00,513,0,0:00:00,0:19:00,160900,2022/04/30,08:20:00,2022/04/30,01:50:00
1966,HS-TKR,BKK,KIX,2022/04/30,THA623,46900,40000,5:26:00,47000,2022/04/30,7500,08:41:00,2022/04/30,02:52:00,2022/04/30,7000,08:56:00,2022/04/30,46300,03:15:00,700,500,0:15:00,0:23:00,207477,B77W,0,-23,2602,2022/04/30,08:35:00,2022/04/30,03:00:00,893,-36,46936,40329,5:35:00,2022/04/30,6607,08:35:00,2022/04/30,02:45:00,2022/04/30,6607,08:35:00,2022/04/30,03:00:00,600,0,0:00:00,0:15:00,207500,2022/04/30,08:35:00,2022/04/30,02:45:00
1967,HS-THC,BKK,NRT,2022/04/30,THA643,42475,36700,6:18:00,42530,2022/04/30,5930,09:41:00,2022/04/30,03:03:00,2022/04/30,5830,09:47:00,2022/04/30,42170,03:23:00,360,100,0:06:00,0:20:00,179252,A359,0,-2148,3027,2022/04/30,09:30:00,2022/04/30,03:19:00,1009,-70,42600,37679,6:23:00,2022/04/30,4921,09:42:00,2022/04/30,03:00:00,2022/04/30,4921,09:42:00,2022/04/30,03:19:00,475,0,0:00:00,0:19:00,181400,2022/04/30,09:30:00,2022/04/30,03:00:00
1968,HS-TQF,LHR,HKT,2022/04/30,THA918,67900,61100,12:05:00,67900,2022/04/30,Invalid,16:53:00,2022/04/30,04:32:00,2022/04/30,6700,17:03:00,2022/04/30,Invalid,04:48:00,Invalid,Invalid,0:10:00,0:16:00,143455,B788,346,-545,5863,2022/04/30,18:10:00,2022/04/30,05:00:00,-6305,-207,68107,61802,12:09:00,2022/04/30,6305,17:09:00,2022/04/30,04:50:00,2022/04/30,6305,17:09:00,2022/04/30,05:00:00,300,0,0:00:00,0:10:00,144000,2022/04/30,18:10:00,2022/04/30,04:50:00
1969,HS-THL,HKG,BKK,2022/04/30,THA638,17400,11630,2:09:00,17270,2022/04/30,5750,09:01:00,2022/04/30,06:44:00,2022/04/30,5640,09:06:00,2022/04/30,16970,06:52:00,300,110,0:05:00,0:08:00,156477,A359,0,-1638,978,2022/04/30,09:40:00,2022/04/30,07:05:00,309,-64,17464,12023,2:10:00,2022/04/30,5441,09:15:00,2022/04/30,06:55:00,2022/04/30,5441,09:15:00,2022/04/30,07:05:00,400,0,0:00:00,0:10:00,158115,2022/04/30,09:40:00,2022/04/30,06:55:00
1970,HS-THJ,BKK,BRU,2022/04/30,THA935,66200,59690,10:42:00,66020,2022/04/30,6580,22:49:00,2022/04/30,11:53:00,2022/04/30,6330,23:00:00,2022/04/30,65770,12:07:00,250,250,0:11:00,0:14:00,164045,A359,0,-455,5200,2022/04/30,22:35:00,2022/04/30,11:45:00,1902,81,66119,61441,10:48:00,2022/04/30,4678,22:33:00,2022/04/30,11:30:00,2022/04/30,4678,22:33:00,2022/04/30,11:45:00,400,0,0:00:00,0:15:00,164500,2022/04/30,22:35:00,2022/04/30,11:30:00
1971,HS-THE,MNL,BKK,2022/04/30,THA624,26500,Invalid,2:59:00,26290,2022/04/30,8690,10:51:00,2022/04/30,07:35:00,2022/04/30,Invalid,10:57:00,2022/04/30,25700,07:52:00,590,Invalid,0:06:00,0:17:00,184119,A359,3042,-1491,1324,2022/04/30,10:45:00,2022/04/30,07:40:00,269,-90,26590,18169,2:51:00,2022/04/30,8421,10:31:00,2022/04/30,07:30:00,2022/04/30,8421,10:31:00,2022/04/30,07:40:00,400,0,0:00:00,0:10:00,185610,2022/04/30,10:45:00,2022/04/30,07:30:00
1972,HS-THE,BKK,MNL,2022/04/30,THA625,22100,Invalid,2:38:00,22100,2022/04/30,5710,15:02:00,2022/04/30,11:56:00,2022/04/30,5590,15:08:00,2022/04/30,21170,12:24:00,Invalid,120,0:06:00,0:28:00,175167,A359,0,-9443,1265,2022/04/30,15:00:00,2022/04/30,12:05:00,761,-291,22391,17442,2:50:00,2022/04/30,4949,14:55:00,2022/04/30,11:45:00,2022/04/30,4949,14:55:00,2022/04/30,12:05:00,500,0,0:00:00,0:20:00,184610,2022/04/30,15:00:00,2022/04/30,11:45:00
1973,HS-THL,BKK,HKG,2022/04/30,THA639,16700,12310,2:17:00,16760,2022/04/30,4590,12:41:00,2022/04/30,10:06:00,2022/04/30,4450,12:46:00,2022/04/30,16030,10:24:00,730,140,0:05:00,0:18:00,144052,A359,0,352,1076,2022/04/30,13:45:00,2022/04/30,11:21:00,688,274,16426,12524,2:24:00,2022/04/30,3902,13:45:00,2022/04/30,11:05:00,2022/04/30,3902,13:45:00,2022/04/30,11:21:00,400,0,0:00:00,0:16:00,143700,2022/04/30,13:45:00,2022/04/30,11:05:00
1974,HS-THF,CAN,BKK,2022/04/30,THA678,34400,15610,2:29:00,34300,2022/04/30,19090,11:28:00,2022/04/30,08:49:00,2022/04/30,18690,11:40:00,2022/04/30,34220,08:59:00,80,400,0:12:00,0:10:00,177404,A359,0,299,1120,2022/04/30,11:50:00,2022/04/30,09:10:00,750,-37,34337,15997,2:32:00,2022/04/30,18340,11:42:00,2022/04/30,09:00:00,2022/04/30,18340,11:42:00,2022/04/30,09:10:00,400,0,0:00:00,0:10:00,177105,2022/04/30,11:50:00,2022/04/30,09:00:00
1975,HS-THF,BKK,CAN,2022/04/30,THA679,18500,13010,2:34:00,18340,2022/04/30,5620,16:31:00,2022/04/30,13:48:00,2022/04/30,5330,16:43:00,2022/04/30,17950,13:57:00,390,290,0:12:00,0:09:00,140980,A359,0,1075,1181,2022/04/30,16:05:00,2022/04/30,13:25:00,1404,300,18040,13824,2:37:00,2022/04/30,4216,16:02:00,2022/04/30,13:05:00,2022/04/30,4216,16:02:00,2022/04/30,13:25:00,500,0,0:00:00,0:20:00,139905,2022/04/30,16:05:00,2022/04/30,13:05:00
1976,HS-TKW,HKT,BKK,2022/04/30,THA477,31400,9200,0:58:00,31100,2022/04/30,22100,11:04:00,2022/04/30,09:45:00,2022/04/30,21900,11:08:00,2022/04/30,30200,10:06:00,900,200,0:04:00,0:21:00,220931,B77W,0,-2569,403,2022/04/30,11:00:00,2022/04/30,09:40:00,-3690,-3753,35153,9363,1:01:00,2022/04/30,25790,10:41:00,2022/04/30,09:30:00,2022/04/30,25790,10:41:00,2022/04/30,09:40:00,600,0,0:00:00,0:10:00,223500,2022/04/30,11:00:00,2022/04/30,09:30:00
1977,HS-TKN,BKK,SGN,2022/04/30,THA557,16300,7900,1:00:00,16200,2022/04/30,8500,14:33:00,2022/04/30,13:15:00,2022/04/30,8300,14:39:00,2022/04/30,15900,13:33:00,300,200,0:06:00,0:18:00,188476,B77W,0,-1647,444,2022/04/30,14:50:00,2022/04/30,13:43:00,2209,1343,14857,8566,1:05:00,2022/04/30,6291,14:48:00,2022/04/30,13:25:00,2022/04/30,6291,14:48:00,2022/04/30,13:43:00,600,0,0:00:00,0:18:00,190123,2022/04/30,14:50:00,2022/04/30,13:25:00
1978,HS-TKN,SGN,BKK,2022/04/30,THA556,24700,8200,1:11:00,24700,2022/04/30,17000,12:05:00,2022/04/30,10:40:00,2022/04/30,16500,12:15:00,2022/04/30,24200,10:54:00,500,500,0:10:00,0:14:00,178492,B77W,0,-631,515,2022/04/30,12:20:00,2022/04/30,11:00:00,1843,-12,24712,9555,1:14:00,2022/04/30,15157,12:14:00,2022/04/30,10:50:00,2022/04/30,15157,12:14:00,2022/04/30,11:00:00,600,0,0:00:00,0:10:00,179123,2022/04/30,12:20:00,2022/04/30,10:50:00
1979,HS-TKV,BKK,BOM,2022/04/30,THA318,34400,26900,3:36:00,34500,2022/04/30,7900,21:49:00,2022/04/30,17:50:00,2022/04/30,7600,21:57:00,2022/04/30,34100,18:13:00,400,300,0:08:00,0:23:00,212022,B77W,0,-3978,1730,2022/04/30,22:35:00,2022/04/30,18:20:00,1946,-194,34694,28740,3:45:00,2022/04/30,5954,22:05:00,2022/04/30,18:05:00,2022/04/30,5954,22:05:00,2022/04/30,18:20:00,600,0,0:00:00,0:15:00,216000,2022/04/30,22:35:00,2022/04/30,18:05:00
1980,HS-TKY,BKK,ZRH,2022/04/30,THA971,86200,77100,10:19:00,86300,2022/04/30,9600,21:54:00,2022/04/30,11:18:01,2022/04/30,9200,22:03:00,2022/04/30,86000,11:35:00,300,400,0:09:00,0:16:59,205210,B77W,0,-1590,5021,2022/04/30,22:30:00,2022/04/30,11:46:00,2955,-224,86524,79879,10:36:00,2022/04/30,6645,22:22:00,2022/04/30,11:30:00,2022/04/30,6645,22:22:00,2022/04/30,11:46:00,600,0,0:00:00,0:16:00,206800,2022/04/30,22:30:00,2022/04/30,11:30:00
1981,HS-TKV,BOM,BKK,2022/04/30,THA317,39800,28600,3:48:00,39700,2022/04/30,11700,15:55:00,2022/04/30,11:54:00,2022/04/30,11100,16:03:00,2022/04/30,39000,12:07:00,700,600,0:08:00,0:13:00,208681,B77W,1053,-3319,1711,2022/04/30,16:25:00,2022/04/30,12:05:00,84,-290,40090,28474,3:42:00,2022/04/30,11616,15:47:00,2022/04/30,11:55:00,2022/04/30,11616,15:47:00,2022/04/30,12:05:00,600,0,0:00:00,0:10:00,212000,2022/04/30,16:25:00,2022/04/30,11:55:00
1982,HS-THC,DEL,BKK,2022/04/30,THA315,29700,20130,3:49:00,29540,2022/04/30,9410,15:23:00,2022/04/30,11:20:00,2022/04/30,9410,15:31:00,2022/04/30,29140,11:34:00,400,Invalid,0:08:00,0:14:00,162796,A359,810,-3669,1711,2022/04/30,15:25:00,2022/04/30,11:05:00,462,-193,29893,20945,3:39:00,2022/04/30,8948,14:44:00,2022/04/30,10:55:00,2022/04/30,8948,14:44:00,2022/04/30,11:05:00,400,0,0:00:00,0:10:00,166465,2022/04/30,15:25:00,2022/04/30,10:55:00
1983,HS-THK,BKK,CPH,2022/04/30,THA951,71000,63790,10:30:00,70930,2022/04/30,7350,23:39:00,2022/04/30,12:59:00,2022/04/30,7140,23:46:00,2022/04/30,70810,13:09:00,120,210,0:07:00,0:10:00,183653,A359,0,-1297,5112,2022/04/30,23:00:00,2022/04/30,12:40:00,2388,52,70878,65916,10:37:00,2022/04/30,4962,23:17:00,2022/04/30,12:25:00,2022/04/30,4962,23:17:00,2022/04/30,12:40:00,400,0,0:00:00,0:15:00,184950,2022/04/30,23:00:00,2022/04/30,12:25:00
1984,HS-TTB,BKK,LHR,2022/04/30,THA911,98400,88400,11:04:00,98500,2022/04/30,10500,23:14:00,2022/04/30,11:41:01,2022/04/30,10100,23:21:00,2022/04/30,97600,12:10:00,900,400,0:07:00,0:28:59,222712,B77W,0,1842,5412,2022/04/30,23:00:00,2022/04/30,11:47:00,2398,720,97680,89578,11:22:00,2022/04/30,8102,23:09:00,2022/04/30,11:30:00,2022/04/30,8102,23:09:00,2022/04/30,11:47:00,600,0,0:00:00,0:17:00,220870,2022/04/30,23:00:00,2022/04/30,11:30:00
1985,HS-THC,BKK,DEL,2022/04/30,THA316,24900,Invalid,3:28:00,24900,2022/04/30,5440,21:51:00,2022/04/30,18:02:01,2022/04/30,5250,22:00:00,2022/04/30,24510,18:23:00,Invalid,190,0:09:00,0:20:59,172904,A359,0,704,1638,2022/04/30,22:25:00,2022/04/30,18:18:00,1012,-48,24948,20520,3:31:00,2022/04/30,4428,21:49:00,2022/04/30,18:00:00,2022/04/30,4428,21:49:00,2022/04/30,18:18:00,450,0,0:00:00,0:18:00,172200,2022/04/30,22:25:00,2022/04/30,18:00:00
1986,HS-THD,HKT,ARN,2022/04/30,THA963,71550,63540,11:09:00,71450,2022/05/01,7990,00:03:00,2022/04/30,12:33:00,2022/05/01,7910,00:08:00,2022/04/30,71080,12:54:00,370,80,0:05:00,0:21:00,165498,A359,500,-2,5421,2022/05/01,00:05:00,2022/04/30,12:48:00,2552,508,70942,65504,11:17:00,2022/05/01,5438,00:05:00,2022/04/30,12:30:00,2022/05/01,5438,00:05:00,2022/04/30,12:48:00,450,0,0:00:00,0:18:00,165500,2022/05/01,00:05:00,2022/04/30,12:30:00
1987,HS-THB,BKK,CDG,2022/04/30,THA931,73950,67650,10:43:00,73830,2022/04/30,6250,22:59:00,2022/04/30,11:53:01,2022/04/30,6180,23:07:00,2022/04/30,73530,12:16:00,300,70,0:08:00,0:22:59,183953,A359,0,-981,5255,2022/04/30,22:55:00,2022/04/30,12:02:00,1230,-155,74105,69085,10:54:00,2022/04/30,5020,22:56:00,2022/04/30,11:40:00,2022/04/30,5020,22:56:00,2022/04/30,12:02:00,550,0,0:00:00,0:22:00,184934,2022/04/30,22:55:00,2022/04/30,11:40:00
1988,HS-TKX,BKK,MUC,2022/04/30,THA925,86160,78200,10:11:00,86100,2022/04/30,8200,23:05:00,2022/04/30,12:35:01,2022/04/30,7900,23:13:00,2022/04/30,85400,12:54:00,700,300,0:08:00,0:18:59,213750,B77W,0,-270,4908,2022/04/30,23:05:00,2022/04/30,12:45:00,1485,12,86148,79433,10:22:00,2022/04/30,6715,23:07:00,2022/04/30,12:25:00,2022/04/30,6715,23:07:00,2022/04/30,12:45:00,660,0,0:00:00,0:20:00,214020,2022/04/30,23:05:00,2022/04/30,12:25:00
1989,HS-TKO,BKK,FRA,2022/04/30,THA921,91400,83000,10:29:00,91500,2022/04/30,8700,23:35:00,2022/04/30,12:50:00,2022/04/30,8500,23:45:00,2022/04/30,91200,13:06:00,300,200,0:10:00,0:16:00,216845,B77W,0,-1655,5064,2022/04/30,23:25:00,2022/04/30,13:03:00,1865,75,91325,84490,10:40:00,2022/04/30,6835,23:43:00,2022/04/30,12:45:00,2022/04/30,6835,23:43:00,2022/04/30,13:03:00,600,0,0:00:00,0:18:00,218500,2022/04/30,23:25:00,2022/04/30,12:45:00
