,aircraft_registration,arr,dep,flight_date,flight_number,actual_block_fuel,actual_burn,actual_flt_time,actual_fob,actual_landing_date,actual_landing_fuel,actual_landing_time,actual_off_block_date,actual_off_block_time,actual_on_block_date,actual_on_block_fuel,actual_on_block_time,actual_takeoff_date,actual_takeoff_fuel,actual_takeoff_time,actual_taxi_fuel,actual_taxi_in_fuel,actual_taxi_in_time,actual_taxi_out_time,actual_zfw,aircraft_type,company_fuel,dev_zfw,esad,eta_date,eta_time,etd_date,etd_time,excess_fuel,extra_fuel,plan_block_fuel,plan_burn,plan_flt_time,plan_landing_date,plan_landing_fuel,plan_landing_time,plan_off_block_date,plan_off_block_time,plan_on_block_date,plan_on_block_fuel,plan_on_block_time,plan_takeoff_date,plan_takeoff_time,plan_taxi_fuel,plan_taxi_in_fuel,plan_taxi_in_time,plan_taxi_out_time,plan_zfw,sta_date,sta_time,std_date,std_time
788,HS-TKQ,BKK,MNL,2022/05/19,THA625,29100,21700,2:44:00,29100,2022/05/19,7900,15:05:00,2022/05/19,11:58:00,2022/05/19,7400,15:16:00,2022/05/19,28300,12:21:00,800,500,0:11:00,0:23:00,212952,B77W,0,-4869,1260,2022/05/19,15:00:00,2022/05/19,12:15:00,1026,-124,29224,22350,2:46:00,2022/05/19,6874,15:01:00,2022/05/19,11:45:00,2022/05/19,6874,15:01:00,2022/05/19,12:15:00,990,0,0:00:00,0:30:00,217821,2022/05/19,15:00:00,2022/05/19,11:45:00
789,HS-THB,BKK,HKG,2022/05/19,THA639,16800,11730,2:16:00,16590,2022/05/19,4960,13:01:00,2022/05/19,10:29:00,2022/05/19,4860,13:07:00,2022/05/19,16230,10:45:00,360,100,0:06:00,0:16:00,140807,A359,0,-1493,1056,2022/05/19,13:45:00,2022/05/19,11:20:00,616,-97,16897,12553,2:24:00,2022/05/19,4344,13:44:00,2022/05/19,11:05:00,2022/05/19,4344,13:44:00,2022/05/19,11:20:00,400,0,0:00:00,0:15:00,142300,2022/05/19,13:45:00,2022/05/19,11:05:00
790,HS-TKN,CAN,BKK,2022/05/19,THA678,45900,20500,2:25:00,45900,2022/05/19,26300,11:10:00,2022/05/19,08:36:00,2022/05/19,25400,11:28:00,2022/05/19,45500,08:45:00,400,900,0:18:00,0:09:00,222652,B77W,0,2152,1158,2022/05/19,11:50:00,2022/05/19,09:10:00,2418,137,45763,21881,2:35:00,2022/05/19,23882,11:45:00,2022/05/19,09:00:00,2022/05/19,23882,11:45:00,2022/05/19,09:10:00,600,0,0:00:00,0:10:00,220500,2022/05/19,11:50:00,2022/05/19,09:00:00
791,HS-TKN,BKK,CAN,2022/05/19,THA679,25200,15500,2:18:00,24800,2022/05/19,9800,16:59:00,2022/05/19,14:32:00,2022/05/19,9300,17:12:00,2022/05/19,24600,14:41:00,200,500,0:13:00,0:09:00,181566,B77W,0,1066,1134,2022/05/19,16:05:00,2022/05/19,13:22:00,3620,1218,23582,17402,2:33:00,2022/05/19,6180,15:55:00,2022/05/19,13:05:00,2022/05/19,6180,15:55:00,2022/05/19,13:22:00,600,0,0:00:00,0:17:00,180500,2022/05/19,16:05:00,2022/05/19,13:05:00
792,HS-TKW,HKT,BKK,2022/05/19,THA477,50000,9000,1:02:00,49900,2022/05/19,41000,10:54:00,2022/05/19,09:33:00,2022/05/19,40900,10:58:00,2022/05/19,49400,09:52:00,500,100,0:04:00,0:19:00,207517,B77W,0,-983,398,2022/05/19,11:00:00,2022/05/19,09:40:00,210,-99,50099,9309,1:01:00,2022/05/19,40790,10:41:00,2022/05/19,09:30:00,2022/05/19,40790,10:41:00,2022/05/19,09:40:00,600,0,0:00:00,0:10:00,208500,2022/05/19,11:00:00,2022/05/19,09:30:00
793,HS-THG,BKK,BOM,2022/05/19,THA318,27300,21670,3:42:00,27160,2022/05/19,5730,22:09:00,2022/05/19,18:05:01,2022/05/19,5490,22:19:00,2022/05/19,26420,18:27:00,740,240,0:10:00,0:21:59,179900,A359,0,-5100,1754,2022/05/19,22:35:00,2022/05/19,18:21:00,754,-157,27457,22481,3:45:00,2022/05/19,4976,22:06:00,2022/05/19,18:05:00,2022/05/19,4976,22:06:00,2022/05/19,18:21:00,400,0,0:00:00,0:16:00,185000,2022/05/19,22:35:00,2022/05/19,18:05:00
794,HS-TKX,BKK,FRA,2022/05/19,THA921,89498,81800,10:06:00,89300,2022/05/19,7800,23:38:00,2022/05/19,13:10:01,2022/05/19,7500,23:45:00,2022/05/19,88900,13:32:00,400,300,0:07:00,0:21:59,220882,B77W,500,-418,4918,2022/05/19,23:25:00,2022/05/19,13:02:00,454,0,89498,82152,10:18:00,2022/05/19,7346,23:20:00,2022/05/19,12:45:00,2022/05/19,7346,23:20:00,2022/05/19,13:02:00,600,0,0:00:00,0:17:00,221300,2022/05/19,23:25:00,2022/05/19,12:45:00
795,HS-THK,LHE,BKK,2022/05/19,THA345,52600,23520,4:08:00,52550,2022/05/19,29600,17:10:00,2022/05/19,12:45:00,2022/05/19,29030,17:16:00,2022/05/19,52380,13:02:00,170,570,0:06:00,0:17:00,152648,A359,0,-2352,1947,2022/05/19,17:30:00,2022/05/19,13:00:00,1044,-146,52746,24190,4:07:00,2022/05/19,28556,17:07:00,2022/05/19,12:50:00,2022/05/19,28556,17:07:00,2022/05/19,13:00:00,400,0,0:00:00,0:10:00,155000,2022/05/19,17:30:00,2022/05/19,12:50:00
796,HS-THK,BKK,LHE,2022/05/19,THA346,28800,21050,3:53:00,28700,2022/05/19,7680,22:55:00,2022/05/19,18:38:00,2022/05/19,7650,23:02:00,2022/05/19,28350,19:02:00,350,30,0:07:00,0:24:00,166926,A359,0,-12074,1833,2022/05/19,23:10:00,2022/05/19,18:56:00,2765,444,28256,23341,3:57:00,2022/05/19,4915,22:53:00,2022/05/19,18:40:00,2022/05/19,4915,22:53:00,2022/05/19,18:56:00,400,0,0:00:00,0:16:00,179000,2022/05/19,23:10:00,2022/05/19,18:40:00
797,HS-THG,BOM,BKK,2022/05/19,THA317,31300,22470,3:52:00,31290,2022/05/19,8790,16:02:00,2022/05/19,11:53:00,2022/05/19,8820,16:09:00,2022/05/19,30830,12:10:00,460,Invalid,0:07:00,0:17:00,177617,A359,851,-2883,1693,2022/05/19,16:25:00,2022/05/19,12:05:00,-166,5,31285,22329,3:43:00,2022/05/19,8956,15:48:00,2022/05/19,11:55:00,2022/05/19,8956,15:48:00,2022/05/19,12:05:00,400,0,0:00:00,0:10:00,180500,2022/05/19,16:25:00,2022/05/19,11:55:00
798,HS-TTC,BKK,LHR,2022/05/19,THA911,90200,81100,10:49:00,90400,2022/05/19,9500,23:25:00,2022/05/19,12:21:00,2022/05/19,9300,23:32:00,2022/05/19,89900,12:36:00,500,200,0:07:00,0:15:00,207454,B77W,0,-1668,5245,2022/05/19,23:00:00,2022/05/19,11:49:00,1783,40,90360,82643,11:01:00,2022/05/19,7717,22:50:00,2022/05/19,11:30:00,2022/05/19,7717,22:50:00,2022/05/19,11:49:00,627,0,0:00:00,0:19:00,209122,2022/05/19,23:00:00,2022/05/19,11:30:00
799,HS-TWA,BKK,CDG,2022/05/19,THA931,62300,55300,10:38:00,62300,2022/05/19,7200,22:44:00,2022/05/19,11:43:00,2022/05/19,7000,22:52:00,2022/05/19,63200,12:06:00,Invalid,200,0:08:00,0:23:00,153951,B789,500,-649,5183,2022/05/19,22:55:00,2022/05/19,11:59:00,2134,-50,62350,57284,10:50:00,2022/05/19,5066,22:49:00,2022/05/19,11:40:00,2022/05/19,5066,22:49:00,2022/05/19,11:59:00,399,0,0:00:00,0:19:00,154600,2022/05/19,22:55:00,2022/05/19,11:40:00
800,HS-THE,BKK,MUC,2022/05/19,THA925,64850,Invalid,9:49:00,64850,2022/05/19,6920,22:41:00,2022/05/19,12:35:01,2022/05/19,6430,22:52:00,2022/05/19,Invalid,12:52:00,Invalid,490,0:11:00,0:16:59,176744,A359,500,206,4780,2022/05/19,23:05:00,2022/05/19,12:43:00,1545,61,64789,59414,9:55:00,2022/05/19,5375,22:38:00,2022/05/19,12:25:00,2022/05/19,5375,22:38:00,2022/05/19,12:43:00,450,0,0:00:00,0:18:00,176538,2022/05/19,23:05:00,2022/05/19,12:25:00
801,HS-TKM,BKK,DEL,2022/05/19,THA316,32800,25100,3:24:00,33000,2022/05/19,8400,21:48:00,2022/05/19,18:00:01,2022/05/19,7900,21:58:00,2022/05/19,32400,18:24:00,600,500,0:10:00,0:23:59,201617,B77W,0,-2283,1629,2022/05/19,22:25:00,2022/05/19,18:17:00,1796,162,32638,26034,3:33:00,2022/05/19,6604,21:50:00,2022/05/19,18:00:00,2022/05/19,6604,21:50:00,2022/05/19,18:17:00,600,0,0:00:00,0:17:00,203900,2022/05/19,22:25:00,2022/05/19,18:00:00
802,HS-TKO,BKK,SGN,2022/05/19,THA557,15300,8000,1:04:00,15400,2022/05/19,7800,14:45:00,2022/05/19,13:28:00,2022/05/19,7400,14:56:00,2022/05/19,15100,13:41:00,300,400,0:11:00,0:13:00,191282,B77W,0,-2233,454,2022/05/19,15:00:00,2022/05/19,13:52:00,1374,18,15282,8856,1:06:00,2022/05/19,6426,14:58:00,2022/05/19,13:35:00,2022/05/19,6426,14:58:00,2022/05/19,13:52:00,600,0,0:00:00,0:17:00,193515,2022/05/19,15:00:00,2022/05/19,13:35:00
803,HS-TKM,DEL,BKK,2022/05/19,THA315,38800,27500,3:50:00,38800,2022/05/19,11700,14:59:00,2022/05/19,10:57:00,2022/05/19,11300,15:10:00,2022/05/19,38500,11:09:00,300,400,0:11:00,0:12:00,203180,B77W,1017,-2820,1686,2022/05/19,15:25:00,2022/05/19,11:05:00,-199,-107,38907,27008,3:38:00,2022/05/19,11899,14:43:00,2022/05/19,10:55:00,2022/05/19,11899,14:43:00,2022/05/19,11:05:00,600,0,0:00:00,0:10:00,206000,2022/05/19,15:25:00,2022/05/19,10:55:00
804,HS-TKO,SGN,BKK,2022/05/19,THA556,24300,9000,1:16:00,24100,2022/05/19,15500,12:15:00,2022/05/19,10:46:00,2022/05/19,15100,12:21:00,2022/05/19,24000,10:59:00,100,400,0:06:00,0:13:00,185556,B77W,0,-7659,424,2022/05/19,12:20:00,2022/05/19,11:00:00,-82,-44,24344,8762,1:03:00,2022/05/19,15582,12:03:00,2022/05/19,10:50:00,2022/05/19,15582,12:03:00,2022/05/19,11:00:00,600,0,0:00:00,0:10:00,193215,2022/05/19,12:20:00,2022/05/19,10:50:00
805,HS-THL,BKK,BLR,2022/05/19,THA326,24475,18490,3:12:00,24470,2022/05/19,6200,22:13:00,2022/05/19,18:46:00,2022/05/19,5980,22:22:00,2022/05/19,24120,19:01:00,350,220,0:09:00,0:15:00,177469,A359,0,1129,1541,2022/05/19,22:55:00,2022/05/19,19:19:00,1366,457,24013,19179,3:19:00,2022/05/19,4834,22:38:00,2022/05/19,19:00:00,2022/05/19,4834,22:38:00,2022/05/19,19:19:00,475,0,0:00:00,0:19:00,176340,2022/05/19,22:55:00,2022/05/19,19:00:00
806,HS-THL,BLR,BKK,2022/05/19,THA325,24400,17360,3:03:00,24500,2022/05/19,7240,17:33:00,2022/05/19,14:14:00,2022/05/19,7140,17:40:00,2022/05/19,24030,14:30:00,470,100,0:07:00,0:16:00,166434,A359,0,-4106,1414,2022/05/19,17:55:00,2022/05/19,14:30:00,771,334,24066,17597,3:03:00,2022/05/19,6469,17:33:00,2022/05/19,14:20:00,2022/05/19,6469,17:33:00,2022/05/19,14:30:00,400,0,0:00:00,0:10:00,170540,2022/05/19,17:55:00,2022/05/19,14:20:00
807,HS-TKW,SYD,HKT,2022/05/19,THA477,70900,62600,8:09:00,70800,2022/05/19,8700,20:33:00,2022/05/19,12:09:00,2022/05/19,8200,20:41:00,2022/05/19,70500,12:24:00,300,500,0:08:00,0:15:00,210873,B77W,0,-327,3937,2022/05/19,20:40:00,2022/05/19,12:35:00,265,-18,70818,62383,8:15:00,2022/05/19,8435,20:50:00,2022/05/19,12:25:00,2022/05/19,8435,20:50:00,2022/05/19,12:35:00,600,0,0:00:00,0:10:00,211200,2022/05/19,20:40:00,2022/05/19,12:25:00
808,HS-TKZ,CPH,BKK,2022/05/19,THA950,106700,96000,11:36:00,106500,2022/05/20,10600,06:11:00,2022/05/19,18:21:00,2022/05/20,10500,06:35:00,2022/05/19,106100,18:35:00,400,100,0:24:00,0:14:00,209081,B77W,500,-2919,5780,2022/05/20,05:40:00,2022/05/19,18:30:00,3505,-438,107138,100043,11:54:00,2022/05/20,7095,06:24:00,2022/05/19,18:20:00,2022/05/20,7095,06:24:00,2022/05/19,18:30:00,600,0,0:00:00,0:10:00,212000,2022/05/20,05:40:00,2022/05/19,18:20:00
809,HS-TJV,NRT,BKK,2022/05/19,THA640,40000,33000,5:40:00,39700,2022/05/19,6900,21:05:00,2022/05/19,15:15:00,2022/05/19,6700,21:10:00,2022/05/19,39500,15:25:00,200,200,0:05:00,0:10:00,163381,B772,0,-4,2614,2022/05/19,21:20:00,2022/05/19,15:20:00,1865,16,39984,34949,5:40:00,2022/05/19,5035,21:00:00,2022/05/19,15:10:00,2022/05/19,5035,21:00:00,2022/05/19,15:20:00,400,0,0:00:00,0:10:00,163385,2022/05/19,21:20:00,2022/05/19,15:10:00
810,HS-TJW,BKK,DEL,2022/05/19,THA332,29100,22000,3:32:00,29200,2022/05/20,7400,01:42:00,2022/05/19,21:53:00,2022/05/20,7200,01:50:00,2022/05/19,28800,22:10:00,400,200,0:08:00,0:17:00,172576,B772,0,1576,1644,2022/05/20,02:15:00,2022/05/19,22:07:00,1694,195,28905,23199,3:35:00,2022/05/20,5706,01:42:00,2022/05/19,21:50:00,2022/05/20,5706,01:42:00,2022/05/19,22:07:00,459,0,0:00:00,0:17:00,171000,2022/05/20,02:15:00,2022/05/19,21:50:00
811,HS-TJW,DEL,BKK,2022/05/19,THA331,34400,24000,3:48:00,34400,2022/05/19,10500,20:23:00,2022/05/19,16:24:00,2022/05/19,10200,20:37:00,2022/05/19,34100,16:35:00,100,300,0:14:00,0:11:00,173770,B772,964,570,1657,2022/05/19,20:45:00,2022/05/19,16:25:00,-107,143,34257,23650,3:37:00,2022/05/19,10607,20:02:00,2022/05/19,16:15:00,2022/05/19,10607,20:02:00,2022/05/19,16:25:00,400,0,0:00:00,0:10:00,173200,2022/05/19,20:45:00,2022/05/19,16:15:00
812,HS-TKK,FRA,BKK,2022/05/19,THA920,108200,98500,11:22:00,108200,2022/05/20,9900,04:29:00,2022/05/19,16:55:00,2022/05/20,9700,04:35:00,2022/05/19,107800,17:07:00,400,200,0:06:00,0:12:00,221402,B77W,0,-407,5624,2022/05/20,04:15:00,2022/05/19,16:55:00,1546,21,108179,99825,11:31:00,2022/05/20,8354,04:26:00,2022/05/19,16:45:00,2022/05/20,8354,04:26:00,2022/05/19,16:55:00,600,0,0:00:00,0:10:00,221809,2022/05/20,04:15:00,2022/05/19,16:45:00
813,HS-TTA,LHR,BKK,2022/05/19,THA910,111100,101100,12:29:00,111100,2022/05/20,10800,06:54:00,2022/05/19,18:04:00,2022/05/20,10000,07:35:00,2022/05/19,110600,18:25:00,500,800,0:41:00,0:21:00,213715,B77W,507,-395,6004,2022/05/20,06:15:00,2022/05/19,18:05:00,1380,-48,111148,101728,12:20:00,2022/05/20,9420,06:25:00,2022/05/19,17:55:00,2022/05/20,9420,06:25:00,2022/05/19,18:05:00,600,0,0:00:00,0:10:00,214110,2022/05/20,06:15:00,2022/05/19,17:55:00
814,HS-TQD,MAA,BKK,2022/05/19,THA337,20500,13600,2:48:00,20500,2022/05/19,Invalid,18:20:00,2022/05/19,15:22:00,2022/05/19,6900,18:26:00,2022/05/19,Invalid,15:32:00,Invalid,Invalid,0:06:00,0:10:00,151704,B788,0,-2931,1268,2022/05/19,18:31:00,2022/05/19,15:20:00,-5984,-86,20586,14602,2:46:00,2022/05/19,5984,18:06:00,2022/05/19,15:10:00,2022/05/19,5984,18:06:00,2022/05/19,15:20:00,300,0,0:00:00,0:10:00,154635,2022/05/19,18:31:00,2022/05/19,15:10:00
815,HS-TQD,BKK,MAA,2022/05/19,THA338,19300,Invalid,2:54:00,19300,2022/05/19,Invalid,23:00:00,2022/05/19,19:43:00,2022/05/19,Invalid,23:10:00,2022/05/19,Invalid,20:06:00,Invalid,Invalid,0:10:00,0:23:00,146193,B788,0,-3842,1360,2022/05/19,23:10:00,2022/05/19,19:54:00,-4410,-117,19417,15007,2:59:00,2022/05/19,4410,22:53:00,2022/05/19,19:40:00,2022/05/19,4410,22:53:00,2022/05/19,19:54:00,300,0,0:00:00,0:14:00,150035,2022/05/19,23:10:00,2022/05/19,19:40:00
816,HS-TQE,ZRH,BKK,2022/05/19,THA970,65600,59400,11:25:00,65600,2022/05/20,Invalid,06:06:00,2022/05/19,18:27:00,2022/05/20,6400,06:11:00,2022/05/19,Invalid,18:41:00,Invalid,Invalid,0:05:00,0:14:00,150829,B788,0,-671,5594,2022/05/20,05:50:00,2022/05/19,18:15:00,-4660,-320,65920,61260,11:39:00,2022/05/20,4660,05:54:00,2022/05/19,18:05:00,2022/05/20,4660,05:54:00,2022/05/19,18:15:00,300,0,0:00:00,0:10:00,151500,2022/05/20,05:50:00,2022/05/19,18:05:00
817,HS-THH,NGO,BKK,2022/05/19,THA644,34900,27720,5:07:00,34710,2022/05/19,7090,22:47:00,2022/05/19,17:30:00,2022/05/19,6990,22:54:00,2022/05/19,34460,17:40:00,250,100,0:07:00,0:10:00,168329,A359,0,-1836,2383,2022/05/19,23:00:00,2022/05/19,17:15:00,165,-298,35198,28273,5:02:00,2022/05/19,6925,22:17:00,2022/05/19,17:05:00,2022/05/19,6925,22:17:00,2022/05/19,17:15:00,400,0,0:00:00,0:10:00,170165,2022/05/19,23:00:00,2022/05/19,17:05:00
818,HS-TKY,ICN,BKK,2022/05/19,THA656,44300,36300,4:43:00,44100,2022/05/19,8200,21:53:00,2022/05/19,16:59:00,2022/05/19,7800,21:59:00,2022/05/19,43800,17:10:00,300,400,0:06:00,0:11:00,223703,B77W,0,120,2283,2022/05/19,21:55:00,2022/05/19,16:40:00,2180,24,44276,38256,4:52:00,2022/05/19,6020,21:32:00,2022/05/19,16:30:00,2022/05/19,6020,21:32:00,2022/05/19,16:40:00,600,0,0:00:00,0:10:00,223583,2022/05/19,21:55:00,2022/05/19,16:30:00
819,HS-TKQ,KIX,BKK,2022/05/19,THA622,41200,34200,4:54:00,41200,2022/05/19,7200,22:10:00,2022/05/19,17:02:00,2022/05/19,7000,22:14:00,2022/05/19,40900,17:16:00,300,200,0:04:00,0:14:00,203942,B77W,0,687,2300,2022/05/19,22:30:00,2022/05/19,17:09:00,1486,-71,41271,35557,4:57:00,2022/05/19,5714,22:06:00,2022/05/19,16:59:00,2022/05/19,5714,22:06:00,2022/05/19,17:09:00,600,0,0:00:00,0:10:00,203255,2022/05/19,22:30:00,2022/05/19,16:59:00
820,HS-TWB,CDG,BKK,2022/05/19,THA930,81100,71700,12:06:00,81100,2022/05/20,Invalid,05:29:00,2022/05/19,17:08:00,2022/05/20,9300,05:42:00,2022/05/19,Invalid,17:23:00,Invalid,Invalid,0:13:00,0:15:00,164582,B789,0,-4418,5891,2022/05/20,05:10:00,2022/05/19,17:15:00,-6863,1515,79585,72722,12:05:00,2022/05/20,6863,05:20:00,2022/05/19,17:05:00,2022/05/20,6863,05:20:00,2022/05/19,17:15:00,300,0,0:00:00,0:10:00,169000,2022/05/20,05:10:00,2022/05/19,17:05:00
821,HS-THB,NRT,BKK,2022/05/19,THA642,36700,31200,5:29:00,36600,2022/05/19,5740,22:48:00,2022/05/19,17:05:00,2022/05/19,5400,23:02:00,2022/05/19,36410,17:19:00,190,340,0:14:00,0:14:00,173087,A359,0,-4578,2617,2022/05/19,23:10:00,2022/05/19,17:00:00,1000,-833,37533,32793,5:34:00,2022/05/19,4740,22:34:00,2022/05/19,16:50:00,2022/05/19,4740,22:34:00,2022/05/19,17:00:00,400,0,0:00:00,0:10:00,177665,2022/05/19,23:10:00,2022/05/19,16:50:00
822,HS-THD,ARN,BKK,2022/05/19,THA960,83700,74580,11:58:00,83820,2022/05/20,9450,06:25:00,2022/05/19,18:09:00,2022/05/20,9240,06:36:00,2022/05/19,83270,18:27:00,550,210,0:11:00,0:18:00,172451,A359,500,-1749,5888,2022/05/20,06:40:00,2022/05/19,18:20:00,835,-265,84085,75470,12:09:00,2022/05/20,8615,06:29:00,2022/05/19,18:10:00,2022/05/20,8615,06:29:00,2022/05/19,18:20:00,400,0,0:00:00,0:10:00,174200,2022/05/20,06:40:00,2022/05/19,18:10:00
823,HS-TQC,HKT,LHR,2022/05/19,THA919,58000,52000,0:00:00,58000,1000/01/01,Invalid,00:00:00,2022/05/19,20:40:00,2022/05/19,6200,08:23:00,1000/01/01,Invalid,00:00:00,Invalid,Invalid,8961992:23:00,Invalid,134007,B788,500,623,5350,2022/05/20,08:05:00,2022/05/19,20:44:00,-4810,-101,58101,53291,11:17:00,2022/05/20,4810,08:01:00,2022/05/19,20:25:00,2022/05/20,4810,08:01:00,2022/05/19,20:44:00,399,0,0:00:00,0:19:00,133384,2022/05/20,08:05:00,2022/05/19,20:25:00
