,departure_aerodrome_icao_code,arrival_aerodrome_icao_code,aircraft_registration,flight_date,flight_number,landing_time,flight_time,onblock_time,onblock_fuel,block_time,pf,pm,pc1,pc2
1222,LFPG,VTBS,HS-TWB,2022-05-10T00:00:00.000Z,THA931,2327,1047,2335,7000.0,1118,29448,42309,42593,
1223,VTBS,RJGG,HS-THG,2022-05-10T00:00:00.000Z,THA644,2233,0511,2238,6900.0,0529,42571,26870,,
1224,VTBS,RKSI,HS-TKN,2022-05-10T00:00:00.000Z,THA656,2144,0441,2154,9100.0,0502,43953,33627,,
1225,EGLL,VTBS,HS-TTB,2022-05-10T00:00:00.000Z,THA911,2305,1102,2315,9700.0,1130,38378,42777,44293,
1226,VOBL,VTBS,HS-THL,2022-05-10T00:00:00.000Z,THA326,2232,0319,2242,5499.0,0346,26775,35306,42582,
1227,VTBS,VOBL,HS-THL,2022-05-10T00:00:00.000Z,THA325,1745,0305,1752,6200.0,0328,35306,42582,26775,
1228,VTBS,RJAA,HS-TJW,2022-05-10T00:00:00.000Z,THA640,2104,0537,2109,8900.0,0550,42789,37789,,
1229,VTSP,YSSY,HS-TKY,2022-05-10T00:00:00.000Z,THA477,2102,0829,2107,9400.0,0853,42628,33845,42597,
1230,WSSS,VTBS,HS-THL,2022-05-09T00:00:00.000Z,THA404,0630,,0639,5000.0,,32107,37216,,
1231,VTBS,WSSS,HS-THL,2022-05-09T00:00:00.000Z,THA403,0311,,0317,4700.0,,37216,32107,,
1232,VTBS,EDDF,HS-TKZ,2022-05-09T00:00:00.000Z,THA920,0420,1114,0428,10700.0,1137,44250,34101,43500,
1233,EGLL,VTSP,HS-TQE,2022-05-09T00:00:00.000Z,THA919,0804,1124,0811,7000.0,1149,43969,33625,35455,43954
1234,VTBS,VABB,HS-TKM,2022-05-10T00:00:00.000Z,THA317,1613,0346,1620,11000.0,0406,44307,37147,43415,
1235,VTBS,ZGGG,HS-TKP,2022-05-10T00:00:00.000Z,THA678,1138,0227,1147,25100.0,0248,44285,33571,,
1236,ZGGG,VTBS,HS-TKP,2022-05-10T00:00:00.000Z,THA679,1647,0217,1654,9100.0,0243,33571,44285,,
1237,ESSA,VTBS,HS-THK,2022-05-08T00:00:00.000Z,THA961,2328,1044,2335,8200.0,1105,36735,44237,44267,
1238,EGLL,VTBS,HS-TTA,2022-05-09T00:00:00.000Z,THA911,2328,1107,2335,8400.0,1134,37136,43502,43823,
1239,VTBS,RJAA,HS-TKX,2022-05-08T00:00:00.000Z,THA642,2242,0514,2247,6900.0,0534,44158,35447,26778,44156
1240,LSZH,VTBS,HS-THJ,2022-05-09T00:00:00.000Z,THA971,2153,1014,2201,6200.0,1039,42256,37223,43479,
1241,ZPPP,VTBS,HS-TJW,2022-05-08T00:00:00.000Z,THA613,0328,0148,0336,6600.0,0214,45135,40515,,
1242,VTBS,ZPPP,HS-TJW,2022-05-08T00:00:00.000Z,THA612,2350,0158,0002,16500.0,0225,40515,45135,,
1243,VIDP,VTBS,HS-TKP,2022-05-08T00:00:00.000Z,THA316,2206,0329,2213,7200.0,0350,44258,33146,44178,
1244,VTBS,VOMM,HS-TQA,2022-05-09T00:00:00.000Z,THA337,1804,0246,1805,6600.0,0304,43948,20818,23511,
1245,VOMM,VTBS,HS-TQA,2022-05-09T00:00:00.000Z,THA338,2240,0252,2246,6300.0,0311,20818,43948,23511,
1246,VTSP,VTBS,HS-TQE,2022-05-10T00:00:00.000Z,THA919,1009,0107,1015,5000.0,0128,35455,43954,33625,43969
1247,YSSY,VTBS,HS-TKK,2022-05-10T00:00:00.000Z,THA476,0915,0903,0922,9400.0,0924,26107,43825,44171,
1248,VTBS,VTSP,HS-TKY,2022-05-10T00:00:00.000Z,THA477,1055,0100,1059,41200.0,0119,33845,42597,42628,
1249,VTBS,VGHS,HS-TKM,2022-05-10T00:00:00.000Z,THA321,0557,0207,0607,25300.0,0231,30937,44297,,
1250,VGHS,VTBS,HS-TKM,2022-05-10T00:00:00.000Z,THA322,1036,0200,1045,9600.0,0228,44297,30937,,
1251,WADD,VTBS,HS-TQA,2022-05-09T00:00:00.000Z,THA432,1245,0341,1254,6400.0,0407,29440,43973,,
1252,VTBS,YMML,HS-THC,2022-05-10T00:00:00.000Z,THA465,1034,0831,1039,9900.0,0847,43943,25384,44619,
1253,VTBS,WADD,HS-TQA,2022-05-09T00:00:00.000Z,THA431,0641,0347,0647,22200.0,0405,43973,29440,,
1254,VTBS,VTSP,HS-TKW,2022-05-08T00:00:00.000Z,THA926,0354,0103,0401,32500.0,0123,20821,44407,36146,44287
1255,VTSP,EDDF,HS-TKW,2022-05-08T00:00:00.000Z,THA926,1705,1123,1713,10500.0,1144,44407,20821,36146,44287
1256,VHHH,VTBS,HS-TTC,2022-05-10T00:00:00.000Z,THA601,0720,0221,0727,7000.0,0248,39856,43321,,
1257,VTBS,VHHH,HS-TTC,2022-05-10T00:00:00.000Z,THA600,0338,0214,0336,8400.0,0228,43321,39856,,
1258,VTBS,EDDM,HS-THK,2022-05-09T00:00:00.000Z,THA924,0459,1057,0504,8200.0,1117,44616,37252,42310,
1259,VTBS,LFPG,HS-TWA,2022-05-08T00:00:00.000Z,THA930,0511,1145,0527,6100.0,1215,42593,29448,42309,
1260,VTBS,ESSA,HS-THD,2022-05-09T00:00:00.000Z,THA960,0605,1144,0614,9500.0,1211,44614,39862,43937,
1261,VTBS,VIDP,HS-TJV,2022-05-09T00:00:00.000Z,THA331,2013,0351,2030,11200.0,0414,40190,44622,44199,
1262,VABB,VTBS,HS-TKW,2022-05-09T00:00:00.000Z,THA318,2217,0352,2226,2226.0,0418,43487,40187,45502,
1263,LSZH,VTBS,HS-THF,2022-05-08T00:00:00.000Z,THA971,2228,1021,2233,6600.0,1049,42262,36730,44291,
1264,VTBS,VABB,HS-TKW,2022-05-09T00:00:00.000Z,THA317,1558,0343,1606,10500.0,0408,45502,40187,43487,
1265,VOMM,VTBS,HS-TQD,2022-05-03T00:00:00.000Z,THA338,2248,0300,2254,5700.0,0321,43119,27478,44793,
1266,VTBS,VOMM,HS-TQD,2022-05-03T00:00:00.000Z,THA337,1820,0258,1825,6300.0,0322,44793,27478,,
1267,RJAA,VTBS,HS-TKM,2022-05-09T00:00:00.000Z,THA641,0831,0625,0838,7000.0,0652,44409,37147,,
1268,VOBL,VTBS,HS-THB,2022-05-04T00:00:00.000Z,THA326,2220,0309,2229,6300.0,0333,42780,38368,26539,
1269,VTBS,VOBL,HS-THB,2022-05-04T00:00:00.000Z,THA325,1738,0306,1747,7600.0,0332,38368,42780,26539,
1270,VIDP,VTBS,HS-TJV,2022-05-09T00:00:00.000Z,THA332,0139,0331,0148,6800.0,0356,44199,40190,44622,
1271,LFPG,VTBS,HS-TWA,2022-05-09T00:00:00.000Z,THA931,2257,1047,2303,7200.0,1117,42575,30946,44173,
1272,ESSA,VTBS,HS-THB,2022-05-09T00:00:00.000Z,THA961,2320,1041,2328,6000.0,1106,32095,43934,42652,
1273,VTBS,OPIS,HS-THM,2022-05-09T00:00:00.000Z,THA349,1749,0526,1759,24700.0,0549,42790,33874,44236,
1274,OPIS,VTBS,HS-THM,2022-05-09T00:00:00.000Z,THA350,2326,0413,2335,6600.0,0435,44236,33874,42790,
1275,VTBS,RKSI,HS-TKV,2022-05-09T00:00:00.000Z,THA656,2137,0440,2143,8200.0,0458,26949,43406,,
1276,VOBL,VTBS,HS-THL,2022-05-09T00:00:00.000Z,THA326,2224,0316,2232,6400.0,0340,43940,38383,44356,
1277,VTBS,VOBL,HS-THL,2022-05-09T00:00:00.000Z,THA325,1738,0305,1745,6600.0,0325,44356,38383,43940,
1278,VIDP,VTBS,HS-TKM,2022-05-09T00:00:00.000Z,THA316,2158,0331,2205,7000.0,0358,44280,33811,43405,
1279,VTBS,VIDP,HS-TKM,2022-05-09T00:00:00.000Z,THA315,1456,0345,1512,11400.0,2117,44280,33811,43405,
1280,EDDF,VTSP,HS-TKW,2022-05-08T00:00:00.000Z,THA927,0546,1041,0554,8400.0,1104,37219,41941,29435,43832
1281,WMKK,VTBS,HS-THG,2022-05-08T00:00:00.000Z,THA416,0808,0147,0817,4700.0,0209,38383,42571,,
1282,VTBS,WMKK,HS-THG,2022-05-08T00:00:00.000Z,THA415,0435,0150,0443,6300.0,0213,42571,38383,,
1283,VTBS,RJAA,HS-TKM,2022-05-08T00:00:00.000Z,THA640,2102,0525,2107,6600.0,0544,45127,32106,,
1284,EGLL,VTBS,HS-TTB,2022-05-08T00:00:00.000Z,THA911,2357,1100,0007,8700.0,1134,26774,42621,43949,
1285,YMML,VTBS,HS-THM,2022-05-09T00:00:00.000Z,THA466,0900,0845,0908,6100.0,0908,43481,29449,44243,
1286,VIDP,VTBS,HS-TJV,2022-05-08T00:00:00.000Z,THA332,0148,0330,0157,6100.0,0353,43490,26957,43504,
1287,VTBS,WMKK,HS-THD,2022-05-09T00:00:00.000Z,THA415,0419,0147,0426,7100.0,0208,_____,,,
1288,WMKK,VTBS,HS-THD,2022-05-09T00:00:00.000Z,THA416,0722,0150,0729,5100.0,0206,,,,
1289,OPKC,VTBS,HS-TQA,2022-05-08T00:00:00.000Z,THA342,2349,0423,2357,8500.0,0442,30346,43256,43964,
1290,VTBS,VIDP,HS-TJV,2022-05-08T00:00:00.000Z,THA331,2022,0347,2101,11200.0,0439,43504,26957,43490,
1291,LFPG,VTBS,HS-TWB,2022-05-08T00:00:00.000Z,THA931,2251,1046,2302,7000.0,1119,43970,26768,43124,
1292,VTBS,LFPG,HS-TTA,2022-05-06T00:00:00.000Z,THA930,0456,1136,0505,14400.0,1156,35311,43124,26768,43970
1293,VGHS,VTBS,HS-THK,2022-05-07T00:00:00.000Z,THA322,1001,0207,1008,6700.0,0227,44350,20826,,
1294,VTBS,VGHS,HS-THK,2022-05-07T00:00:00.000Z,THA321,0604,0215,0610,18600.0,0232,20826,44350,,
1295,VTBS,VOMM,HS-TQE,2022-05-08T00:00:00.000Z,THA337,1831,0306,1842,7200.0,0330,33160,42600,25320,
1296,VTBS,OPLA,HS-THC,2022-05-08T00:00:00.000Z,THA345,1748,0417,1754,27800.0,0439,44253,28382,43938,
1297,OPLA,VTBS,HS-THC,2022-05-08T00:00:00.000Z,THA346,2307,0357,2313,7000.0,0414,28382,44253,43938,
1298,VTBS,VIDP,HS-TKP,2022-05-08T00:00:00.000Z,THA315,1511,0345,1524,11400.0,0413,44258,33146,44178,
1299,ZSPD,VTBS,HS-THH,2022-05-06T00:00:00.000Z,THA665,1400,0345,1406,6700.0,0411,44193,26468,,
1300,VTBS,ZSPD,HS-THH,2022-05-06T00:00:00.000Z,THA664,0711,0341,0719,27500.0,0359,26468,44193,,
1301,WIII,VTBS,HS-THG,2022-05-06T00:00:00.000Z,THA434,0902,0256,0908,5500.0,0318,37229,33153,,
1302,VOMM,VTBS,HS-TQE,2022-05-08T00:00:00.000Z,THA338,2258,0307,2305,6800.0,0329,42600,33160,25320,
1303,VTBS,RJBB,HS-TKO,2022-05-08T00:00:00.000Z,THA622,2203,0448,2206,6200.0,0505,42248,36466,,
1304,VTBS,VABB,HS-TKN,2022-05-08T00:00:00.000Z,THA317,1606,0344,1614,11100.0,0407,29438,44262,42598,
1305,VABB,VTBS,HS-TKN,2022-05-08T00:00:00.000Z,THA318,2158,0345,2206,8100.0,0407,42598,29438,44262,
1306,VTBS,YMML,HS-THJ,2022-05-07T00:00:00.000Z,THA465,1037,0830,1046,8900.0,0852,44243,29449,43481,
1307,VTBS,VTSP,HS-TKX,2022-05-07T00:00:00.000Z,THA477,1100,0105,1108,34300.0,0127,31841,43480,43482,
1308,VTBS,VTSP,HS-TQA,2022-05-07T00:00:00.000Z,THA918,0316,0107,0327,25900.0,0129,33625,43969,35455,43954
1309,VTSP,YSSY,HS-TKX,2022-05-07T00:00:00.000Z,THA477,2027,0808,2033,10600.0,0823,43482,31841,43480,
1310,LFPG,VTBS,HS-TTB,2022-05-02T00:00:00.000Z,THA931,2249,1047,2255,12600.0,1109,17305,43948,42778,32094
1311,VTBS,VGHS,HS-TJW,2022-05-08T00:00:00.000Z,THA321,0608,0208,0616,21200.0,0230,42595,23416,,
1312,VGHS,VTBS,HS-TJW,2022-05-08T00:00:00.000Z,THA322,0954,0201,1002,7900.0,0230,23416,42595,,
1313,ESSA,VTBS,HS-THK,2022-05-06T00:00:00.000Z,THA961,2340,1052,2347,8700.0,1111,43829,26769,43931,
1314,VTBS,ESSA,HS-THD,2022-05-03T00:00:00.000Z,THA960,0616,1148,0624,9800.0,1212,26769,43931,43829,
1315,RPLL,VTBS,HS-TKO,2022-05-08T00:00:00.000Z,THA625,1505,0250,1513,7300.0,0325,26948,30345,,
1316,VTBS,RPLL,HS-TKO,2022-05-08T00:00:00.000Z,THA624,1040,0258,1046,9600.0,0319,30345,26948,,
1317,LFPG,VTBS,HS-TTA,2022-05-07T00:00:00.000Z,THA931,2315,1054,2323,11600.0,1124,42318,26958,44165,
1318,VTBS,WSSS,HS-THM,2022-05-06T00:00:00.000Z,THA409,1117,0152,1123,5200.0,0213,44188,38387,,
1319,WSSS,VTBS,HS-THM,2022-05-06T00:00:00.000Z,THA410,1450,0159,1459,4300.0,0227,38387,44188,,
1320,EGLL,VTBS,HS-TKY,2022-05-07T00:00:00.000Z,THA911,2350,1109,2357,9100.0,1137,40790,40181,43951,
1321,VTBS,VOBL,HS-THH,2022-05-07T00:00:00.000Z,THA325,1741,0321,1752,8200.0,0343,29437,44190,44195,
1322,VOBL,VTBS,HS-THH,2022-05-07T00:00:00.000Z,THA326,2229,0317,2241,6700.0,0341,44190,29437,44195,
1323,VTBS,WIII,HS-TKL,2022-05-08T00:00:00.000Z,THA433,0439,0254,0444,23300.0,0311,45129,37116,,
1324,VTBS,ESSA,HS-THK,2022-05-05T00:00:00.000Z,THA960,0604,1130,0628,9800.0,1218,44267,36735,44237,
1325,RJGG,VTBS,HS-TKP,2022-05-08T00:00:00.000Z,THA645,0759,0543,0806,6100.0,0606,37152,43494,37212,43412
1326,VTBS,LSZH,HS-THF,2022-05-07T00:00:00.000Z,THA970,0543,1100,0550,6800.0,1119,43479,37223,42256,
1327,VTBS,EDDM,HS-THE,2022-05-06T00:00:00.000Z,THA924,0446,1042,0452,7200.0,1103,42646,39833,43478,
1328,VTSP,VTBS,HS-TKX,2022-05-08T00:00:00.000Z,THA478,1055,0107,1103,7500.0,0125,_____,44297,,
1329,VTBS,RKSI,HS-TKZ,2022-05-06T00:00:00.000Z,THA656,2125,0434,2138,9300.0,0503,43423,39856,,
1330,VABB,VTBS,HS-THL,2022-05-07T00:00:00.000Z,THA318,2245,0340,2253,5900.0,0407,32112,43942,26461,
1331,VTBS,VABB,HS-THL,2022-05-07T00:00:00.000Z,THA317,1604,0351,1613,8500.0,0419,43942,32112,26461,
1332,VTSP,EDDF,HS-TKW,2022-05-06T00:00:00.000Z,THA926,1651,1123,1659,8800.0,1154,41941,37219,29435,43832
1333,VTSP,VTBS,HS-TQA,2022-05-08T00:00:00.000Z,THA919,1008,0103,1014,5700.0,0117,44163,39689,39149,44159
1334,WMKK,VTBS,HS-TQE,2022-05-05T00:00:00.000Z,THA416,0733,0150,0743,4600.0,0210,29440,44166,,
1335,VTBS,WMKK,HS-TQE,2022-05-05T00:00:00.000Z,THA415,0418,0157,0429,4300.0,0226,44166,44166,,
1336,WIII,VTBS,HS-TKL,2022-05-08T00:00:00.000Z,THA434,0905,0306,0912,,0325,37116,45129,,
1337,RJAA,VTBS,HS-THC,2022-05-08T00:00:00.000Z,THA643,0920,0611,0927,6700.0,0630,44347,37215,,
1338,VTBS,VIDP,HS-TKL,2022-04-30T00:00:00.000Z,THA331,2023,0340,2031,11700.0,0359,40294,36762,44414,
1339,RJBB,VTBS,HS-TKN,2022-05-08T00:00:00.000Z,THA623,0858,0827,0906,5300.0,0619,44414,26455,,
1340,VTBS,EKCH,HS-TKV,2022-05-06T00:00:00.000Z,THA950,0602,1106,0610,7300.0,1132,40293,45504,43493,
1341,RKSI,VTBS,HS-TKM,2022-05-08T00:00:00.000Z,THA657,0648,0512,0656,6800.0,0536,39856,43423,,
1342,VTBS,VHHH,HS-TTA,2022-05-08T00:00:00.000Z,THA600,0345,0205,0351,8300.0,0223,45520,33825,,
1343,VHHH,VTBS,HS-TTA,2022-05-08T00:00:00.000Z,THA601,0733,0225,0742,6200.0,0246,33825,45520,,
1344,OPKC,VTBS,HS-TQA,2022-05-06T00:00:00.000Z,THA342,2328,0426,2339,6500.0,0452,44814,32100,42778,
1345,VTBS,EKCH,HS-TKZ,2022-05-07T00:00:00.000Z,THA950,0605,1116,0611,8500.0,1134,45596,28380,43503,
1346,VTBS,LFPG,HS-TWB,2022-05-07T00:00:00.000Z,THA930,0513,1133,0524,7100.0,1201,30946,_____,,
1347,VTBS,EGLL,HS-TKY,2022-05-06T00:00:00.000Z,THA910,0607,1146,0615,11600.0,1211,43949,26774,42621,
1348,VTBS,EDDF,HS-TKK,2022-05-07T00:00:00.000Z,THA920,0415,1103,0420,9400.0,1124,43476,36152,44408,
1349,VYYY,VTBS,HS-THM,2022-05-07T00:00:00.000Z,THA304,0415,0101,0424,5100.0,0129,36732,44184,,
1350,ZGGG,VTBS,HS-THM,2022-05-07T00:00:00.000Z,THA679,1654,0226,1701,6000.0,0243,26775,26470,44798,
1351,VTBS,ZGGG,HS-THM,2022-05-07T00:00:00.000Z,THA678,1145,0223,1154,18700.0,0240,44798,26470,26775,
1352,VTBS,EGLL,HS-TTB,2022-05-05T00:00:00.000Z,THA910,0627,1158,0636,11100.0,1222,40181,43951,40790,_____
1353,VTBS,RJGG,HS-TKP,2022-05-07T00:00:00.000Z,THA644,2240,0458,2246,10000.0,0523,37212,43412,37152,43494
1354,VTBS,EDDM,HS-THE,2022-05-04T00:00:00.000Z,THA924,0504,1056,0512,7700.0,1126,35309,32102,40806,
1355,EDDM,VTBS,HS-THE,2022-05-07T00:00:00.000Z,THA925,2301,1011,2308,7100.0,1037,40806,35309,32102,
1356,LSZH,VTBS,HS-TWA,2022-05-07T00:00:00.000Z,THA971,2214,1027,2224,7300.0,1050,33882,43117,43116,44176
1357,VIDP,VTBS,HS-TKL,2022-05-07T00:00:00.000Z,THA316,2143,0326,2153,7800.0,0349,44259,26105,43396,
1358,VTSP,EGLL,HS-TQA,2022-05-07T00:00:00.000Z,THA918,1645,1158,1654,7400.0,1222,43954,35455,33625,43969
1359,VTBS,VVTS,HS-TKP,2022-05-07T00:00:00.000Z,THA556,1220,0133,1231,13800.0,0154,43406,37789,,
1360,VVTS,VTBS,HS-TKP,2022-05-07T00:00:00.000Z,THA557,1446,0100,1454,7400.0,0122,37789,43406,,
1361,VTBS,LSZH,HS-TQF,2022-05-03T00:00:00.000Z,THA970,0541,1123,0546,6700.0,1141,26787,44177,41095,
1362,VTBS,RPLL,HS-TKN,2022-05-07T00:00:00.000Z,THA624,1104,0304,1110,8900.0,0328,30337,26114,,
1363,LFPG,VTBS,HS-TWB,2022-05-06T00:00:00.000Z,THA931,2321,1105,2329,7200.0,1134,43973,33812,43125,
1364,VTSP,EGLL,HS-TQD,2022-05-05T00:00:00.000Z,THA918,1703,1203,1709,7700.0,1222,,,,
1365,VTBS,EDDF,HS-TKN,2022-05-05T00:00:00.000Z,THA920,0425,1117,0432,9500.0,1137,38737,43424,44794,
1366,VTBS,RJAA,HS-TKK,2022-05-06T00:00:00.000Z,THA642,2236,0623,2241,9900.0,0540,37147,44409,,
1367,VTSP,VTBS,HS-TQD,2022-05-06T00:00:00.000Z,THA919,1057,0105,1103,5100.0,0125,43256,30942,34099,44152
1368,VTBS,RJGG,HS-THC,2022-05-04T00:00:00.000Z,THA644,2212,0450,2218,7000.0,0511,44221,32107,,
1369,RJGG,VTBS,HS-THC,2022-05-06T00:00:00.000Z,THA645,0803,0554,0810,6300.0,0617,32107,44221,,
1370,VTSP,VTBS,HS-TKW,2022-05-07T00:00:00.000Z,THA927,0747,0106,0755,6600.0,0122,38337,42648,36763,43950
1371,VTBS,OPKC,HS-TQA,2022-05-06T00:00:00.000Z,THA341,1731,0431,1739,26100.0,0456,42778,32100,44814,
1372,VTBS,ZGGG,HS-THL,2022-05-04T00:00:00.000Z,THA678,1131,0225,1141,21200.0,0255,28368,44616,_____,
1373,EDDF,VTSP,HS-TKW,2022-05-06T00:00:00.000Z,THA927,0545,1051,0552,8100.0,1111,43950,36763,38337,42648
1374,VTBS,VVNB,HS-THB,2022-05-07T00:00:00.000Z,THA560,0227,0127,0233,14000.0,0145,30944,40509,,
1375,VVNB,VTBS,HS-THB,2022-05-07T00:00:00.000Z,THA561,0508,0130,0518,5100.0,0152,40509,30944,,
1376,VIDP,VTBS,HS-TKP,2022-05-06T00:00:00.000Z,THA316,2151,0326,2159,7700.0,0350,26309,44217,44286,
1377,VTBS,VIDP,HS-TKP,2022-05-06T00:00:00.000Z,THA315,1533,0344,1545,11300.0,0408,44217,26309,44286,
1378,VTBS,EKCH,HS-TKY,2022-05-01T00:00:00.000Z,THA950,0557,1113,0612,10800.0,1152,36748,44256,43494,
1379,VTBS,EGLL,HS-TTA,2022-04-30T00:00:00.000Z,THA910,0621,1156,0629,11200.0,1218,38388,30937,43499,
1380,RJAA,VTBS,HS-TKR,2022-05-06T00:00:00.000Z,THA643,0939,0619,0945,7800.0,0638,36052,44299,,
1381,EKCH,VTBS,HS-TKX,2022-05-06T00:00:00.000Z,THA951,2317,1026,2325,8600.0,1046,41934,24871,43413,
1382,VTBS,ZGGG,HS-THJ,2022-05-06T00:00:00.000Z,THA678,1123,0217,1133,22500.0,0237,44192,38887,40784,
1383,ZGGG,VTBS,HS-THJ,2022-05-06T00:00:00.000Z,THA679,1621,0225,1632,8400.0,0251,40784,38887,44192,
1384,LSZH,VTBS,HS-TQE,2022-05-06T00:00:00.000Z,THA971,2248,1051,2256,4600.0,1122,41095,26787,44177,
1385,EGLL,VTBS,HS-TTB,2022-05-06T00:00:00.000Z,THA911,2325,1116,2333,10200.0,1136,43483,36723,44199,
1386,OPIS,VTBS,HS-THD,2022-05-06T00:00:00.000Z,THA350,2257,0422,2307,5800.0,0448,30952,44191,,
1387,VTBS,OPIS,HS-THD,2022-05-06T00:00:00.000Z,THA349,1653,0426,1658,29500.0,0446,44187,30952,44191,
1388,VTSP,EDDF,HS-TKW,2022-05-04T00:00:00.000Z,THA926,1650,1129,1657,9400.0,1144,42648,38337,36763,43950
1389,VTBS,WSSS,HS-THM,2022-05-06T00:00:00.000Z,THA409,,,,,,,,,
1390,VTSP,VTBS,HS-TKV,2022-05-06T00:00:00.000Z,THA478,1149,0109,1155,7200.0,0127,44212,26100,,
1391,ZGGG,VTBS,HS-TKQ,2022-05-06T00:00:00.000Z,THA669,1222,0225,1230,8300.0,0245,41935,44408,26954,
1392,VTSP,VTBS,HS-TKW,2022-05-05T00:00:00.000Z,THA927,0753,0103,0803,6400.0,0118,43490,40295,26949,43489
1393,EDDF,VTSP,HS-TKW,2022-05-04T00:00:00.000Z,THA927,0547,1042,0554,8100.0,1105,40295,43489,26949,43490
1394,EDDM,VTBS,HS-THE,2022-05-05T00:00:00.000Z,THA925,2254,0958,2302,6700.0,1022,42319,37995,43932,
1395,VTBS,EDDM,HS-THH,2022-05-02T00:00:00.000Z,THA924,0510,1109,0518,7900.0,1133,43932,37995,42319,
1396,VTBS,ZPPP,HS-TKO,2022-05-06T00:00:00.000Z,THA612,0526,0153,0537,23400.0,0212,43974,33822,,
1397,ZPPP,VTBS,HS-TKO,2022-05-06T00:00:00.000Z,THA613,0950,0145,1002,9600.0,0215,33822,43974,,
1398,VTBS,WSSS,HS-THM,2022-05-06T00:00:00.000Z,THA403,0321,0153,0327,5200.0,0216,42584,37252,,
1399,WSSS,VTBS,HS-THM,2022-05-06T00:00:00.000Z,THA404,0632,0156,0637,5100.0,0217,37252,42584,,
1400,YMML,VTBS,HS-THB,2022-05-06T00:00:00.000Z,THA466,0918,0903,0925,6600.0,0925,39849,39862,43938,
1401,VTBS,YMML,HS-THJ,2022-05-03T00:00:00.000Z,THA465,1016,0810,1028,10100.0,0843,43938,39862,39849,
1402,EGLL,VTBS,HS-TTA,2022-05-05T00:00:00.000Z,THA911,2304,1058,2311,8600.0,1121,33624,43972,44403,
1403,VTBS,VIDP,HS-TJW,2022-05-05T00:00:00.000Z,THA331,2019,0352,2043,9900.0,0431,43825,40515,44621,
1404,VGHS,VTBS,HS-TQD,2022-04-27T00:00:00.000Z,THA322,1000,0157,1010,7100.0,0232,37221,42598,,
1405,VTBS,EDDF,HS-TKQ,2022-05-04T00:00:00.000Z,THA920,0423,1105,0432,9700.0,1133,33867,44283,41945,
1406,VTBS,ZGGG,HS-THF,2022-05-02T00:00:00.000Z,THA668,0658,0222,0705,21600.0,0244,38893,43937,,
1407,ZGGG,VTBS,HS-THF,2022-05-02T00:00:00.000Z,THA669,1146,0235,1151,7800.0,0253,38893,43937,,
1408,EGLL,VTSP,HS-TQD,2022-05-05T00:00:00.000Z,THA919,0849,1121,0857,6200.0,1148,44152,34099,30942,43256
1409,RJBB,VTBS,HS-THG,2022-05-03T00:00:00.000Z,THA623,0851,0543,0901,4600.0,0614,44184,38383,,
1410,VTBS,YMML,HS-THB,2022-05-05T00:00:00.000Z,THA465,0957,0759,1006,9400.0,0824,44215,26310,44278,
1411,VOBL,VTBS,HS-THK,2022-05-03T00:00:00.000Z,THA326,2231,0317,2237,5800.0,0342,44195,33879,44187,
1412,RCTP,VTBS,HS-THJ,2022-05-05T00:00:00.000Z,THA633,1020,0321,0348,5000.0,2106,44232,30947,,
1413,VIDP,VTBS,HS-TKM,2022-05-05T00:00:00.000Z,THA316,2153,0321,2203,,0341,45129,33621,44420,
1414,VTBS,RCTP,HS-THJ,2022-05-05T00:00:00.000Z,THA632,0454,0304,0459,7600.0,0324,30947,44232,,
1415,VTBS,VIDP,HS-TKM,2022-05-05T00:00:00.000Z,THA315,1520,0339,1532,,0410,45129,33621,44420,
1416,YSSY,VTBS,HS-TKX,2022-05-05T00:00:00.000Z,THA476,0943,0919,0950,7500.0,0943,40294,39143,43415,
1417,VTBS,EGLL,HS-TKV,2022-05-01T00:00:00.000Z,THA910,0628,1155,0639,8800.0,1223,44263,40187,41948,
1418,VTSP,VTBS,HS-TKV,2022-04-30T00:00:00.000Z,THA927,0751,0103,0800,8000.0,0122,37131,43500,38737,45127
1419,RKSI,VTBS,HS-TKN,2022-05-05T00:00:00.000Z,THA659,0608,0529,0613,6300.0,0553,43823,33814,,
1420,VIDP,VTBS,HS-TJW,2022-05-05T00:00:00.000Z,THA332,0144,0325,0155,6500.0,0353,44621,40515,43825,
1421,LFPG,VTBS,HS-TWA,2022-05-05T00:00:00.000Z,THA931,2243,1048,2252,6700.0,1112,42595,33816,44157,
1422,VABB,VTBS,HS-TKW,2022-05-03T00:00:00.000Z,THA318,2155,0332,2203,7500.0,0358,43508,38014,,
1423,VOBL,VTBS,HS-THL,2022-05-05T00:00:00.000Z,THA326,2220,0310,2230,5500.0,0334,42265,33874,44203,
1424,VTBS,VABB,HS-THM,2022-05-05T00:00:00.000Z,THA317,1548,0342,1557,9700.0,0405,44216,38386,44209,
1425,OPLA,VTBS,HS-THD,2022-05-05T00:00:00.000Z,THA346,2313,0353,2319,7800.0,0413,44619,28376,43826,
1426,VTBS,OPLA,HS-THD,2022-05-05T00:00:00.000Z,THA345,1806,0415,1814,28100.0,0439,28376,43826,44619,
1427,VTBS,VOBL,HS-THL,2022-05-05T00:00:00.000Z,THA325,1746,0303,1755,7600.0,0325,44203,33874,42265,
1428,VTBS,EBBR,HS-THC,2022-04-21T00:00:00.000Z,THA934,0543,1147,0549,6500.0,1211,44194,35309,42646,
