,flight_date,flight_number,aircraft_registration,dep
3555,2022/03/29,THA323,HS-TKQ,BKK
3556,2022/03/29,THA324,HS-TKQ,DEL
3557,2022/03/29,THA341,HS-THF,BKK
3558,2022/03/29,THA342,HS-THF,KHI
3559,2022/03/29,THA345,HS-THN,BKK
3560,2022/03/29,THA346,HS-THN,LHE
3561,2022/03/29,THA403,HS-THB,BKK
3562,2022/03/29,THA404,HS-THB,SIN
3563,2022/03/29,THA465,HS-THJ,BKK
3564,2022/03/29,THA475,HS-TKV,BKK
3565,2022/03/29,THA476,HS-TKX,SYD
3566,2022/03/29,THA492,HS-THD,AKL
3567,2022/03/29,THA600,HS-THL,BKK
3568,2022/03/29,THA601,HS-THL,HKG
3569,2022/03/29,THA612,HS-TKQ,BKK
3570,2022/03/29,THA613,HS-TKQ,KMG
3571,2022/03/29,THA622,HS-TKL,BKK
3572,2022/03/29,THA623,HS-TKO,KIX
3573,2022/03/29,THA624,HS-THC,BKK
3574,2022/03/29,THA625,HS-THC,MNL
3575,2022/03/29,THA640,HS-TJV,BKK
3576,2022/03/29,THA641,HS-TJV,NRT
3577,2022/03/29,THA642,HS-THL,BKK
3578,2022/03/29,THA643,HS-THN,NRT
3579,2022/03/29,THA644,HS-THD,BKK
3580,2022/03/29,THA656,HS-TKY,BKK
3581,2022/03/29,THA657,HS-THF,ICN
3582,2022/03/29,THA672,HS-TJT,BKK
3583,2022/03/29,THA673,HS-TJT,KIX
3584,2022/03/29,THA678,HS-TJS,BKK
3585,2022/03/29,THA679,HS-TJS,CAN
3586,2022/03/29,THA910,HS-TKW,BKK
3587,2022/03/29,THA911,HS-TKZ,LHR
3588,2022/03/29,THA920,HS-TKO,BKK
3589,2022/03/29,THA921,HS-TKP,FRA
3590,2022/03/29,THA925,HS-TKK,MUC
3591,2022/03/29,THA930,HS-TQE,BKK
3592,2022/03/29,THA931,HS-TQF,CDG
3593,2022/03/29,THA934,HS-THC,BKK
3594,2022/03/29,THA952,HS-THK,HKT
3595,2022/03/29,THA952,HS-THK,BKK
3596,2022/03/29,THA961,HS-THE,ARN
3597,2022/03/29,THA970,HS-TKX,BKK
3598,2022/03/30,THA315,HS-TKL,BKK
3599,2022/03/30,THA316,HS-TKL,DEL
3600,2022/03/30,THA317,HS-THL,BKK
3601,2022/03/30,THA318,HS-THL,BOM
3602,2022/03/30,THA321,HS-TQA,BKK
3603,2022/03/30,THA322,HS-TQA,DAC
3604,2022/03/30,THA325,HS-THB,BKK
3605,2022/03/30,THA326,HS-THB,BLR
3606,2022/03/30,THA337,HS-THJ,BKK
3607,2022/03/30,THA338,HS-THJ,MAA
3608,2022/03/30,THA403,HS-TKQ,BKK
3609,2022/03/30,THA404,HS-TKQ,SIN
3610,2022/03/30,THA409,HS-TKQ,BKK
3611,2022/03/30,THA410,HS-TKQ,SIN
3612,2022/03/30,THA415,HS-TQF,BKK
3613,2022/03/30,THA416,HS-TQF,KUL
3614,2022/03/30,THA433,HS-TKK,BKK
3615,2022/03/30,THA434,HS-TKK,CGK
3616,2022/03/30,THA466,HS-THJ,MEL
3617,2022/03/30,THA475,HS-TKZ,BKK
3618,2022/03/30,THA476,HS-TKV,SYD
3619,2022/03/30,THA600,HS-THN,BKK
3620,2022/03/30,THA601,HS-THN,HKG
3621,2022/03/30,THA620,HS-THB,BKK
3622,2022/03/30,THA621,HS-THB,MNL
3623,2022/03/30,THA622,HS-TKM,BKK
3624,2022/03/30,THA623,HS-TKL,KIX
3625,2022/03/30,THA632,HS-TKP,BKK
3626,2022/03/30,THA633,HS-TKP,TPE
3627,2022/03/30,THA638,HS-THN,BKK
3628,2022/03/30,THA639,HS-THN,HKG
3629,2022/03/30,THA640,HS-TJT,BKK
3630,2022/03/30,THA641,HS-TJV,NRT
3631,2022/03/30,THA642,HS-TKV,BKK
3632,2022/03/30,THA643,HS-THL,NRT
3633,2022/03/30,THA644,HS-THF,BKK
3634,2022/03/30,THA645,HS-THD,NGO
3635,2022/03/30,THA656,HS-TKP,BKK
3636,2022/03/30,THA657,HS-TKY,ICN
3637,2022/03/30,THA658,HS-TKK,BKK
3638,2022/03/30,THA664,HS-THF,BKK
3639,2022/03/30,THA665,HS-THF,PVG
3640,2022/03/30,THA668,HS-TJS,BKK
3641,2022/03/30,THA669,HS-TJS,CAN
3642,2022/03/30,THA910,HS-TKY,BKK
3643,2022/03/30,THA911,HS-TKW,LHR
3644,2022/03/30,THA920,HS-TKR,BKK
3645,2022/03/30,THA921,HS-TKO,FRA
3646,2022/03/30,THA924,HS-TKQ,BKK
3647,2022/03/30,THA926,HS-THE,HKT
3648,2022/03/30,THA926,HS-THE,BKK
3649,2022/03/30,THA927,HS-THE,HKT
3650,2022/03/30,THA927,HS-THE,FRA
3651,2022/03/30,THA930,HS-TQD,BKK
3652,2022/03/30,THA931,HS-TQE,CDG
3653,2022/03/30,THA953,HS-THK,HKT
3654,2022/03/30,THA953,HS-THK,CPH
3655,2022/03/30,THA962,HS-THD,BKK
3656,2022/03/30,THA962,HS-THD,HKT
3657,2022/03/30,THA971,HS-TKX,ZRH
3658,2022/03/31,THA303,HS-THG,BKK
3659,2022/03/31,THA304,HS-THG,RGN
3660,2022/03/31,THA315,HS-TKL,BKK
3661,2022/03/31,THA316,HS-TKL,DEL
3662,2022/03/31,THA321,HS-TQA,BKK
3663,2022/03/31,THA322,HS-TQA,DAC
3664,2022/03/31,THA337,HS-THB,BKK
3665,2022/03/31,THA338,HS-THB,MAA
3666,2022/03/31,THA345,HS-THK,BKK
3667,2022/03/31,THA346,HS-THK,LHE
3668,2022/03/31,THA403,HS-THB,BKK
3669,2022/03/31,THA404,HS-THB,SIN
3670,2022/03/31,THA433,HS-TQF,BKK
3671,2022/03/31,THA434,HS-TQF,CGK
3672,2022/03/31,THA465,HS-THJ,BKK
3673,2022/03/31,THA476,HS-TKZ,SYD
3674,2022/03/31,THA477,HS-TKX,BKK
3675,2022/03/31,THA477,HS-TKX,HKT
3676,2022/03/31,THA556,HS-TKK,BKK
3677,2022/03/31,THA557,HS-TKK,SGN
3678,2022/03/31,THA600,HS-THN,BKK
3679,2022/03/31,THA601,HS-THN,HKG
3680,2022/03/31,THA612,HS-TJW,BKK
3681,2022/03/31,THA613,HS-TJW,KMG
3682,2022/03/31,THA622,HS-TKK,BKK
3683,2022/03/31,THA623,HS-TKM,KIX
3684,2022/03/31,THA624,HS-THG,BKK
3685,2022/03/31,THA625,HS-THG,MNL
3686,2022/03/31,THA632,HS-TWA,BKK
3687,2022/03/31,THA633,HS-TWA,TPE
3688,2022/03/31,THA640,HS-TJS,BKK
3689,2022/03/31,THA641,HS-TJT,NRT
3690,2022/03/31,THA642,HS-TKO,BKK
3691,2022/03/31,THA643,HS-TKV,NRT
3692,2022/03/31,THA644,HS-THF,BKK
3693,2022/03/31,THA645,HS-THF,NGO
3694,2022/03/31,THA656,HS-TKM,BKK
3695,2022/03/31,THA657,HS-TKP,ICN
3696,2022/03/31,THA659,HS-TKK,ICN
3697,2022/03/31,THA668,HS-TKO,BKK
3698,2022/03/31,THA669,HS-TKO,CAN
3699,2022/03/31,THA678,HS-TJV,BKK
3700,2022/03/31,THA679,HS-TJV,CAN
3701,2022/03/31,THA910,HS-TKV,BKK
3702,2022/03/31,THA911,HS-TKY,LHR
3703,2022/03/31,THA918,HS-THL,BKK
3704,2022/03/31,THA918,HS-THL,HKT
3705,2022/03/31,THA919,HS-THL,HKT
3706,2022/03/31,THA919,HS-THL,LHR
3707,2022/03/31,THA920,HS-TKP,BKK
3708,2022/03/31,THA921,HS-TKR,FRA
3709,2022/03/31,THA925,HS-TKQ,MUC
3710,2022/03/31,THA930,HS-TWA,BKK
3711,2022/03/31,THA931,HS-TQD,CDG
3712,2022/03/31,THA934,HS-THG,BKK
3713,2022/03/31,THA935,HS-THC,BRU
3714,2022/03/31,THA952,HS-THN,HKT
3715,2022/03/31,THA952,HS-THN,BKK
3716,2022/03/31,THA963,HS-THD,HKT
3717,2022/03/31,THA963,HS-THD,ARN
3718,2022/03/31,THA970,HS-TKW,BKK
3719,2022/04/01,THA315,HS-THC,BKK
3720,2022/04/01,THA316,HS-THC,DEL
3721,2022/04/01,THA317,HS-TQA,BKK
3722,2022/04/01,THA318,HS-TQA,BOM
3723,2022/04/01,THA321,HS-TQD,BKK
3724,2022/04/01,THA322,HS-TQD,DAC
3725,2022/04/01,THA325,HS-TQF,BKK
3726,2022/04/01,THA326,HS-TQF,BLR
3727,2022/04/01,THA331,HS-TKL,BKK
3728,2022/04/01,THA332,HS-TKL,DEL
3729,2022/04/01,THA337,HS-TQE,BKK
3730,2022/04/01,THA338,HS-TQE,MAA
3731,2022/04/01,THA341,HS-TQD,BKK
3732,2022/04/01,THA342,HS-TQD,KHI
3733,2022/04/01,THA345,HS-THL,BKK
3734,2022/04/01,THA346,HS-THL,LHE
3735,2022/04/01,THA349,HS-THJ,BKK
3736,2022/04/01,THA350,HS-THJ,ISB
3737,2022/04/01,THA403,HS-THB,BKK
3738,2022/04/01,THA404,HS-THB,SIN
3739,2022/04/01,THA409,HS-THB,BKK
3740,2022/04/01,THA410,HS-THB,SIN
3741,2022/04/01,THA415,HS-TQA,BKK
3742,2022/04/01,THA416,HS-TQA,KUL
3743,2022/04/01,THA433,HS-TKL,BKK
3744,2022/04/01,THA434,HS-TKL,CGK
3745,2022/04/01,THA466,HS-THJ,MEL
3746,2022/04/01,THA475,HS-TKN,BKK
3747,2022/04/01,THA478,HS-TKX,HKT
3748,2022/04/01,THA478,HS-TKX,SYD
3749,2022/04/01,THA600,HS-TKZ,BKK
3750,2022/04/01,THA601,HS-TKZ,HKG
3751,2022/04/01,THA612,HS-TKQ,BKK
3752,2022/04/01,THA613,HS-TKQ,KMG
3753,2022/04/01,THA620,HS-THC,BKK
3754,2022/04/01,THA621,HS-THC,MNL
3755,2022/04/01,THA622,HS-TKK,BKK
3756,2022/04/01,THA623,HS-TKK,KIX
3757,2022/04/01,THA632,HS-THK,BKK
3758,2022/04/01,THA633,HS-THK,TPE
3759,2022/04/01,THA638,HS-THD,BKK
3760,2022/04/01,THA639,HS-THD,HKG
3761,2022/04/01,THA640,HS-TJS,BKK
3762,2022/04/01,THA641,HS-TJS,NRT
3763,2022/04/01,THA642,HS-TKO,BKK
3764,2022/04/01,THA643,HS-TKO,NRT
3765,2022/04/01,THA645,HS-THF,NGO
3766,2022/04/01,THA656,HS-THF,BKK
3767,2022/04/01,THA657,HS-TKM,ICN
3768,2022/04/01,THA668,HS-TKR,BKK
3769,2022/04/01,THA669,HS-TKR,CAN
3770,2022/04/01,THA910,HS-TKZ,BKK
3771,2022/04/01,THA911,HS-TKV,LHR
3772,2022/04/01,THA920,HS-TKQ,BKK
3773,2022/04/01,THA921,HS-TKP,FRA
3774,2022/04/01,THA924,HS-TKR,BKK
3775,2022/04/01,THA926,HS-TKY,HKT
3776,2022/04/01,THA926,HS-TKY,BKK
3777,2022/04/01,THA927,HS-TKY,HKT
3778,2022/04/01,THA927,HS-TKY,FRA
3779,2022/04/01,THA930,HS-TWB,BKK
3780,2022/04/01,THA931,HS-TWA,CDG
3781,2022/04/01,THA950,HS-THE,BKK
3782,2022/04/01,THA953,HS-THN,HKT
3783,2022/04/01,THA953,HS-THN,CPH
3784,2022/04/01,THA962,HS-THK,BKK
3785,2022/04/01,THA962,HS-THK,HKT
3786,2022/04/01,THA970,HS-TKX,BKK
3787,2022/04/01,THA971,HS-TKW,ZRH
3788,2022/04/02,THA303,HS-THD,BKK
3789,2022/04/02,THA304,HS-THD,RGN
3790,2022/04/02,THA315,HS-THC,BKK
3791,2022/04/02,THA316,HS-THC,DEL
3792,2022/04/02,THA317,HS-TQF,BKK
3793,2022/04/02,THA318,HS-TQF,BOM
3794,2022/04/02,THA321,HS-TQD,BKK
3795,2022/04/02,THA322,HS-TQD,DAC
3796,2022/04/02,THA325,HS-TQA,BKK
3797,2022/04/02,THA326,HS-TQA,BLR
3798,2022/04/02,THA331,HS-TKL,BKK
3799,2022/04/02,THA332,HS-TKL,DEL
3800,2022/04/02,THA337,HS-TQD,BKK
3801,2022/04/02,THA338,HS-TQD,MAA
3802,2022/04/02,THA403,HS-TKW,BKK
3803,2022/04/02,THA404,HS-TKW,SIN
3804,2022/04/02,THA465,HS-THL,BKK
3805,2022/04/02,THA476,HS-TKN,SYD
3806,2022/04/02,THA477,HS-TKW,HKT
3807,2022/04/02,THA477,HS-TKW,BKK
3808,2022/04/02,THA556,HS-TKK,BKK
3809,2022/04/02,THA557,HS-TKK,SGN
3810,2022/04/02,THA560,HS-TKM,BKK
3811,2022/04/02,THA561,HS-TKM,HAN
3812,2022/04/02,THA600,HS-TKP,BKK
3813,2022/04/02,THA601,HS-TKP,HKG
3814,2022/04/02,THA612,HS-TJV,BKK
3815,2022/04/02,THA613,HS-TJV,KMG
3816,2022/04/02,THA622,HS-TKP,BKK
3817,2022/04/02,THA623,HS-TKK,KIX
3818,2022/04/02,THA624,HS-THD,BKK
3819,2022/04/02,THA625,HS-THD,MNL
3820,2022/04/02,THA638,HS-THB,BKK
3821,2022/04/02,THA639,HS-THB,HKG
3822,2022/04/02,THA640,HS-TJV,BKK
3823,2022/04/02,THA641,HS-TJS,NRT
3824,2022/04/02,THA642,HS-TKK,BKK
3825,2022/04/02,THA643,HS-TKO,NRT
3826,2022/04/02,THA644,HS-THB,BKK
3827,2022/04/02,THA656,HS-TKM,BKK
3828,2022/04/02,THA657,HS-THF,ICN
3829,2022/04/02,THA678,HS-THF,BKK
3830,2022/04/02,THA679,HS-THF,CAN
3831,2022/04/02,THA910,HS-TKV,BKK
3832,2022/04/02,THA911,HS-TKZ,LHR
3833,2022/04/02,THA918,HS-THJ,BKK
3834,2022/04/02,THA918,HS-THJ,HKT
3835,2022/04/02,THA919,HS-THJ,HKT
3836,2022/04/02,THA919,HS-THJ,LHR
3837,2022/04/02,THA920,HS-TKO,BKK
3838,2022/04/02,THA921,HS-TKQ,FRA
3839,2022/04/02,THA924,HS-TKN,BKK
3840,2022/04/02,THA925,HS-TKR,MUC
3841,2022/04/02,THA930,HS-TWA,BKK
3842,2022/04/02,THA931,HS-TWB,CDG
3843,2022/04/02,THA935,HS-THG,BRU
3844,2022/04/02,THA950,HS-THN,BKK
3845,2022/04/02,THA951,HS-THE,CPH
3846,2022/04/02,THA960,HS-THD,BKK
3847,2022/04/02,THA963,HS-THK,HKT
3848,2022/04/02,THA963,HS-THK,ARN
3849,2022/04/02,THA970,HS-TKY,BKK
3850,2022/04/02,THA971,HS-TKX,ZRH
3851,2022/04/03,THA315,HS-THL,BKK
3852,2022/04/03,THA316,HS-THL,DEL
3853,2022/04/03,THA317,HS-TQF,BKK
3854,2022/04/03,THA318,HS-TQF,BOM
3855,2022/04/03,THA321,HS-TQA,BKK
3856,2022/04/03,THA322,HS-TQA,DAC
3857,2022/04/03,THA325,HS-TQA,BKK
3858,2022/04/03,THA326,HS-TQA,BLR
3859,2022/04/03,THA331,HS-THJ,BKK
3860,2022/04/03,THA332,HS-THJ,DEL
3861,2022/04/03,THA337,HS-TQD,BKK
3862,2022/04/03,THA338,HS-TQD,MAA
3863,2022/04/03,THA403,HS-THF,BKK
3864,2022/04/03,THA404,HS-THF,SIN
3865,2022/04/03,THA409,HS-THB,BKK
3866,2022/04/03,THA410,HS-THB,SIN
3867,2022/04/03,THA415,HS-THE,BKK
3868,2022/04/03,THA416,HS-THE,KUL
3869,2022/04/03,THA433,HS-TKR,BKK
3870,2022/04/03,THA434,HS-TKR,CGK
3871,2022/04/03,THA465,HS-THC,BKK
3872,2022/04/03,THA466,HS-THL,MEL
3873,2022/04/03,THA475,HS-TKZ,BKK
3874,2022/04/03,THA478,HS-TKW,HKT
3875,2022/04/03,THA478,HS-TKW,SYD
3876,2022/04/03,THA600,HS-THG,BKK
3877,2022/04/03,THA601,HS-THG,HKG
3878,2022/04/03,THA613,HS-TJV,KMG
3879,2022/04/03,THA622,HS-TKL,BKK
3880,2022/04/03,THA623,HS-TKP,KIX
3881,2022/04/03,THA624,HS-THK,BKK
3882,2022/04/03,THA625,HS-THK,MNL
3883,2022/04/03,THA640,HS-TJS,BKK
3884,2022/04/03,THA641,HS-TJV,NRT
3885,2022/04/03,THA642,HS-THG,BKK
3886,2022/04/03,THA643,HS-TKK,NRT
3887,2022/04/03,THA644,HS-TKK,BKK
3888,2022/04/03,THA645,HS-THB,NGO
3889,2022/04/03,THA656,HS-TKQ,BKK
3890,2022/04/03,THA657,HS-TKM,ICN
3891,2022/04/03,THA668,HS-TKL,BKK
3892,2022/04/03,THA669,HS-TKL,CAN
3893,2022/04/03,THA678,HS-THF,BKK
3894,2022/04/03,THA679,HS-THF,CAN
3895,2022/04/03,THA910,HS-TKR,BKK
3896,2022/04/03,THA911,HS-TKV,LHR
3897,2022/04/03,THA920,HS-TKM,BKK
3898,2022/04/03,THA921,HS-TKO,FRA
3899,2022/04/03,THA924,HS-TKP,BKK
3900,2022/04/03,THA925,HS-TKN,MUC
3901,2022/04/03,THA926,HS-TKX,BKK
3902,2022/04/03,THA926,HS-TKX,HKT
3903,2022/04/03,THA927,HS-TKX,HKT
3904,2022/04/03,THA927,HS-TKX,FRA
3905,2022/04/03,THA930,HS-TWB,BKK
3906,2022/04/03,THA931,HS-TWA,CDG
3907,2022/04/03,THA950,HS-THK,BKK
3908,2022/04/03,THA951,HS-THN,CPH
3909,2022/04/03,THA960,HS-THE,BKK
3910,2022/04/03,THA961,HS-THD,ARN
3911,2022/04/03,THA970,HS-TKW,BKK
3912,2022/04/03,THA971,HS-TKY,ZRH
3913,2022/04/04,THA315,HS-TKQ,BKK
3914,2022/04/04,THA316,HS-TKQ,DEL
3915,2022/04/04,THA317,HS-TKX,BKK
3916,2022/04/04,THA318,HS-TKX,BOM
3917,2022/04/04,THA321,HS-TQA,BKK
3918,2022/04/04,THA322,HS-TQA,DAC
3919,2022/04/04,THA325,HS-TQA,BKK
3920,2022/04/04,THA326,HS-TQA,BLR
3921,2022/04/04,THA331,HS-THG,BKK
3922,2022/04/04,THA332,HS-THG,DEL
3923,2022/04/04,THA337,HS-TKO,BKK
3924,2022/04/04,THA338,HS-TKO,MAA
3925,2022/04/04,THA349,HS-THC,BKK
3926,2022/04/04,THA350,HS-THC,ISB
3927,2022/04/04,THA403,HS-THN,BKK
3928,2022/04/04,THA404,HS-THN,SIN
3929,2022/04/04,THA415,HS-THD,BKK
3930,2022/04/04,THA416,HS-THD,KUL
3931,2022/04/04,THA466,HS-THC,MEL
3932,2022/04/04,THA475,HS-TKY,BKK
3933,2022/04/04,THA476,HS-TKZ,SYD
3934,2022/04/04,THA600,HS-TKN,BKK
3935,2022/04/04,THA601,HS-TKN,HKG
3936,2022/04/04,THA620,HS-THB,BKK
3937,2022/04/04,THA621,HS-THB,MNL
3938,2022/04/04,THA622,HS-TKK,BKK
3939,2022/04/04,THA623,HS-TKL,KIX
3940,2022/04/04,THA632,HS-TKV,BKK
3941,2022/04/04,THA633,HS-TKV,TPE
3942,2022/04/04,THA640,HS-TJT,BKK
3943,2022/04/04,THA641,HS-TJS,NRT
3944,2022/04/04,THA642,HS-THL,BKK
3945,2022/04/04,THA643,HS-THG,NRT
3946,2022/04/04,THA645,HS-TKK,NGO
3947,2022/04/04,THA656,HS-THJ,BKK
3948,2022/04/04,THA657,HS-TKQ,ICN
3949,2022/04/04,THA668,HS-THJ,BKK
3950,2022/04/04,THA669,HS-THJ,CAN
3951,2022/04/04,THA910,HS-TKZ,BKK
3952,2022/04/04,THA911,HS-TKR,LHR
3953,2022/04/04,THA918,HS-TQD,BKK
3954,2022/04/04,THA918,HS-TQD,HKT
3955,2022/04/04,THA919,HS-TQD,HKT
3956,2022/04/04,THA919,HS-TQD,LHR
3957,2022/04/04,THA920,HS-TKN,BKK
3958,2022/04/04,THA921,HS-TKM,FRA
3959,2022/04/04,THA924,HS-TKL,BKK
3960,2022/04/04,THA925,HS-TKP,MUC
3961,2022/04/04,THA930,HS-TWA,BKK
3962,2022/04/04,THA931,HS-TWB,CDG
3963,2022/04/04,THA951,HS-THK,CPH
3964,2022/04/04,THA960,HS-THN,BKK
3965,2022/04/04,THA961,HS-THE,ARN
3966,2022/04/04,THA971,HS-TKW,ZRH
3967,2022/04/05,THA315,HS-TKK,BKK
3968,2022/04/05,THA316,HS-TKK,DEL
3969,2022/04/05,THA317,HS-TKY,BKK
3970,2022/04/05,THA318,HS-TKY,BOM
3971,2022/04/05,THA321,HS-TKV,BKK
3972,2022/04/05,THA322,HS-TKV,DAC
3973,2022/04/05,THA325,HS-TQA,BKK
3974,2022/04/05,THA326,HS-TQA,BLR
3975,2022/04/05,THA331,HS-TKO,BKK
3976,2022/04/05,THA332,HS-TKO,DEL
3977,2022/04/05,THA337,HS-TQD,BKK
3978,2022/04/05,THA338,HS-TQD,MAA
3979,2022/04/05,THA345,HS-THD,BKK
3980,2022/04/05,THA346,HS-THD,LHE
3981,2022/04/05,THA403,HS-THB,BKK
3982,2022/04/05,THA404,HS-THB,SIN
3983,2022/04/05,THA465,HS-THC,BKK
3984,2022/04/05,THA476,HS-TKY,SYD
3985,2022/04/05,THA477,HS-TKX,BKK
3986,2022/04/05,THA477,HS-TKX,HKT
3987,2022/04/05,THA600,HS-THF,BKK
3988,2022/04/05,THA601,HS-THF,HKG
3989,2022/04/05,THA612,HS-TKO,BKK
3990,2022/04/05,THA613,HS-TKO,KMG
3991,2022/04/05,THA622,HS-TKQ,BKK
3992,2022/04/05,THA623,HS-TKK,KIX
3993,2022/04/05,THA624,HS-THE,BKK
3994,2022/04/05,THA625,HS-THE,MNL
3995,2022/04/05,THA640,HS-TJS,BKK
3996,2022/04/05,THA641,HS-TJT,NRT
3997,2022/04/05,THA642,HS-THF,BKK
3998,2022/04/05,THA643,HS-THL,NRT
3999,2022/04/05,THA644,HS-THE,BKK
4000,2022/04/05,THA656,HS-TKM,BKK
4001,2022/04/05,THA657,HS-THJ,ICN
4002,2022/04/05,THA668,HS-TKM,BKK
4003,2022/04/05,THA669,HS-TKM,CAN
4004,2022/04/05,THA678,HS-THJ,BKK
4005,2022/04/05,THA679,HS-THJ,CAN
4006,2022/04/05,THA910,HS-TKV,BKK
4007,2022/04/05,THA911,HS-TKZ,LHR
4008,2022/04/05,THA920,HS-TKR,BKK
4009,2022/04/05,THA921,HS-TKN,FRA
4010,2022/04/05,THA925,HS-TKL,MUC
4011,2022/04/05,THA930,HS-TWB,BKK
4012,2022/04/05,THA931,HS-TWA,CDG
4013,2022/04/05,THA934,HS-THG,BKK
4014,2022/04/05,THA952,HS-THK,BKK
4015,2022/04/05,THA952,HS-THK,HKT
4016,2022/04/05,THA961,HS-THN,ARN
4017,2022/04/05,THA970,HS-TKW,BKK
4018,2022/04/06,THA315,HS-THJ,BKK
4019,2022/04/06,THA316,HS-THJ,DEL
4020,2022/04/06,THA317,HS-TQA,BKK
4021,2022/04/06,THA318,HS-TQA,BOM
4022,2022/04/06,THA321,HS-TQD,BKK
4023,2022/04/06,THA322,HS-TQD,DAC
4024,2022/04/06,THA325,HS-TQF,BKK
4025,2022/04/06,THA326,HS-TQF,BLR
4026,2022/04/06,THA331,HS-TKL,BKK
4027,2022/04/06,THA332,HS-TKL,DEL
4028,2022/04/06,THA337,HS-TQD,BKK
4029,2022/04/06,THA338,HS-TQD,MAA
4030,2022/04/06,THA403,HS-TKL,BKK
4031,2022/04/06,THA404,HS-TKL,SIN
4032,2022/04/06,THA409,HS-THL,BKK
4033,2022/04/06,THA410,HS-THL,SIN
4034,2022/04/06,THA415,HS-THL,BKK
4035,2022/04/06,THA416,HS-THL,KUL
4036,2022/04/06,THA433,HS-TKK,BKK
4037,2022/04/06,THA434,HS-TKK,CGK
4038,2022/04/06,THA466,HS-THC,MEL
4039,2022/04/06,THA475,HS-TKZ,BKK
4040,2022/04/06,THA478,HS-TKX,HKT
4041,2022/04/06,THA478,HS-TKX,SYD
4042,2022/04/06,THA600,HS-THB,BKK
4043,2022/04/06,THA601,HS-THB,HKG
4044,2022/04/06,THA620,HS-THJ,BKK
4045,2022/04/06,THA621,HS-THJ,MNL
4046,2022/04/06,THA622,HS-TKM,BKK
4047,2022/04/06,THA623,HS-TKQ,KIX
4048,2022/04/06,THA632,HS-TKP,BKK
4049,2022/04/06,THA633,HS-TKP,TPE
4050,2022/04/06,THA638,HS-THD,BKK
4051,2022/04/06,THA639,HS-THD,HKG
4052,2022/04/06,THA640,HS-TJT,BKK
4053,2022/04/06,THA641,HS-TJS,NRT
4054,2022/04/06,THA642,HS-THL,BKK
4055,2022/04/06,THA643,HS-THF,NRT
4056,2022/04/06,THA644,HS-THD,BKK
4057,2022/04/06,THA645,HS-THE,NGO
4058,2022/04/06,THA656,HS-TKQ,BKK
4059,2022/04/06,THA657,HS-TKM,ICN
4060,2022/04/06,THA658,HS-TKN,BKK
4061,2022/04/06,THA668,HS-THN,BKK
4062,2022/04/06,THA669,HS-THN,CAN
4063,2022/04/06,THA678,HS-THB,BKK
4064,2022/04/06,THA679,HS-THB,CAN
4065,2022/04/06,THA910,HS-TKX,BKK
4066,2022/04/06,THA911,HS-TKV,LHR
4067,2022/04/06,THA920,HS-TKK,BKK
4068,2022/04/06,THA921,HS-TKR,FRA
4069,2022/04/06,THA924,HS-TKP,BKK
4070,2022/04/06,THA926,HS-TKY,BKK
4071,2022/04/06,THA926,HS-TKY,HKT
4072,2022/04/06,THA927,HS-TKY,HKT
4073,2022/04/06,THA927,HS-TKY,FRA
4074,2022/04/06,THA930,HS-TWA,BKK
4075,2022/04/06,THA931,HS-TWB,CDG
4076,2022/04/06,THA953,HS-THK,HKT
4077,2022/04/06,THA953,HS-THK,CPH
4078,2022/04/06,THA962,HS-THC,HKT
4079,2022/04/06,THA962,HS-THC,BKK
4080,2022/04/06,THA971,HS-TKW,ZRH
4081,2022/04/07,THA303,HS-THJ,BKK
4082,2022/04/07,THA304,HS-THJ,RGN
4083,2022/04/07,THA315,HS-TKQ,BKK
4084,2022/04/07,THA316,HS-TKQ,DEL
4085,2022/04/07,THA317,HS-THN,BKK
4086,2022/04/07,THA318,HS-THN,BOM
4087,2022/04/07,THA321,HS-TQA,BKK
4088,2022/04/07,THA322,HS-TQA,DAC
4089,2022/04/07,THA325,HS-TQE,BKK
4090,2022/04/07,THA326,HS-TQE,BLR
4091,2022/04/07,THA331,HS-TKR,BKK
4092,2022/04/07,THA332,HS-TKR,DEL
4093,2022/04/07,THA337,HS-TQA,BKK
4094,2022/04/07,THA338,HS-TQA,MAA
4095,2022/04/07,THA403,HS-THB,BKK
4096,2022/04/07,THA404,HS-THB,SIN
4097,2022/04/07,THA433,HS-TJS,BKK
4098,2022/04/07,THA434,HS-TJS,CGK
4099,2022/04/07,THA465,HS-THF,BKK
4100,2022/04/07,THA476,HS-TKZ,SYD
4101,2022/04/07,THA477,HS-TKW,BKK
4102,2022/04/07,THA477,HS-TKW,HKT
4103,2022/04/07,THA556,HS-TKN,BKK
4104,2022/04/07,THA557,HS-TKN,SGN
4105,2022/04/07,THA600,HS-THN,BKK
4106,2022/04/07,THA601,HS-THN,HKG
4107,2022/04/07,THA612,HS-TJV,BKK
4108,2022/04/07,THA613,HS-TJV,KMG
4109,2022/04/07,THA622,HS-TKN,BKK
4110,2022/04/07,THA623,HS-TKM,KIX
4111,2022/04/07,THA624,HS-THK,BKK
4112,2022/04/07,THA625,HS-THK,MNL
4113,2022/04/07,THA632,HS-TQF,BKK
4114,2022/04/07,THA633,HS-TQF,TPE
4115,2022/04/07,THA640,HS-TJS,BKK
4116,2022/04/07,THA641,HS-TJT,NRT
4117,2022/04/07,THA642,HS-TKM,BKK
4118,2022/04/07,THA643,HS-THL,NRT
4119,2022/04/07,THA644,HS-THL,BKK
