,flight_date,flight_number,aircraft_registration,dep
2285,2022/03/02,THA622,HS-THG,BKK
2286,2022/03/02,THA623,HS-THM,KIX
2287,2022/03/02,THA632,HS-TKV,BKK
2288,2022/03/02,THA633,HS-TKV,TPE
2289,2022/03/02,THA638,HS-THC,BKK
2290,2022/03/02,THA639,HS-THC,HKG
2291,2022/03/02,THA641,HS-TJV,NRT
2292,2022/03/02,THA642,HS-TKV,BKK
2293,2022/03/02,THA643,HS-THJ,NRT
2294,2022/03/02,THA644,HS-THH,BKK
2295,2022/03/02,THA645,HS-THF,NGO
2296,2022/03/02,THA656,HS-TKR,BKK
2297,2022/03/02,THA657,HS-TKX,ICN
2298,2022/03/02,THA664,HS-THH,BKK
2299,2022/03/02,THA665,HS-THH,PVG
2300,2022/03/02,THA668,HS-THF,BKK
2301,2022/03/02,THA669,HS-THF,CAN
2302,2022/03/02,THA910,HS-TKZ,BKK
2303,2022/03/02,THA911,HS-TKU,LHR
2304,2022/03/02,THA920,HS-TKN,BKK
2305,2022/03/02,THA921,HS-TKN,FRA
2306,2022/03/02,THA922,HS-TKQ,BKK
2307,2022/03/02,THA923,HS-TKY,FRA
2308,2022/03/02,THA926,HS-THE,BKK
2309,2022/03/02,THA926,HS-THE,HKT
2310,2022/03/02,THA927,HS-THE,HKT
2311,2022/03/02,THA927,HS-THE,FRA
2312,2022/03/02,THA931,HS-TQD,CDG
2313,2022/03/02,THA953,HS-THN,HKT
2314,2022/03/02,THA953,HS-THN,CPH
2315,2022/03/02,THA962,HS-THK,BKK
2316,2022/03/02,THA962,HS-THK,HKT
2317,2022/03/02,THA971,HS-TQF,ZRH
2318,2022/03/03,THA303,HS-THJ,BKK
2319,2022/03/03,THA304,HS-THJ,RGN
2320,2022/03/03,THA315,HS-TKX,BKK
2321,2022/03/03,THA316,HS-TKX,DEL
2322,2022/03/03,THA321,HS-THN,BKK
2323,2022/03/03,THA322,HS-THN,DAC
2324,2022/03/03,THA337,HS-TKW,BKK
2325,2022/03/03,THA338,HS-TKW,MAA
2326,2022/03/03,THA403,HS-THM,BKK
2327,2022/03/03,THA404,HS-THM,SIN
2328,2022/03/03,THA433,HS-THF,BKK
2329,2022/03/03,THA434,HS-THF,CGK
2330,2022/03/03,THA476,HS-TKW,SYD
2331,2022/03/03,THA477,HS-TKU,BKK
2332,2022/03/03,THA477,HS-TKU,HKT
2333,2022/03/03,THA478,HS-TKU,HKT
2334,2022/03/03,THA478,HS-TKU,SYD
2335,2022/03/03,THA556,HS-THG,BKK
2336,2022/03/03,THA557,HS-THG,SGN
2337,2022/03/03,THA600,HS-TKX,BKK
2338,2022/03/03,THA601,HS-TKX,HKG
2339,2022/03/03,THA612,HS-TKR,BKK
2340,2022/03/03,THA613,HS-TKR,KMG
2341,2022/03/03,THA622,HS-THF,BKK
2342,2022/03/03,THA623,HS-THG,KIX
2343,2022/03/03,THA624,HS-TKY,BKK
2344,2022/03/03,THA625,HS-TKY,MNL
2345,2022/03/03,THA642,HS-TKM,BKK
2346,2022/03/03,THA643,HS-TKV,NRT
2347,2022/03/03,THA644,HS-TJS,BKK
2348,2022/03/03,THA645,HS-THH,NGO
2349,2022/03/03,THA656,HS-TKY,BKK
2350,2022/03/03,THA657,HS-TKR,ICN
2351,2022/03/03,THA910,HS-TKV,BKK
2352,2022/03/03,THA911,HS-TKZ,LHR
2353,2022/03/03,THA920,HS-TKO,BKK
2354,2022/03/03,THA921,HS-TKO,FRA
2355,2022/03/03,THA922,HS-TKN,BKK
2356,2022/03/03,THA923,HS-TKQ,FRA
2357,2022/03/03,THA930,HS-TQE,BKK
2358,2022/03/03,THA934,HS-THN,BKK
2359,2022/03/03,THA935,HS-THD,BRU
2360,2022/03/03,THA952,HS-THE,HKT
2361,2022/03/03,THA952,HS-THE,BKK
2362,2022/03/03,THA963,HS-THK,HKT
2363,2022/03/03,THA963,HS-THK,ARN
2364,2022/03/03,THA970,HS-TQF,BKK
2365,2022/03/04,THA315,HS-TKY,BKK
2366,2022/03/04,THA316,HS-TKY,DEL
2367,2022/03/04,THA317,HS-THC,BKK
2368,2022/03/04,THA318,HS-THC,BOM
2369,2022/03/04,THA323,HS-TKR,BKK
2370,2022/03/04,THA324,HS-TKR,DEL
2371,2022/03/04,THA345,HS-THH,BKK
2372,2022/03/04,THA346,HS-THH,LHE
2373,2022/03/04,THA403,HS-TJV,BKK
2374,2022/03/04,THA404,HS-TJV,SIN
2375,2022/03/04,THA415,HS-THG,BKK
2376,2022/03/04,THA416,HS-THG,KUL
2377,2022/03/04,THA433,HS-THC,BKK
2378,2022/03/04,THA434,HS-THC,CGK
2379,2022/03/04,THA475,HS-TKX,BKK
2380,2022/03/04,THA600,HS-THH,BKK
2381,2022/03/04,THA601,HS-THH,HKG
2382,2022/03/04,THA620,HS-TQD,BKK
2383,2022/03/04,THA621,HS-TQD,MNL
2384,2022/03/04,THA622,HS-THG,BKK
2385,2022/03/04,THA623,HS-THF,KIX
2386,2022/03/04,THA624,HS-TJW,BKK
2387,2022/03/04,THA625,HS-TJW,MNL
2388,2022/03/04,THA632,HS-TKW,BKK
2389,2022/03/04,THA633,HS-TKW,TPE
2390,2022/03/04,THA642,HS-TKW,BKK
2391,2022/03/04,THA643,HS-TKM,NRT
2392,2022/03/04,THA645,HS-TJS,NGO
2393,2022/03/04,THA656,HS-TJV,BKK
2394,2022/03/04,THA657,HS-TKY,ICN
2395,2022/03/04,THA664,HS-THJ,BKK
2396,2022/03/04,THA665,HS-THJ,PVG
2397,2022/03/04,THA8424,HS-THL,DMK
2398,2022/03/04,THA910,HS-TKU,BKK
2399,2022/03/04,THA911,HS-TKV,LHR
2400,2022/03/04,THA916,HS-TKZ,BKK
2401,2022/03/04,THA916,HS-TKZ,HKT
2402,2022/03/04,THA917,HS-TKZ,HKT
2403,2022/03/04,THA917,HS-TKZ,LHR
2404,2022/03/04,THA920,HS-TKQ,BKK
2405,2022/03/04,THA921,HS-TKQ,FRA
2406,2022/03/04,THA922,HS-TKM,BKK
2407,2022/03/04,THA923,HS-TKN,FRA
2408,2022/03/04,THA926,HS-THM,BKK
2409,2022/03/04,THA926,HS-THM,HKT
2410,2022/03/04,THA927,HS-THM,HKT
2411,2022/03/04,THA927,HS-THM,FRA
2412,2022/03/04,THA931,HS-TQE,CDG
2413,2022/03/04,THA953,HS-THE,HKT
2414,2022/03/04,THA953,HS-THE,CPH
2415,2022/03/04,THA962,HS-THK,HKT
2416,2022/03/04,THA962,HS-THK,BKK
2417,2022/03/04,THA970,HS-TQA,BKK
2418,2022/03/04,THA971,HS-TQF,ZRH
2419,2022/03/05,THA303,HS-THF,BKK
2420,2022/03/05,THA304,HS-THF,RGN
2421,2022/03/05,THA321,HS-THC,BKK
2422,2022/03/05,THA322,HS-THC,DAC
2423,2022/03/05,THA325,HS-TQD,BKK
2424,2022/03/05,THA326,HS-TQD,BLR
2425,2022/03/05,THA403,HS-TKP,BKK
2426,2022/03/05,THA404,HS-TKP,SIN
2427,2022/03/05,THA476,HS-TKX,SYD
2428,2022/03/05,THA477,HS-TKP,BKK
2429,2022/03/05,THA477,HS-TKP,HKT
2430,2022/03/05,THA478,HS-TKP,HKT
2431,2022/03/05,THA478,HS-TKP,SYD
2432,2022/03/05,THA556,HS-TKQ,BKK
2433,2022/03/05,THA557,HS-TKQ,SGN
2434,2022/03/05,THA560,HS-THF,BKK
2435,2022/03/05,THA561,HS-THF,HAN
2436,2022/03/05,THA600,HS-THJ,BKK
2437,2022/03/05,THA601,HS-THJ,HKG
2438,2022/03/05,THA622,HS-TKO,BKK
2439,2022/03/05,THA623,HS-THG,KIX
2440,2022/03/05,THA624,HS-TKO,BKK
2441,2022/03/05,THA625,HS-TKO,MNL
2442,2022/03/05,THA640,HS-TJT,BKK
2443,2022/03/05,THA642,HS-TKL,BKK
2444,2022/03/05,THA643,HS-TKW,NRT
2445,2022/03/05,THA644,HS-THF,BKK
2446,2022/03/05,THA656,HS-TKZ,BKK
2447,2022/03/05,THA657,HS-TJV,ICN
2448,2022/03/05,THA668,HS-THC,BKK
2449,2022/03/05,THA669,HS-THC,CAN
2450,2022/03/05,THA910,HS-TKX,BKK
2451,2022/03/05,THA911,HS-TKU,LHR
2452,2022/03/05,THA916,HS-TKV,BKK
2453,2022/03/05,THA916,HS-TKV,HKT
2454,2022/03/05,THA917,HS-TKV,HKT
2455,2022/03/05,THA917,HS-TKV,LHR
2456,2022/03/05,THA920,HS-TKN,BKK
2457,2022/03/05,THA921,HS-TKN,FRA
2458,2022/03/05,THA922,HS-TKQ,BKK
2459,2022/03/05,THA923,HS-TKM,FRA
2460,2022/03/05,THA930,HS-TQF,BKK
2461,2022/03/05,THA935,HS-THN,BRU
2462,2022/03/05,THA950,HS-TKW,BKK
2463,2022/03/05,THA963,HS-THK,HKT
2464,2022/03/05,THA963,HS-THK,ARN
2465,2022/03/05,THA970,HS-TQE,BKK
2466,2022/03/05,THA971,HS-TQA,ZRH
2467,2022/03/06,THA403,HS-TJV,BKK
2468,2022/03/06,THA404,HS-TJV,SIN
2469,2022/03/06,THA433,HS-THL,BKK
2470,2022/03/06,THA434,HS-THL,CGK
2471,2022/03/06,THA475,HS-TKU,BKK
2472,2022/03/06,THA600,HS-THG,BKK
2473,2022/03/06,THA601,HS-THG,HKG
2474,2022/03/06,THA622,HS-TKP,BKK
2475,2022/03/06,THA623,HS-TKO,KIX
2476,2022/03/06,THA640,HS-TJV,BKK
2477,2022/03/06,THA641,HS-TJT,NRT
2478,2022/03/06,THA642,HS-TKV,BKK
2479,2022/03/06,THA643,HS-TKL,NRT
2480,2022/03/06,THA644,HS-THG,BKK
2481,2022/03/06,THA645,HS-THF,NGO
2482,2022/03/06,THA654,HS-TKM,BKK
2483,2022/03/06,THA655,HS-TKM,ICN
2484,2022/03/06,THA656,HS-TKY,BKK
2485,2022/03/06,THA657,HS-TKZ,ICN
2486,2022/03/06,THA664,HS-THH,BKK
2487,2022/03/06,THA665,HS-THH,PVG
2488,2022/03/06,THA910,HS-TKZ,BKK
2489,2022/03/06,THA911,HS-TKX,LHR
2490,2022/03/06,THA920,HS-TJW,BKK
2491,2022/03/06,THA921,HS-TJW,FRA
2492,2022/03/06,THA922,HS-TKN,BKK
2493,2022/03/06,THA923,HS-TKQ,FRA
2494,2022/03/06,THA926,HS-THE,BKK
2495,2022/03/06,THA926,HS-THE,HKT
2496,2022/03/06,THA927,HS-THE,HKT
2497,2022/03/06,THA927,HS-THE,FRA
2498,2022/03/06,THA930,HS-TKO,BKK
2499,2022/03/06,THA931,HS-TQF,CDG
2500,2022/03/06,THA950,HS-THK,BKK
2501,2022/03/06,THA951,HS-TKW,CPH
2502,2022/03/06,THA970,HS-TQA,BKK
2503,2022/03/06,THA971,HS-TQE,ZRH
2504,2022/03/07,THA315,HS-TKM,BKK
2505,2022/03/07,THA316,HS-TKM,DEL
2506,2022/03/07,THA317,HS-TKY,BKK
2507,2022/03/07,THA318,HS-TKY,BOM
2508,2022/03/07,THA337,HS-TKU,BKK
2509,2022/03/07,THA338,HS-TKU,MAA
2510,2022/03/07,THA403,HS-THC,BKK
2511,2022/03/07,THA404,HS-THC,SIN
2512,2022/03/07,THA475,HS-TKX,BKK
2513,2022/03/07,THA476,HS-TKU,SYD
2514,2022/03/07,THA612,HS-TKL,BKK
2515,2022/03/07,THA613,HS-TKL,KMG
2516,2022/03/07,THA620,HS-TQD,BKK
2517,2022/03/07,THA621,HS-TQD,MNL
2518,2022/03/07,THA622,HS-THC,BKK
2519,2022/03/07,THA623,HS-TKP,KIX
2520,2022/03/07,THA632,HS-THJ,BKK
2521,2022/03/07,THA633,HS-THJ,TPE
2522,2022/03/07,THA641,HS-TJV,NRT
2523,2022/03/07,THA642,HS-TKV,BKK
2524,2022/03/07,THA643,HS-TKV,NRT
2525,2022/03/07,THA645,HS-THG,NGO
2526,2022/03/07,THA656,HS-THF,BKK
2527,2022/03/07,THA657,HS-TKY,ICN
2528,2022/03/07,THA910,HS-TKW,BKK
2529,2022/03/07,THA911,HS-TKZ,LHR
2530,2022/03/07,THA920,HS-TJT,BKK
2531,2022/03/07,THA921,HS-TJT,FRA
2532,2022/03/07,THA922,HS-TKQ,BKK
2533,2022/03/07,THA923,HS-TKN,FRA
2534,2022/03/07,THA930,HS-TKP,BKK
2535,2022/03/07,THA931,HS-TKO,CDG
2536,2022/03/07,THA951,HS-THK,CPH
2537,2022/03/07,THA960,HS-THE,BKK
2538,2022/03/07,THA971,HS-TQA,ZRH
2539,2022/03/08,THA315,HS-THC,BKK
2540,2022/03/08,THA316,HS-THC,DEL
2541,2022/03/08,THA317,HS-TKO,BKK
2542,2022/03/08,THA318,HS-TKO,BOM
2543,2022/03/08,THA321,HS-TKM,BKK
2544,2022/03/08,THA322,HS-TKM,DAC
2545,2022/03/08,THA323,HS-TKL,BKK
2546,2022/03/08,THA324,HS-TKL,DEL
2547,2022/03/08,THA345,HS-THM,BKK
2548,2022/03/08,THA346,HS-THM,LHE
2549,2022/03/08,THA403,HS-TJS,BKK
2550,2022/03/08,THA404,HS-TJS,SIN
2551,2022/03/08,THA476,HS-TKX,SYD
2552,2022/03/08,THA477,HS-TKY,BKK
2553,2022/03/08,THA477,HS-TKY,HKT
2554,2022/03/08,THA478,HS-TKY,HKT
2555,2022/03/08,THA478,HS-TKY,SYD
2556,2022/03/08,THA600,HS-THL,BKK
2557,2022/03/08,THA601,HS-THL,HKG
2558,2022/03/08,THA622,HS-THG,BKK
2559,2022/03/08,THA623,HS-THC,KIX
2560,2022/03/08,THA624,HS-TKN,BKK
2561,2022/03/08,THA625,HS-TKN,MNL
2562,2022/03/08,THA640,HS-TJS,BKK
2563,2022/03/08,THA642,HS-TKN,BKK
2564,2022/03/08,THA643,HS-TKV,NRT
2565,2022/03/08,THA644,HS-THH,BKK
2566,2022/03/08,THA656,HS-TKX,BKK
2567,2022/03/08,THA657,HS-THF,ICN
2568,2022/03/08,THA668,HS-THL,BKK
2569,2022/03/08,THA669,HS-THL,CAN
2570,2022/03/08,THA910,HS-TKV,BKK
2571,2022/03/08,THA911,HS-TKW,LHR
2572,2022/03/08,THA920,HS-TJV,BKK
2573,2022/03/08,THA921,HS-TJV,FRA
2574,2022/03/08,THA922,HS-TKM,BKK
2575,2022/03/08,THA923,HS-TKQ,FRA
2576,2022/03/08,THA930,HS-TQA,BKK
2577,2022/03/08,THA931,HS-TKP,CDG
2578,2022/03/08,THA934,HS-THN,BKK
2579,2022/03/08,THA952,HS-THK,HKT
2580,2022/03/08,THA952,HS-THK,BKK
2581,2022/03/08,THA961,HS-THE,ARN
2582,2022/03/08,THA970,HS-TQE,BKK
2583,2022/03/09,THA315,HS-TKY,BKK
2584,2022/03/09,THA316,HS-TKY,DEL
2585,2022/03/09,THA317,HS-THH,BKK
2586,2022/03/09,THA318,HS-THH,BOM
2587,2022/03/09,THA325,HS-TQD,BKK
2588,2022/03/09,THA326,HS-TQD,BLR
2589,2022/03/09,THA337,HS-THM,BKK
2590,2022/03/09,THA338,HS-THM,MAA
2591,2022/03/09,THA403,HS-TKO,BKK
2592,2022/03/09,THA404,HS-TKO,SIN
2593,2022/03/09,THA415,HS-THC,BKK
2594,2022/03/09,THA416,HS-THC,KUL
2595,2022/03/09,THA433,HS-TKP,BKK
2596,2022/03/09,THA434,HS-TKP,CGK
2597,2022/03/09,THA475,HS-TKW,BKK
2598,2022/03/09,THA600,HS-THF,BKK
2599,2022/03/09,THA601,HS-THF,HKG
2600,2022/03/09,THA620,HS-TQD,BKK
2601,2022/03/09,THA621,HS-TQD,MNL
2602,2022/03/09,THA622,HS-THJ,BKK
2603,2022/03/09,THA623,HS-THG,KIX
2604,2022/03/09,THA632,HS-TKU,BKK
2605,2022/03/09,THA633,HS-TKU,TPE
2606,2022/03/09,THA638,HS-THL,BKK
2607,2022/03/09,THA639,HS-THL,HKG
2608,2022/03/09,THA641,HS-TJS,NRT
2609,2022/03/09,THA642,HS-TKU,BKK
2610,2022/03/09,THA643,HS-TKN,NRT
2611,2022/03/09,THA644,HS-THL,BKK
2612,2022/03/09,THA645,HS-THH,NGO
2613,2022/03/09,THA656,HS-TKP,BKK
2614,2022/03/09,THA657,HS-TKX,ICN
2615,2022/03/09,THA664,HS-THJ,BKK
2616,2022/03/09,THA665,HS-THJ,PVG
2617,2022/03/09,THA668,HS-THG,BKK
2618,2022/03/09,THA669,HS-THG,CAN
2619,2022/03/09,THA910,HS-TKX,BKK
2620,2022/03/09,THA911,HS-TKV,LHR
2621,2022/03/09,THA920,HS-TJW,BKK
2622,2022/03/09,THA921,HS-TJW,FRA
2623,2022/03/09,THA922,HS-TKQ,BKK
2624,2022/03/09,THA923,HS-TKM,FRA
2625,2022/03/09,THA926,HS-THE,BKK
2626,2022/03/09,THA926,HS-THE,HKT
2627,2022/03/09,THA927,HS-THE,HKT
2628,2022/03/09,THA927,HS-THE,FRA
2629,2022/03/09,THA930,HS-TKN,BKK
2630,2022/03/09,THA931,HS-TQA,CDG
2631,2022/03/09,THA953,HS-THK,HKT
2632,2022/03/09,THA953,HS-THK,CPH
2633,2022/03/09,THA962,HS-THC,HKT
2634,2022/03/09,THA962,HS-THC,BKK
2635,2022/03/09,THA971,HS-TQE,ZRH
2636,2022/03/10,THA303,HS-THH,BKK
2637,2022/03/10,THA304,HS-THH,RGN
2638,2022/03/10,THA315,HS-TKP,BKK
2639,2022/03/10,THA316,HS-TKP,DEL
2640,2022/03/10,THA321,HS-THG,BKK
2641,2022/03/10,THA322,HS-THG,DAC
2642,2022/03/10,THA337,HS-THG,BKK
2643,2022/03/10,THA338,HS-THG,MAA
2644,2022/03/10,THA403,HS-TJV,BKK
2645,2022/03/10,THA404,HS-TJV,SIN
2646,2022/03/10,THA433,HS-THF,BKK
2647,2022/03/10,THA434,HS-THF,CGK
2648,2022/03/10,THA476,HS-TKW,SYD
2649,2022/03/10,THA477,HS-TKY,HKT
2650,2022/03/10,THA477,HS-TKY,BKK
2651,2022/03/10,THA478,HS-TKY,HKT
2652,2022/03/10,THA478,HS-TKY,SYD
2653,2022/03/10,THA556,HS-THH,BKK
2654,2022/03/10,THA557,HS-THH,SGN
2655,2022/03/10,THA600,HS-TKV,BKK
2656,2022/03/10,THA601,HS-TKV,HKG
2657,2022/03/10,THA612,HS-TKR,BKK
2658,2022/03/10,THA613,HS-TKR,KMG
2659,2022/03/10,THA622,HS-TKV,BKK
2660,2022/03/10,THA623,HS-THJ,KIX
2661,2022/03/10,THA624,HS-TKR,BKK
2662,2022/03/10,THA625,HS-TKR,MNL
2663,2022/03/10,THA642,HS-TKW,BKK
2664,2022/03/10,THA643,HS-TKU,NRT
2665,2022/03/10,THA644,HS-TJT,BKK
2666,2022/03/10,THA645,HS-THL,NGO
2667,2022/03/10,THA656,HS-THJ,BKK
2668,2022/03/10,THA657,HS-TKP,ICN
2669,2022/03/10,THA668,HS-THL,BKK
2670,2022/03/10,THA669,HS-THL,CAN
2671,2022/03/10,THA910,HS-TKU,BKK
2672,2022/03/10,THA911,HS-TKX,LHR
2673,2022/03/10,THA920,HS-TKM,BKK
2674,2022/03/10,THA921,HS-TKM,FRA
2675,2022/03/10,THA922,HS-TKO,BKK
2676,2022/03/10,THA923,HS-TKQ,FRA
2677,2022/03/10,THA930,HS-TQF,BKK
2678,2022/03/10,THA931,HS-TKN,CDG
2679,2022/03/10,THA934,HS-THK,BKK
2680,2022/03/10,THA935,HS-THN,BRU
2681,2022/03/10,THA952,HS-THD,BKK
2682,2022/03/10,THA952,HS-THD,HKT
2683,2022/03/10,THA963,HS-THC,HKT
2684,2022/03/10,THA963,HS-THC,ARN
2685,2022/03/10,THA970,HS-TQA,BKK
2686,2022/03/11,THA315,HS-TKW,BKK
2687,2022/03/11,THA316,HS-TKW,DEL
2688,2022/03/11,THA321,HS-THH,BKK
2689,2022/03/11,THA322,HS-THH,DAC
2690,2022/03/11,THA323,HS-TKR,BKK
2691,2022/03/11,THA324,HS-TKR,DEL
2692,2022/03/11,THA345,HS-THG,BKK
2693,2022/03/11,THA346,HS-THG,LHE
2694,2022/03/11,THA403,HS-TJV,BKK
2695,2022/03/11,THA404,HS-TJV,SIN
2696,2022/03/11,THA415,HS-THG,BKK
2697,2022/03/11,THA416,HS-THG,KUL
2698,2022/03/11,THA433,HS-TKN,BKK
2699,2022/03/11,THA434,HS-TKN,CGK
2700,2022/03/11,THA475,HS-TKZ,BKK
2701,2022/03/11,THA600,HS-THF,BKK
2702,2022/03/11,THA601,HS-THF,HKG
2703,2022/03/11,THA620,HS-TQE,BKK
2704,2022/03/11,THA621,HS-TQE,MNL
2705,2022/03/11,THA622,HS-THC,BKK
2706,2022/03/11,THA623,HS-TKV,KIX
2707,2022/03/11,THA624,HS-TJS,BKK
2708,2022/03/11,THA625,HS-TJS,MNL
2709,2022/03/11,THA632,HS-THE,BKK
2710,2022/03/11,THA633,HS-THE,TPE
2711,2022/03/11,THA642,HS-TKY,BKK
2712,2022/03/11,THA643,HS-TKW,NRT
2713,2022/03/11,THA645,HS-TJT,NGO
2714,2022/03/11,THA656,HS-THN,BKK
2715,2022/03/11,THA657,HS-THJ,ICN
2716,2022/03/11,THA664,HS-TKQ,BKK
2717,2022/03/11,THA665,HS-TKQ,PVG
2718,2022/03/11,THA668,HS-TKM,BKK
2719,2022/03/11,THA669,HS-TKM,CAN
2720,2022/03/11,THA910,HS-TKV,BKK
2721,2022/03/11,THA911,HS-TKU,LHR
2722,2022/03/11,THA916,HS-TKX,BKK
2723,2022/03/11,THA916,HS-TKX,HKT
2724,2022/03/11,THA917,HS-TKX,HKT
2725,2022/03/11,THA917,HS-TKX,LHR
2726,2022/03/11,THA920,HS-TKP,BKK
2727,2022/03/11,THA921,HS-TKP,FRA
2728,2022/03/11,THA922,HS-TKN,BKK
2729,2022/03/11,THA923,HS-TKO,FRA
2730,2022/03/11,THA926,HS-THL,HKT
2731,2022/03/11,THA926,HS-THL,BKK
2732,2022/03/11,THA927,HS-THL,HKT
2733,2022/03/11,THA927,HS-THL,FRA
2734,2022/03/11,THA931,HS-TQF,CDG
2735,2022/03/11,THA953,HS-THD,HKT
2736,2022/03/11,THA953,HS-THD,CPH
2737,2022/03/11,THA962,HS-THE,BKK
2738,2022/03/11,THA962,HS-THE,HKT
2739,2022/03/11,THA970,HS-TQD,BKK
2740,2022/03/11,THA971,HS-TQA,ZRH
2741,2022/03/12,THA303,HS-THH,BKK
2742,2022/03/12,THA304,HS-THH,RGN
2743,2022/03/12,THA321,HS-THF,BKK
2744,2022/03/12,THA322,HS-THF,DAC
2745,2022/03/12,THA325,HS-TQA,BKK
2746,2022/03/12,THA326,HS-TQA,BLR
2747,2022/03/12,THA403,HS-TKR,BKK
2748,2022/03/12,THA404,HS-TKR,SIN
2749,2022/03/12,THA433,HS-TJW,BKK
2750,2022/03/12,THA434,HS-TJW,CGK
2751,2022/03/12,THA476,HS-TKZ,SYD
2752,2022/03/12,THA477,HS-TKR,BKK
2753,2022/03/12,THA477,HS-TKR,HKT
2754,2022/03/12,THA478,HS-TKR,HKT
2755,2022/03/12,THA478,HS-TKR,SYD
2756,2022/03/12,THA556,HS-TKP,BKK
2757,2022/03/12,THA557,HS-TKP,SGN
2758,2022/03/12,THA560,HS-THH,BKK
2759,2022/03/12,THA561,HS-THH,HAN
2760,2022/03/12,THA600,HS-THG,BKK
2761,2022/03/12,THA601,HS-THG,HKG
2762,2022/03/12,THA622,HS-THG,BKK
2763,2022/03/12,THA623,HS-THC,KIX
2764,2022/03/12,THA624,HS-TKM,BKK
2765,2022/03/12,THA625,HS-TKM,MNL
2766,2022/03/12,THA640,HS-TJW,BKK
2767,2022/03/12,THA642,HS-TKZ,BKK
2768,2022/03/12,THA643,HS-TKY,NRT
2769,2022/03/12,THA644,HS-THC,BKK
2770,2022/03/12,THA656,HS-TKX,BKK
2771,2022/03/12,THA657,HS-THN,ICN
2772,2022/03/12,THA672,HS-TJT,BKK
2773,2022/03/12,THA673,HS-TJT,KIX
2774,2022/03/12,THA910,HS-TKY,BKK
2775,2022/03/12,THA911,HS-TKV,LHR
2776,2022/03/12,THA916,HS-TKW,BKK
2777,2022/03/12,THA916,HS-TKW,HKT
2778,2022/03/12,THA917,HS-TKW,HKT
2779,2022/03/12,THA917,HS-TKW,LHR
2780,2022/03/12,THA920,HS-TKO,BKK
2781,2022/03/12,THA921,HS-TKO,FRA
2782,2022/03/12,THA922,HS-TKQ,BKK
2783,2022/03/12,THA923,HS-TKN,FRA
2784,2022/03/12,THA930,HS-TQE,BKK
2785,2022/03/12,THA935,HS-THK,BRU
2786,2022/03/12,THA950,HS-THN,BKK
2787,2022/03/12,THA963,HS-THE,HKT
2788,2022/03/12,THA963,HS-THE,ARN
2789,2022/03/12,THA970,HS-TQF,BKK
2790,2022/03/12,THA971,HS-TQD,ZRH
2791,2022/03/13,THA321,HS-THF,BKK
2792,2022/03/13,THA322,HS-THF,DAC
2793,2022/03/13,THA403,HS-TJV,BKK
2794,2022/03/13,THA404,HS-TJV,SIN
2795,2022/03/13,THA475,HS-TKU,BKK
2796,2022/03/13,THA600,HS-THH,BKK
2797,2022/03/13,THA601,HS-THH,HKG
2798,2022/03/13,THA622,HS-THG,BKK
2799,2022/03/13,THA623,HS-THG,KIX
2800,2022/03/13,THA640,HS-TJT,BKK
2801,2022/03/13,THA641,HS-TJW,NRT
2802,2022/03/13,THA642,HS-TKR,BKK
2803,2022/03/13,THA643,HS-TKZ,NRT
2804,2022/03/13,THA644,HS-TKV,BKK
2805,2022/03/13,THA645,HS-THC,NGO
2806,2022/03/13,THA654,HS-TKP,BKK
2807,2022/03/13,THA655,HS-TKP,ICN
2808,2022/03/13,THA656,HS-TKZ,BKK
2809,2022/03/13,THA657,HS-TKX,ICN
2810,2022/03/13,THA664,HS-THL,BKK
2811,2022/03/13,THA665,HS-THL,PVG
2812,2022/03/13,THA668,HS-THC,BKK
2813,2022/03/13,THA669,HS-THC,CAN
2814,2022/03/13,THA910,HS-TKW,BKK
2815,2022/03/13,THA911,HS-TKY,LHR
2816,2022/03/13,THA920,HS-TKN,BKK
2817,2022/03/13,THA921,HS-TKN,FRA
2818,2022/03/13,THA922,HS-TKO,BKK
2819,2022/03/13,THA923,HS-TKQ,FRA
2820,2022/03/13,THA926,HS-THK,BKK
2821,2022/03/13,THA926,HS-THK,HKT
2822,2022/03/13,THA927,HS-THK,HKT
2823,2022/03/13,THA927,HS-THK,FRA
2824,2022/03/13,THA931,HS-TQE,CDG
2825,2022/03/13,THA950,HS-THE,BKK
2826,2022/03/13,THA951,HS-THN,CPH
2827,2022/03/13,THA970,HS-TQD,BKK
2828,2022/03/13,THA971,HS-TQF,ZRH
2829,2022/03/14,THA315,HS-TKN,BKK
2830,2022/03/14,THA316,HS-TKN,DEL
2831,2022/03/14,THA317,HS-TKQ,BKK
2832,2022/03/14,THA318,HS-TKQ,BOM
2833,2022/03/14,THA337,HS-TKZ,BKK
2834,2022/03/14,THA338,HS-TKZ,MAA
2835,2022/03/14,THA403,HS-TJV,BKK
2836,2022/03/14,THA404,HS-TJV,SIN
2837,2022/03/14,THA475,HS-TKX,BKK
2838,2022/03/14,THA476,HS-TKU,SYD
2839,2022/03/14,THA612,HS-TKM,BKK
2840,2022/03/14,THA613,HS-TKM,KMG
2841,2022/03/14,THA620,HS-TQF,BKK
2842,2022/03/14,THA621,HS-TQF,MNL
2843,2022/03/14,THA622,HS-THD,BKK
2844,2022/03/14,THA623,HS-THG,KIX
2845,2022/03/14,THA632,HS-THJ,BKK
2846,2022/03/14,THA633,HS-THJ,TPE
2847,2022/03/14,THA641,HS-TJT,NRT
2848,2022/03/14,THA642,HS-TKY,BKK
2849,2022/03/14,THA643,HS-TKR,NRT
